,assistsplayer_1,assistsplayer_10,assistsplayer_2,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_9,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_2,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,gameMode,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,inhibs_lost_team200,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_1,killsplayer_10,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_7,killsplayer_8,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,riftherald_team100,riftherald_team300,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,assistsplayer_3,assistsplayer_8,baron_team100,deathsplayer_10,deathsplayer_3,killsplayer_5,killsplayer_9,riftherald_team200,assistsplayer_4,dragon_team200,killsplayer_0,killsplayer_6,baron_team200,inhibs_lost_team100,ward_player_0,team_deathsplayer_100,team_deathsplayer_200,team_goldPerSecond_100,team_goldPerSecond_200,team_jungleMinionsKilled_100,team_jungleMinionsKilled_200,team_killsplayer_100,team_killsplayer_200,team_level_100,team_level_200,team_magicDamageDoneToChampions_100,team_magicDamageDoneToChampions_200,team_minionsKilled_100,team_minionsKilled_200,team_physicalDamageDoneToChampions_100,team_physicalDamageDoneToChampions_200,team_timeEnemySpentControlled_100,team_timeEnemySpentControlled_200,team_totalDamageDoneToChampions_100,team_totalDamageDoneToChampions_200,team_totalGold_100,team_totalGold_200,team_trueDamageDoneToChampions_100,team_trueDamageDoneToChampions_200,team_ward_player_100,team_ward_player_200,team_assistsplayer_100,team_assistsplayer_200,team_xp_100,team_xp_200,time
9,0.0,2.0,2.0,3.0,0.0,1.0,0.0,1154.0,592.0,1313.0,294.0,843.0,296.0,1008.0,1010.0,684.0,988.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,1.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,20.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,2.0,2.0,8.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,7.0,78.0,1312.0,575.0,2402.0,0.0,2201.0,181.0,312.0,2683.0,221.0,93.0,4.0,5.0,64.0,80.0,3.0,42.0,8.0,66.0,71.0,2326.0,431.0,153.0,670.0,3032.0,774.0,562.0,2758.0,1490.0,2593.0,1.0,0.0,14435.0,13312.0,204569.0,100178.0,10341.0,32168.0,4063.0,68801.0,63890.0,36312.0,600158.0,2847.0,1743.0,1223.0,3359.0,3032.0,3115.0,743.0,3071.0,4514.0,2814.0,4229.0,2302.0,3563.0,3734.0,3878.0,2921.0,2408.0,3835.0,3674.0,2888.0,2.0,7.0,442.0,0.0,495.0,286.0,0.0,140.0,0.0,0.0,340.0,0.0,11.0,43.0,5.0,9.0,19.0,35.0,8.0,6.0,14.0,8.0,100.0,4977.0,3072.0,4378.0,4233.0,3502.0,2816.0,4133.0,3655.0,4390.0,3311.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,4,8,30,20,71,49,8,4,37,36,5256,4709,245,191,6955,7834,361691,186378,13576,12885,18325,15107,1363,340,79,79,6,4,19906,18561,10
10,0.0,1.0,3.0,3.0,1.0,0.0,1.0,719.0,426.0,207.0,258.0,257.0,134.0,506.0,2138.0,168.0,384.0,1.0,0.0,1.0,2.0,2.0,3.0,0.0,2.0,3.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,1.0,63.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,8.0,6.0,8.0,7.0,7.0,4.0,7.0,8.0,8.0,7.0,2450.0,0.0,1920.0,215.0,208.0,2428.0,1712.0,113.0,488.0,149.0,76.0,1.0,14.0,60.0,76.0,7.0,52.0,9.0,81.0,83.0,281.0,2934.0,388.0,2894.0,2942.0,231.0,1380.0,1301.0,1943.0,2459.0,2.0,0.0,24478.0,46214.0,33790.0,114199.0,10568.0,35640.0,12092.0,188414.0,74917.0,13905.0,600215.0,2731.0,2934.0,2469.0,3430.0,3151.0,2774.0,3093.0,1542.0,3191.0,2608.0,3829.0,2751.0,4132.0,3653.0,4032.0,2379.0,2806.0,4013.0,4233.0,3409.0,1.0,4.0,0.0,0.0,161.0,320.0,0.0,114.0,0.0,128.0,759.0,0.0,4.0,29.0,49.0,10.0,7.0,14.0,5.0,3.0,7.0,4.0,100.0,4585.0,2482.0,4211.0,3707.0,3938.0,1543.0,3799.0,4447.0,4690.0,3215.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6,9,20,30,64,64,9,6,34,36,7221,2462,233,226,6736,10017,218675,335542,14555,13368,18025,17212,595,887,84,48,10,3,17984,18633,10
11,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1567.0,197.0,1719.0,292.0,572.0,319.0,1261.0,1916.0,478.0,299.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,0.0,4.0,56.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,8.0,7.0,7.0,8.0,7.0,6.0,8.0,7.0,8.0,5.0,295.0,174.0,226.0,2905.0,31.0,2643.0,748.0,0.0,1397.0,1441.0,45.0,72.0,0.0,67.0,77.0,10.0,86.0,1.0,72.0,6.0,1656.0,1029.0,2715.0,1720.0,1055.0,654.0,3000.0,2744.0,0.0,511.0,1.0,0.0,27622.0,49630.0,379598.0,41165.0,6672.0,55733.0,122953.0,181887.0,20451.0,58802.0,600208.0,2251.0,1203.0,3286.0,4791.0,1086.0,3448.0,4197.0,3519.0,1397.0,2132.0,2842.0,3247.0,3694.0,3187.0,2947.0,2929.0,3636.0,3416.0,2978.0,2624.0,6.0,0.0,299.0,0.0,344.0,166.0,0.0,150.0,448.0,775.0,0.0,180.0,8.0,13.0,4.0,12.0,8.0,31.0,10.0,3.0,5.0,16.0,200.0,4273.0,3292.0,3645.0,4596.0,3198.0,2844.0,4695.0,3774.0,4388.0,2347.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3,5,30,20,56,67,5,3,36,35,6100,3760,199,237,7800,7284,510790,433723,14862,12448,15599,15901,959,1403,63,47,5,2,18556,18496,10
12,5.0,2.0,4.0,4.0,2.0,5.0,1.0,1386.0,389.0,2915.0,189.0,478.0,630.0,903.0,523.0,1579.0,1907.0,3.0,1.0,2.0,4.0,5.0,5.0,2.0,3.0,0.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,3.0,3.0,9.0,2.0,2.0,0.0,1.0,8.0,6.0,8.0,8.0,7.0,6.0,7.0,7.0,8.0,6.0,35.0,746.0,4451.0,2665.0,114.0,1146.0,1011.0,1055.0,316.0,29.0,57.0,13.0,15.0,75.0,70.0,10.0,54.0,5.0,86.0,54.0,6548.0,917.0,934.0,984.0,3527.0,1174.0,3020.0,1376.0,1965.0,1820.0,2.0,0.0,96710.0,24443.0,107223.0,187573.0,207025.0,25994.0,12088.0,72145.0,35511.0,1948.0,600236.0,6880.0,1789.0,5903.0,3878.0,3851.0,2395.0,4032.0,2492.0,2521.0,2050.0,4286.0,3139.0,5965.0,4289.0,3828.0,3155.0,3628.0,2798.0,4034.0,4807.0,2.0,8.0,296.0,126.0,517.0,228.0,209.0,74.0,0.0,60.0,240.0,199.0,4.0,24.0,1.0,7.0,6.0,11.0,8.0,7.0,12.0,6.0,100.0,4314.0,3004.0,4739.0,4762.0,3488.0,2562.0,3404.0,3367.0,4929.0,3178.0,2.0,3.0,0.0,4.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,1.0,0.0,0.0,10,19,20,20,44,40,19,10,37,34,8411,3157,227,212,13167,9098,624525,146135,22907,12884,21523,18406,1324,625,29,57,18,13,19865,17882,10
13,1.0,4.0,2.0,3.0,1.0,3.0,2.0,399.0,349.0,406.0,289.0,1006.0,456.0,638.0,141.0,245.0,442.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,5.0,1.0,8.0,6.0,7.0,8.0,6.0,6.0,8.0,8.0,8.0,7.0,3336.0,1072.0,1395.0,588.0,763.0,815.0,597.0,614.0,2171.0,287.0,58.0,13.0,4.0,68.0,59.0,15.0,54.0,3.0,62.0,80.0,724.0,220.0,797.0,2887.0,1965.0,801.0,2014.0,3756.0,202.0,3112.0,1.0,0.0,139631.0,38556.0,2510.0,75979.0,0.0,12849.0,44271.0,118700.0,102600.0,67815.0,600199.0,4061.0,1683.0,2192.0,3973.0,2729.0,1927.0,2762.0,4597.0,2463.0,3399.0,3324.0,2684.0,3206.0,4289.0,3556.0,2406.0,3313.0,5141.0,3475.0,3842.0,7.0,3.0,0.0,390.0,0.0,498.0,0.0,310.0,150.0,226.0,89.0,0.0,10.0,42.0,5.0,14.0,8.0,30.0,8.0,13.0,11.0,9.0,200.0,4483.0,2698.0,3245.0,4400.0,3132.0,2634.0,4244.0,4269.0,4167.0,3355.0,0.0,4.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,9,7,20,30,56,63,7,9,35,37,6897,4741,204,212,7174,9304,230969,371942,14882,14904,16781,18455,808,855,67,83,7,14,17894,18733,10
14,0.0,0.0,1.0,5.0,0.0,0.0,0.0,69.0,596.0,1506.0,590.0,1433.0,309.0,224.0,988.0,18.0,545.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,55.0,4.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,8.0,5.0,7.0,8.0,7.0,5.0,8.0,7.0,8.0,6.0,952.0,990.0,1243.0,0.0,139.0,2115.0,0.0,1448.0,301.0,1479.0,68.0,2.0,4.0,71.0,65.0,9.0,67.0,5.0,59.0,48.0,1589.0,1060.0,925.0,3299.0,4119.0,1181.0,1931.0,438.0,3887.0,323.0,1.0,1.0,169479.0,14073.0,287817.0,49853.0,28445.0,34227.0,33379.0,213664.0,42785.0,62734.0,600219.0,2541.0,2274.0,2757.0,3609.0,4259.0,3297.0,1931.0,2168.0,4222.0,1803.0,3019.0,2121.0,3931.0,3020.0,3883.0,2809.0,2874.0,2888.0,3133.0,2430.0,8.0,5.0,0.0,224.0,589.0,310.0,0.0,0.0,0.0,281.0,34.0,0.0,10.0,54.0,2.0,11.0,111.0,60.0,17.0,4.0,21.0,18.0,200.0,4558.0,1956.0,3389.0,4617.0,3525.0,2385.0,4280.0,3334.0,4356.0,2407.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,1,6,30,30,41,59,6,1,35,34,4449,4218,217,181,11113,7639,569821,366635,16463,12398,16662,13446,899,539,194,114,11,0,18474,16333,10
15,1.0,3.0,1.0,1.0,0.0,1.0,0.0,56.0,129.0,829.0,86.0,305.0,243.0,385.0,660.0,977.0,75.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,20.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,8.0,5.0,7.0,7.0,6.0,6.0,8.0,7.0,8.0,7.0,1785.0,395.0,0.0,1154.0,1607.0,2454.0,1411.0,169.0,254.0,2508.0,91.0,14.0,6.0,57.0,77.0,2.0,60.0,1.0,72.0,68.0,1058.0,428.0,1507.0,472.0,303.0,320.0,1884.0,1489.0,1595.0,253.0,1.0,1.0,41721.0,11757.0,167633.0,3995.0,96795.0,82119.0,55526.0,80209.0,18869.0,41408.0,600167.0,2955.0,824.0,2168.0,1730.0,1911.0,2834.0,3552.0,1726.0,2019.0,2761.0,3706.0,2329.0,3504.0,3006.0,3385.0,2413.0,3095.0,3260.0,3197.0,3595.0,8.0,1.0,111.0,0.0,660.0,104.0,0.0,60.0,257.0,68.0,170.0,0.0,1.0,25.0,5.0,5.0,6.0,25.0,86.0,3.0,13.0,6.0,200.0,4925.0,2326.0,3703.0,4028.0,3133.0,2409.0,4167.0,3736.0,4531.0,3868.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4,3,30,20,59,68,3,4,34,35,7000,4737,233,215,3660,5649,392263,207769,11598,10882,16014,15476,935,495,42,133,3,4,18198,18628,10
16,0.0,2.0,0.0,1.0,1.0,0.0,0.0,337.0,91.0,233.0,527.0,115.0,19.0,761.0,900.0,636.0,55.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,48.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,7.0,6.0,6.0,8.0,6.0,7.0,8.0,7.0,8.0,6.0,958.0,279.0,299.0,2852.0,480.0,642.0,461.0,1807.0,59.0,0.0,70.0,14.0,4.0,66.0,16.0,75.0,69.0,14.0,66.0,71.0,2492.0,225.0,515.0,799.0,951.0,2005.0,1672.0,197.0,1262.0,2305.0,2.0,0.0,52338.0,35768.0,272680.0,131714.0,14335.0,0.0,37546.0,213141.0,32304.0,6440.0,600188.0,3450.0,615.0,965.0,3651.0,1693.0,2647.0,2254.0,2195.0,1514.0,2305.0,3037.0,2416.0,3008.0,2782.0,2740.0,3864.0,3111.0,3525.0,3036.0,3655.0,5.0,9.0,0.0,110.0,150.0,0.0,262.0,0.0,120.0,190.0,192.0,0.0,11.0,42.0,6.0,11.0,30.0,15.0,10.0,2.0,22.0,15.0,100.0,3889.0,2416.0,2983.0,4669.0,2402.0,3355.0,4426.0,3770.0,4385.0,2633.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,4,4,20,30,48,52,4,4,34,35,5231,2606,231,234,6762,5661,471067,325199,12406,8883,15431,15743,412,612,73,91,4,4,17298,17630,10
17,3.0,3.0,5.0,8.0,0.0,8.0,4.0,579.0,140.0,2284.0,1110.0,2372.0,1670.0,286.0,252.0,664.0,434.0,4.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,55.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,1.0,1.0,1.0,2.0,7.0,0.0,1.0,8.0,5.0,7.0,8.0,7.0,6.0,9.0,7.0,8.0,5.0,5685.0,887.0,2069.0,273.0,289.0,1145.0,341.0,0.0,1885.0,497.0,52.0,15.0,5.0,87.0,64.0,14.0,66.0,8.0,66.0,32.0,432.0,772.0,786.0,4079.0,5625.0,677.0,5815.0,3497.0,1015.0,2762.0,0.0,1.0,65566.0,63680.0,269790.0,52361.0,46574.0,47535.0,81784.0,86042.0,184185.0,0.0,600156.0,6117.0,1782.0,2984.0,4449.0,6678.0,2027.0,7204.0,3595.0,2901.0,3260.0,3039.0,2516.0,4269.0,4300.0,6172.0,4445.0,6581.0,3527.0,3379.0,2934.0,7.0,3.0,0.0,122.0,128.0,96.0,762.0,204.0,1047.0,98.0,0.0,0.0,7.0,21.0,3.0,10.0,6.0,26.0,6.0,9.0,9.0,14.0,200.0,4196.0,2265.0,3858.0,4738.0,3231.0,2687.0,5121.0,3803.0,4329.0,1767.0,5.0,5.0,0.0,5.0,2.0,3.0,2.0,1.0,5.0,1.0,0.0,10.0,1.0,1.0,0.0,14,14,20,20,55,64,14,14,36,34,9461,3610,222,187,11599,13861,481826,415691,22255,18742,22225,18937,1190,1267,52,59,26,20,18710,17285,10
18,3.0,1.0,2.0,3.0,5.0,4.0,0.0,440.0,59.0,1148.0,325.0,411.0,86.0,420.0,1161.0,776.0,299.0,1.0,2.0,5.0,0.0,0.0,3.0,2.0,2.0,3.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,1.0,4.0,45.0,1.0,0.0,0.0,0.0,6.0,2.0,1.0,1.0,5.0,6.0,5.0,7.0,8.0,6.0,6.0,8.0,7.0,8.0,6.0,145.0,1500.0,323.0,578.0,275.0,965.0,0.0,488.0,2739.0,0.0,70.0,11.0,5.0,62.0,32.0,16.0,65.0,12.0,67.0,74.0,1456.0,150.0,4351.0,2777.0,2360.0,139.0,4514.0,2020.0,1138.0,1508.0,0.0,0.0,0.0,17971.0,113065.0,65792.0,48651.0,18363.0,48453.0,186907.0,106649.0,5583.0,600175.0,1611.0,1871.0,4734.0,3666.0,3477.0,1199.0,4514.0,2604.0,3990.0,1781.0,3140.0,2109.0,4973.0,4540.0,2486.0,2211.0,4145.0,3756.0,4696.0,3299.0,9.0,4.0,9.0,220.0,60.0,310.0,841.0,94.0,0.0,96.0,112.0,272.0,11.0,47.0,14.0,14.0,13.0,39.0,14.0,13.0,13.0,12.0,200.0,2666.0,1758.0,3716.0,4269.0,2475.0,2765.0,4241.0,3616.0,4409.0,3046.0,3.0,0.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,9,10,20,20,55,50,9,9,33,34,2286,4727,185,229,11083,9330,245871,365563,14687,14760,17350,18005,1314,700,91,99,11,10,15891,17070,10
19,1.0,1.0,3.0,4.0,0.0,1.0,3.0,1438.0,125.0,1672.0,379.0,1476.0,436.0,530.0,152.0,670.0,1357.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,8.0,5.0,7.0,8.0,7.0,5.0,8.0,7.0,8.0,7.0,2844.0,1974.0,21.0,209.0,114.0,1405.0,1026.0,313.0,265.0,1319.0,84.0,9.0,2.0,66.0,83.0,2.0,68.0,4.0,78.0,68.0,157.0,1013.0,1577.0,4051.0,5339.0,677.0,192.0,2159.0,1513.0,2340.0,2.0,0.0,52688.0,109744.0,106233.0,12719.0,15857.0,46000.0,6277.0,325677.0,34026.0,0.0,600147.0,3001.0,3288.0,1647.0,4405.0,5453.0,2082.0,1219.0,2596.0,1844.0,3660.0,4038.0,2535.0,3697.0,3259.0,4026.0,2171.0,2930.0,3827.0,3420.0,3532.0,2.0,9.0,0.0,300.0,48.0,144.0,0.0,0.0,0.0,123.0,66.0,0.0,10.0,17.0,13.0,13.0,7.0,29.0,4.0,4.0,8.0,5.0,100.0,4938.0,2247.0,3692.0,4343.0,3692.0,1927.0,4555.0,3709.0,4438.0,3622.0,3.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5,5,20,20,71,61,5,5,35,35,4593,4897,237,227,11801,7217,233497,475724,16588,12607,17191,16244,192,489,72,38,13,6,18592,18571,10
20,0.0,3.0,1.0,0.0,1.0,0.0,2.0,689.0,458.0,1195.0,1540.0,394.0,315.0,573.0,31.0,1225.0,368.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,20.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,8.0,6.0,6.0,8.0,6.0,5.0,8.0,7.0,8.0,6.0,519.0,997.0,1466.0,269.0,502.0,1998.0,3195.0,852.0,406.0,1357.0,72.0,0.0,2.0,54.0,67.0,3.0,49.0,1.0,88.0,59.0,3671.0,641.0,133.0,1287.0,3118.0,768.0,702.0,1605.0,1491.0,455.0,1.0,0.0,123201.0,21414.0,89617.0,24878.0,0.0,11743.0,109304.0,326126.0,27793.0,95988.0,600219.0,4190.0,1932.0,1630.0,1556.0,3621.0,2842.0,3898.0,2823.0,2023.0,1929.0,3789.0,2633.0,2795.0,2820.0,3144.0,2935.0,3248.0,4121.0,3450.0,2968.0,10.0,1.0,0.0,293.0,30.0,0.0,0.0,75.0,0.0,366.0,125.0,117.0,8.0,22.0,1.0,10.0,1.0,22.0,4.0,2.0,8.0,7.0,200.0,4409.0,2646.0,2850.0,4288.0,2859.0,2353.0,4225.0,3736.0,4640.0,2873.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,1.0,6.0,7,3,30,20,44,56,3,7,33,35,4754,6807,198,197,8977,4894,249439,580625,13839,12605,15483,16420,105,901,42,43,4,7,16759,18120,10
21,0.0,5.0,1.0,0.0,0.0,2.0,2.0,1077.0,221.0,675.0,819.0,890.0,441.0,1035.0,200.0,254.0,354.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,44.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,7.0,6.0,6.0,7.0,9.0,6.0,8.0,7.0,8.0,6.0,659.0,1343.0,1302.0,213.0,419.0,961.0,570.0,456.0,1887.0,132.0,48.0,1.0,3.0,91.0,80.0,2.0,61.0,11.0,73.0,64.0,786.0,218.0,209.0,2269.0,2851.0,434.0,3201.0,2759.0,657.0,1516.0,1.0,1.0,4823.0,45548.0,143295.0,0.0,43933.0,28702.0,32861.0,89451.0,23812.0,11527.0,600204.0,2113.0,1711.0,1750.0,2483.0,3496.0,1655.0,4070.0,3761.0,2545.0,1954.0,2677.0,2581.0,2700.0,3519.0,3740.0,2501.0,3685.0,4265.0,2909.0,3179.0,10.0,5.0,667.0,150.0,237.0,0.0,226.0,260.0,298.0,545.0,0.0,306.0,13.0,34.0,6.0,8.0,12.0,34.0,11.0,1.0,8.0,9.0,200.0,3827.0,3088.0,2895.0,3236.0,5152.0,2876.0,4369.0,3638.0,4170.0,3008.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,2.0,10.0,7,2,30,30,52,48,2,7,35,35,3554,4388,224,210,6549,8351,220753,203199,11497,14041,15137,16619,1390,1299,73,63,1,9,17986,18273,10
