,assistsplayer_1,assistsplayer_10,assistsplayer_2,assistsplayer_3,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,gameMode,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,inhibs_lost_team200,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_1,killsplayer_10,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_7,killsplayer_8,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,riftherald_team100,riftherald_team300,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,assistsplayer_4,baron_team100,deathsplayer_10,killsplayer_6,killsplayer_9,riftherald_team200,dragon_team200,killsplayer_0,baron_team200,inhibs_lost_team100,ward_player_0,team_deathsplayer_100,team_deathsplayer_200,team_goldPerSecond_100,team_goldPerSecond_200,team_jungleMinionsKilled_100,team_jungleMinionsKilled_200,team_killsplayer_100,team_killsplayer_200,team_level_100,team_level_200,team_magicDamageDoneToChampions_100,team_magicDamageDoneToChampions_200,team_minionsKilled_100,team_minionsKilled_200,team_physicalDamageDoneToChampions_100,team_physicalDamageDoneToChampions_200,team_timeEnemySpentControlled_100,team_timeEnemySpentControlled_200,team_totalDamageDoneToChampions_100,team_totalDamageDoneToChampions_200,team_totalGold_100,team_totalGold_200,team_trueDamageDoneToChampions_100,team_trueDamageDoneToChampions_200,team_ward_player_100,team_ward_player_200,team_assistsplayer_100,team_assistsplayer_200,team_xp_100,team_xp_200,time
16,0.0,1.0,3.0,5.0,1.0,0.0,0.0,3.0,3.0,610.0,799.0,1168.0,1160.0,804.0,524.0,1799.0,487.0,223.0,144.0,5.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,0.0,71.0,0.0,0.0,72.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,3.0,1.0,2.0,2.0,5.0,2.0,9.0,8.0,9.0,8.0,8.0,10.0,10.0,11.0,7.0,7.0,0.0,2057.0,1182.0,1916.0,292.0,2921.0,567.0,281.0,495.0,2311.0,85.0,1.0,111.0,20.0,14.0,69.0,102.0,114.0,75.0,5.0,7400.0,155.0,3562.0,440.0,2946.0,712.0,7159.0,7116.0,3308.0,679.0,0.0,0.0,12586.0,169886.0,0.0,35207.0,173727.0,162923.0,48859.0,21901.0,50503.0,13906.0,900243.0,9002.0,2268.0,4745.0,2592.0,3519.0,3633.0,7943.0,7397.0,3803.0,3338.0,5110.0,4399.0,5826.0,4010.0,5104.0,4294.0,5159.0,6962.0,4748.0,3879.0,3.0,8.0,1602.0,56.0,0.0,236.0,280.0,0.0,216.0,0.0,0.0,348.0,10.0,10.0,8.0,9.0,2.0,10.0,10.0,11.0,13.0,22.0,100.0,6108.0,4763.0,5046.0,4470.0,4888.0,6980.0,6377.0,7726.0,3988.0,3508.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,12,11,30,30,72,75,11,12,44,43,6311,5711,299,297,15060,18417,384443,305055,23491,24749,24344,25147,2118,620,39,66,11,7,27492,26362,15
17,2.0,8.0,0.0,1.0,7.0,2.0,1.0,3.0,4.0,341.0,729.0,336.0,371.0,334.0,566.0,567.0,700.0,856.0,807.0,1.0,1.0,6.0,2.0,5.0,1.0,1.0,3.0,3.0,3.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,66.0,0.0,0.0,0.0,0.0,85.0,4.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,8.0,4.0,10.0,8.0,9.0,10.0,9.0,7.0,10.0,10.0,10.0,8.0,0.0,2518.0,878.0,6454.0,86.0,4447.0,183.0,464.0,5434.0,774.0,97.0,5.0,8.0,97.0,117.0,13.0,120.0,1.0,78.0,97.0,4191.0,471.0,2399.0,1373.0,6212.0,889.0,4495.0,6644.0,2631.0,5047.0,1.0,0.0,54129.0,112088.0,371703.0,64607.0,106044.0,79741.0,104617.0,53836.0,159956.0,9413.0,900248.0,4191.0,2989.0,3692.0,8285.0,6298.0,5693.0,4678.0,7363.0,8783.0,5821.0,4791.0,4003.0,5961.0,5636.0,6059.0,4241.0,6017.0,6525.0,5981.0,5467.0,2.0,5.0,0.0,0.0,414.0,458.0,0.0,356.0,0.0,254.0,718.0,0.0,10.0,25.0,6.0,9.0,40.0,38.0,16.0,6.0,20.0,21.0,100.0,6456.0,4369.0,5086.0,6856.0,5835.0,4018.0,7013.0,6477.0,6901.0,4890.0,3.0,1.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,15,10,30,30,70,89,10,15,45,46,11865,9373,332,301,15064,19288,676224,439910,28159,29634,26688,27993,1228,972,103,88,13,18,28251,29650,15
18,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,749.0,446.0,316.0,1676.0,274.0,310.0,297.0,756.0,786.0,1028.0,4.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,84.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,11.0,7.0,10.0,10.0,8.0,7.0,10.0,10.0,11.0,9.0,711.0,700.0,2685.0,4826.0,361.0,1107.0,5203.0,625.0,335.0,52.0,105.0,23.0,89.0,15.0,113.0,22.0,88.0,9.0,133.0,120.0,5096.0,683.0,1150.0,118.0,2780.0,351.0,2008.0,3690.0,5466.0,3494.0,0.0,0.0,43397.0,39804.0,13111.0,114565.0,8950.0,79464.0,28373.0,305014.0,85637.0,77315.0,900221.0,5808.0,1572.0,3836.0,5165.0,3626.0,1458.0,7212.0,4459.0,5981.0,3546.0,6124.0,3696.0,4056.0,5176.0,4874.0,3260.0,4542.0,6081.0,5491.0,6028.0,8.0,1.0,0.0,188.0,0.0,220.0,485.0,0.0,0.0,144.0,180.0,0.0,7.0,24.0,16.0,3.0,10.0,37.0,10.0,19.0,25.0,9.0,200.0,7376.0,3784.0,6618.0,6657.0,4697.0,3717.0,6505.0,6835.0,7315.0,5461.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,6.0,9,4,30,30,115,88,4,9,46,47,9690,6915,344,373,9495,15341,259487,536143,19893,22770,23490,25838,705,512,73,87,2,5,29065,29900,15
19,1.0,2.0,3.0,3.0,4.0,0.0,1.0,2.0,3.0,785.0,486.0,1268.0,474.0,990.0,360.0,556.0,1475.0,440.0,799.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,1.0,4.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,108.0,0.0,0.0,0.0,5.0,68.0,0.0,0.0,3.0,0.0,4.0,3.0,3.0,1.0,3.0,1.0,10.0,7.0,10.0,11.0,9.0,8.0,11.0,9.0,10.0,8.0,4446.0,3050.0,615.0,395.0,863.0,1933.0,3300.0,2259.0,176.0,0.0,112.0,13.0,3.0,103.0,117.0,31.0,114.0,9.0,112.0,103.0,3969.0,634.0,5025.0,7946.0,3038.0,656.0,1558.0,873.0,3848.0,4220.0,1.0,0.0,20084.0,119575.0,329816.0,64177.0,0.0,18929.0,636035.0,302256.0,8192.0,40159.0,900290.0,8416.0,3684.0,5674.0,8692.0,3944.0,3093.0,5250.0,3289.0,4365.0,4220.0,5200.0,3471.0,6373.0,5399.0,5815.0,3960.0,6756.0,5000.0,5065.0,4924.0,2.0,9.0,0.0,0.0,32.0,351.0,43.0,503.0,391.0,156.0,340.0,0.0,11.0,31.0,14.0,10.0,11.0,28.0,9.0,7.0,10.0,44.0,100.0,7241.0,3783.0,6922.0,7609.0,5546.0,4119.0,7705.0,5109.0,6318.0,5005.0,0.0,2.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8,14,30,30,108,73,14,8,48,45,8252,8785,366,351,20634,11133,433006,1106217,29819,20808,26747,25216,929,887,74,101,11,8,31437,27920,15
20,2.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,385.0,350.0,1225.0,618.0,13.0,78.0,631.0,428.0,829.0,39.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,2.0,3.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,96.0,8.0,8.0,2.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,11.0,7.0,10.0,11.0,9.0,8.0,11.0,9.0,10.0,9.0,4729.0,1104.0,858.0,5648.0,109.0,1673.0,4456.0,0.0,323.0,893.0,105.0,26.0,11.0,136.0,129.0,22.0,116.0,5.0,115.0,109.0,3175.0,332.0,3349.0,122.0,4448.0,687.0,185.0,1843.0,3135.0,2300.0,0.0,0.0,110714.0,46631.0,299037.0,22304.0,101571.0,63405.0,330607.0,172003.0,100872.0,233269.0,900172.0,8341.0,1716.0,4378.0,5771.0,4557.0,2360.0,5420.0,1958.0,3899.0,5060.0,5260.0,3250.0,5975.0,5778.0,5363.0,3603.0,6136.0,4703.0,5024.0,4889.0,3.0,7.0,436.0,280.0,170.0,0.0,0.0,0.0,779.0,115.0,440.0,1866.0,60.0,24.0,18.0,11.0,54.0,35.0,4.0,5.0,13.0,5.0,100.0,7488.0,3354.0,6419.0,7698.0,5680.0,4627.0,8325.0,5733.0,6753.0,5400.0,2.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,11,30,30,82,112,11,5,49,46,13017,6776,403,371,11781,7795,597031,883382,25407,18053,25979,24002,606,3480,178,51,10,2,31912,29565,15
21,0.0,10.0,3.0,1.0,3.0,0.0,2.0,4.0,5.0,1095.0,691.0,1202.0,864.0,39.0,340.0,994.0,1191.0,695.0,1400.0,1.0,2.0,5.0,4.0,5.0,0.0,1.0,5.0,2.0,1.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,8.0,80.0,4.0,0.0,0.0,2.0,2.0,5.0,1.0,1.0,2.0,5.0,10.0,8.0,10.0,11.0,7.0,7.0,10.0,9.0,11.0,9.0,1756.0,3125.0,2495.0,191.0,301.0,872.0,72.0,637.0,6624.0,980.0,117.0,5.0,17.0,100.0,76.0,27.0,103.0,14.0,86.0,112.0,1815.0,1388.0,663.0,5283.0,6566.0,671.0,1849.0,2201.0,1751.0,7055.0,0.0,0.0,127173.0,248262.0,534952.0,49051.0,45786.0,25007.0,29895.0,245034.0,16848.0,43673.0,900356.0,3572.0,4514.0,3610.0,5905.0,6868.0,1696.0,1921.0,2867.0,8554.0,8036.0,4595.0,4955.0,5762.0,6229.0,4039.0,3575.0,6819.0,5291.0,5885.0,6660.0,9.0,1.0,0.0,0.0,451.0,430.0,0.0,152.0,0.0,28.0,178.0,0.0,7.0,26.0,4.0,9.0,50.0,21.0,10.0,18.0,10.0,12.0,200.0,6689.0,4988.0,6208.0,8500.0,3853.0,3750.0,6404.0,6013.0,7518.0,5731.0,2.0,0.0,1.0,3.0,5.0,1.0,3.0,0.0,1.0,1.0,0.0,17,9,30,30,95,92,9,17,45,47,5615,11438,337,320,14998,14244,781969,583712,21651,25892,24200,29610,1033,206,91,76,9,21,29000,30654,15
22,1.0,5.0,1.0,0.0,4.0,3.0,4.0,4.0,3.0,242.0,467.0,835.0,792.0,106.0,95.0,1596.0,1234.0,1192.0,152.0,3.0,4.0,3.0,3.0,1.0,2.0,0.0,1.0,3.0,3.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,2.0,5.0,3.0,10.0,8.0,9.0,11.0,9.0,8.0,11.0,10.0,12.0,8.0,203.0,2059.0,0.0,3357.0,1057.0,1505.0,1075.0,703.0,6243.0,253.0,99.0,20.0,9.0,123.0,126.0,26.0,137.0,9.0,112.0,92.0,5576.0,1335.0,2537.0,547.0,5362.0,1285.0,7672.0,4408.0,613.0,6439.0,0.0,0.0,20445.0,54618.0,150220.0,14937.0,50071.0,29705.0,123438.0,378749.0,117007.0,5947.0,900373.0,5828.0,3952.0,3696.0,5513.0,6420.0,3341.0,10198.0,5383.0,6856.0,6692.0,5117.0,4062.0,5210.0,5092.0,6371.0,4745.0,7054.0,6314.0,5657.0,5762.0,9.0,5.0,48.0,557.0,1159.0,1608.0,0.0,550.0,1450.0,272.0,0.0,0.0,12.0,68.0,2.0,6.0,3.0,41.0,6.0,23.0,20.0,21.0,200.0,6986.0,4374.0,5480.0,7768.0,5361.0,4604.0,7725.0,6537.0,8727.0,4703.0,3.0,0.0,4.0,1.0,3.0,1.0,4.0,0.0,2.0,2.0,0.0,14,10,30,30,88,84,10,14,47,49,6122,10333,383,370,15307,20467,265378,679759,24798,33081,26535,28849,3365,2279,64,138,9,19,30199,32066,15
23,1.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,1534.0,475.0,1210.0,705.0,1243.0,377.0,640.0,613.0,24.0,71.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,1.0,1.0,2.0,1.0,4.0,0.0,2.0,3.0,10.0,7.0,9.0,10.0,9.0,8.0,10.0,9.0,11.0,9.0,0.0,2132.0,782.0,3794.0,1078.0,2755.0,4511.0,406.0,3986.0,662.0,94.0,3.0,7.0,109.0,110.0,9.0,95.0,8.0,116.0,130.0,3132.0,204.0,4119.0,881.0,3403.0,475.0,2010.0,3896.0,617.0,4344.0,1.0,0.0,32073.0,37066.0,428006.0,33796.0,0.0,8857.0,11762.0,161231.0,19584.0,11828.0,900352.0,3841.0,2402.0,5751.0,4675.0,4481.0,3230.0,6521.0,4397.0,4739.0,5006.0,4514.0,3750.0,5310.0,4980.0,5768.0,3762.0,4690.0,4913.0,5989.0,5916.0,3.0,11.0,708.0,66.0,850.0,0.0,0.0,0.0,0.0,94.0,136.0,0.0,10.0,33.0,26.0,15.0,15.0,71.0,11.0,4.0,6.0,14.0,100.0,6873.0,4058.0,5494.0,6738.0,5260.0,4426.0,6415.0,5263.0,7337.0,5151.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,9,8,30,30,80,67,8,9,46,46,8409,11697,329,352,12010,11071,502732,241471,21978,23065,24334,25258,1558,296,137,68,7,10,28791,28224,15
24,1.0,1.0,0.0,1.0,5.0,1.0,0.0,5.0,0.0,2010.0,379.0,1070.0,7.0,741.0,768.0,800.0,123.0,937.0,144.0,0.0,2.0,4.0,2.0,0.0,2.0,1.0,1.0,3.0,4.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,92.0,4.0,0.0,0.0,0.0,93.0,4.0,4.0,5.0,0.0,1.0,0.0,2.0,1.0,6.0,1.0,10.0,7.0,9.0,10.0,11.0,9.0,10.0,10.0,10.0,8.0,0.0,1128.0,142.0,427.0,4179.0,2194.0,6454.0,539.0,3886.0,120.0,141.0,3.0,14.0,129.0,93.0,34.0,95.0,6.0,106.0,92.0,6930.0,424.0,2955.0,1878.0,4591.0,1266.0,1019.0,6741.0,565.0,2098.0,0.0,1.0,12527.0,42839.0,158100.0,15196.0,125459.0,113357.0,28872.0,161349.0,133029.0,3336.0,900325.0,6930.0,1552.0,3314.0,2305.0,8771.0,3906.0,7474.0,7995.0,4452.0,2673.0,8450.0,3379.0,4980.0,5547.0,4711.0,5093.0,4300.0,6683.0,5127.0,4254.0,2.0,7.0,0.0,0.0,216.0,0.0,0.0,446.0,0.0,715.0,0.0,454.0,10.0,42.0,10.0,8.0,132.0,29.0,6.0,11.0,10.0,10.0,100.0,6338.0,3641.0,5712.0,6916.0,7719.0,5748.0,7283.0,6439.0,7144.0,4340.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8,9,30,30,104,101,9,8,49,45,6942,12127,411,302,17620,10847,424639,369425,25226,24146,28781,23743,662,1169,189,79,7,7,32433,28847,15
25,1.0,3.0,1.0,0.0,4.0,2.0,5.0,2.0,3.0,235.0,288.0,2369.0,703.0,886.0,791.0,1021.0,2148.0,47.0,184.0,7.0,3.0,0.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,75.0,4.0,0.0,6.0,1.0,4.0,2.0,3.0,0.0,5.0,2.0,11.0,7.0,10.0,9.0,8.0,8.0,11.0,10.0,10.0,8.0,3445.0,2079.0,330.0,4486.0,302.0,2304.0,1865.0,1537.0,6766.0,822.0,94.0,4.0,21.0,87.0,93.0,25.0,89.0,23.0,89.0,98.0,10290.0,547.0,4486.0,1089.0,5725.0,1210.0,5557.0,7123.0,959.0,5243.0,2.0,0.0,55861.0,97030.0,217294.0,49383.0,46583.0,34284.0,57913.0,395773.0,58737.0,326536.0,900301.0,14094.0,3013.0,5145.0,5885.0,6027.0,3880.0,7423.0,9272.0,8185.0,6066.0,6260.0,3313.0,6894.0,4513.0,5306.0,3591.0,5431.0,7533.0,4987.0,4459.0,7.0,5.0,358.0,386.0,327.0,310.0,0.0,366.0,0.0,611.0,460.0,0.0,11.0,31.0,6.0,2.0,49.0,37.0,8.0,20.0,18.0,14.0,200.0,7523.0,3577.0,6487.0,5884.0,4369.0,4536.0,7735.0,6681.0,6619.0,4541.0,2.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,1.0,1.0,8.0,12,15,30,30,84,79,15,12,46,46,10867,13069,320,303,22800,19429,403405,935989,35031,33959,26564,25723,1361,1457,105,91,8,15,28799,29153,15
0,2.0,5.0,1.0,1.0,6.0,1.0,4.0,5.0,2.0,297.0,152.0,11.0,990.0,222.0,244.0,125.0,532.0,156.0,508.0,2.0,3.0,0.0,4.0,4.0,3.0,2.0,0.0,6.0,1.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,8.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,1.0,7.0,1.0,3.0,3.0,4.0,2.0,10.0,7.0,9.0,10.0,8.0,8.0,10.0,9.0,10.0,9.0,0.0,3737.0,557.0,4478.0,842.0,0.0,1166.0,271.0,5256.0,0.0,98.0,3.0,18.0,114.0,61.0,17.0,96.0,24.0,91.0,97.0,5777.0,445.0,3689.0,632.0,8567.0,3416.0,1805.0,3980.0,670.0,8183.0,1.0,0.0,54228.0,33620.0,134366.0,34035.0,0.0,48582.0,381972.0,294507.0,8125.0,5713.0,900227.0,6327.0,4503.0,4321.0,5110.0,9409.0,4486.0,2971.0,5246.0,6192.0,9640.0,4172.0,4037.0,6696.0,5285.0,5897.0,5819.0,5170.0,6582.0,5371.0,6558.0,9.0,1.0,550.0,320.0,75.0,0.0,0.0,1069.0,0.0,994.0,266.0,1457.0,14.0,38.0,11.0,13.0,5.0,25.0,9.0,5.0,11.0,6.0,200.0,7147.0,3406.0,5453.0,7040.0,4657.0,4594.0,6467.0,6039.0,6724.0,5202.0,9.0,0.0,5.0,1.0,5.0,1.0,3.0,2.0,1.0,2.0,0.0,13,16,30,30,80,84,14,13,45,45,5877,10430,308,311,22081,15083,271211,723937,29653,28552,27869,27718,1694,3037,68,69,19,17,28891,27838,15
1,3.0,5.0,3.0,2.0,6.0,4.0,5.0,1.0,2.0,488.0,895.0,104.0,502.0,77.0,656.0,471.0,1846.0,1646.0,231.0,3.0,4.0,5.0,3.0,3.0,2.0,1.0,2.0,5.0,1.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,4.0,0.0,4.0,95.0,0.0,4.0,0.0,1.0,5.0,3.0,5.0,0.0,5.0,5.0,9.0,7.0,9.0,9.0,9.0,7.0,10.0,10.0,10.0,9.0,1623.0,2660.0,4828.0,2837.0,412.0,2113.0,641.0,714.0,3631.0,728.0,102.0,8.0,10.0,80.0,117.0,7.0,95.0,5.0,95.0,92.0,3328.0,930.0,589.0,704.0,6962.0,241.0,6337.0,8559.0,767.0,2821.0,1.0,0.0,77492.0,75567.0,84481.0,46674.0,20434.0,57744.0,68968.0,247726.0,24337.0,825.0,900315.0,4951.0,3684.0,5809.0,3859.0,7375.0,2354.0,7483.0,9682.0,4399.0,3919.0,5438.0,4155.0,6689.0,5292.0,6477.0,3731.0,7591.0,7186.0,5946.0,4616.0,9.0,4.0,0.0,92.0,392.0,317.0,0.0,0.0,504.0,408.0,0.0,370.0,15.0,61.0,3.0,8.0,15.0,35.0,26.0,1.0,6.0,9.0,200.0,5903.0,3984.0,5597.0,5870.0,5327.0,3313.0,7093.0,6536.0,6895.0,5376.0,2.0,0.0,3.0,6.0,1.0,1.0,4.0,0.0,2.0,4.0,0.0,18,13,30,30,52,103,13,18,43,46,11813,8374,316,295,11824,19414,286825,417423,24348,29167,27627,29494,709,1374,76,103,16,17,26010,29884,15
2,1.0,6.0,3.0,1.0,4.0,0.0,3.0,1.0,2.0,479.0,924.0,626.0,469.0,1042.0,1127.0,1010.0,1355.0,1758.0,1539.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83.0,0.0,4.0,0.0,0.0,60.0,0.0,0.0,2.0,1.0,4.0,0.0,3.0,3.0,0.0,3.0,11.0,8.0,9.0,10.0,8.0,8.0,11.0,9.0,11.0,9.0,0.0,3576.0,442.0,5601.0,808.0,1504.0,76.0,1779.0,4569.0,714.0,119.0,8.0,6.0,106.0,104.0,7.0,109.0,7.0,109.0,101.0,4734.0,898.0,4968.0,148.0,6251.0,600.0,7069.0,718.0,147.0,5537.0,1.0,0.0,72573.0,81596.0,193074.0,38223.0,30070.0,151060.0,56758.0,223579.0,49119.0,91665.0,900261.0,4734.0,4943.0,5579.0,5934.0,7437.0,2478.0,7352.0,2703.0,4956.0,6306.0,6629.0,4624.0,5861.0,4594.0,5862.0,4727.0,4890.0,3905.0,5708.0,6764.0,2.0,9.0,0.0,468.0,168.0,184.0,377.0,374.0,206.0,204.0,240.0,54.0,14.0,35.0,3.0,7.0,5.0,25.0,6.0,5.0,6.0,14.0,100.0,7848.0,4823.0,5871.0,7139.0,5035.0,4062.0,7312.0,5332.0,7573.0,5169.0,4.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10,12,30,30,87,60,12,10,46,48,8355,10714,342,334,16701,14369,485000,502717,26162,26260,27673,25891,1103,1172,54,66,13,12,29955,30209,15
