,match
1255,NA1_3975306540
1256,NA1_3975322467
1257,NA1_3972588680
1258,NA1_3972555799
1259,NA1_3970851701
1260,NA1_3970820547
1261,NA1_3970785935
1262,NA1_3970782473
1263,NA1_3970728093
1264,NA1_3970685061
1265,NA1_3970682803
1266,NA1_3970639346
1267,NA1_3969692803
1268,NA1_3969467794
1269,NA1_3969503128
1270,NA1_3969440931
1271,NA1_3969375166
1272,NA1_3969333067
1273,NA1_3969259148
1274,NA1_3969255557
1275,NA1_3968530225
1276,NA1_3963240766
1277,NA1_3963186858
1278,NA1_3963183570
1279,NA1_3963160785
1280,NA1_3963077742
1281,NA1_3961030483
1282,NA1_3960950488
1283,NA1_3960856992
1284,NA1_3960842868
1285,NA1_3960840051
1286,NA1_3960776591
1287,NA1_3960822009
1288,NA1_3960738160
1289,NA1_3960695584
1290,NA1_3960749815
1291,NA1_3959988199
1292,NA1_3959943284
1293,NA1_3959856814
1294,NA1_3959852263
1295,NA1_3959826783
1296,NA1_3959813323
1297,NA1_3959830036
1298,NA1_3959716657
1299,NA1_3959712747
1300,NA1_3958336839
1301,NA1_3958333127
1302,NA1_3958309820
1303,NA1_3958295678
1304,NA1_3955224543
1305,NA1_3955190083
1306,NA1_3955117051
1307,NA1_3955103134
1308,NA1_3955078144
1309,NA1_3955074698
1310,NA1_3954295826
1311,NA1_3954261567
1312,NA1_3954216137
1313,NA1_3954220948
1314,NA1_3954108496
1315,NA1_3947507285
1316,NA1_3947511455
1317,NA1_4089322691
1318,NA1_4089291264
1319,NA1_4088625178
1320,NA1_4088612142
1321,NA1_4088538458
1322,NA1_4088472045
1323,NA1_4088440870
1324,NA1_4088426557
1325,NA1_4088321444
1326,NA1_4088269207
1327,NA1_4084019760
1328,NA1_4083143769
1329,NA1_4083151516
1330,NA1_4083107637
1331,NA1_4083094281
1332,NA1_4083091733
1333,NA1_4083048309
1334,NA1_4083033611
1335,NA1_4083011180
1336,NA1_4082878075
1337,NA1_4082719448
1338,NA1_4082726238
1339,NA1_4082732846
1340,NA1_4082740584
1341,NA1_4082634894
1342,NA1_4082642961
1343,NA1_4081938098
1344,NA1_4081832073
1345,NA1_4081830148
1346,NA1_4081636057
1347,NA1_4081644019
1348,NA1_4081700863
1349,NA1_4077321827
1350,NA1_4077299074
1351,NA1_4076136591
1352,NA1_4076094944
1353,NA1_4076111697
1354,NA1_4076057288
1355,NA1_4074298982
1356,NA1_4074335125
1357,NA1_4074322545
1358,NA1_4074239667
1359,NA1_4074261495
1360,NA1_4074207990
1361,NA1_4073357091
1362,NA1_4071603522
1363,NA1_4071550944
1364,NA1_4071535929
1365,NA1_4071542488
1366,NA1_4071145495
1367,NA1_4071163659
1368,NA1_4066103844
1369,NA1_4066121027
1370,NA1_4065878133
1371,NA1_4065874998
1372,NA1_4065890757
1373,NA1_4065806733
1374,NA1_4065782099
1375,NA1_4065719050
1376,NA1_4065695357
1377,NA1_4065682084
1378,NA1_4065662925
1379,NA1_4064840528
1380,NA1_4064796712
1381,NA1_4064813681
1382,NA1_4064810333
1383,NA1_4064716877
1384,NA1_4064661382
1385,NA1_4064578950
1386,NA1_4064616891
1387,NA1_4064595038
1388,NA1_4064269909
1389,NA1_4064257456
1390,NA1_4064234510
1391,NA1_4063197102
1392,NA1_4063174459
1393,NA1_4063191926
1394,NA1_4063160045
1395,NA1_4062994188
1396,NA1_4062049826
1397,NA1_4062033817
1398,NA1_4061971662
1399,NA1_4061956233
1400,NA1_4061934055
1401,NA1_4061922261
1402,NA1_4061876051
1403,NA1_4061861848
1404,NA1_4061778560
1405,NA1_4061156304
1406,NA1_4061132170
1407,NA1_4061058487
1408,NA1_4057929660
1409,NA1_4057936056
1410,NA1_4057933893
1411,NA1_4057921934
1412,NA1_4057896999
1413,NA1_4057484397
1414,NA1_4057521202
1415,NA1_4057447023
1416,NA1_4057461117
1417,NA1_4076189040
1418,NA1_4076187178
1419,NA1_4076221688
1420,NA1_4076081472
1421,NA1_4075997753
1422,NA1_4076013709
1423,NA1_4075198329
1424,NA1_4075214044
1425,NA1_4075240007
1426,NA1_4075025470
1427,NA1_4074984248
1428,NA1_4074256071
1429,NA1_4074224730
1430,NA1_4074260711
1431,NA1_4074178730
1432,NA1_4074184107
1433,NA1_4074171753
1434,NA1_4074149899
1435,NA1_4074124874
1436,NA1_4073089114
1437,NA1_4073047348
1438,NA1_4072387392
1439,NA1_4072363921
1440,NA1_4072350707
1441,NA1_4072258981
1442,NA1_4072306128
1443,NA1_4072310858
1444,NA1_4071144659
1445,NA1_4071142802
1446,NA1_4071059557
1447,NA1_4071009063
1448,NA1_4071016046
1449,NA1_4071014308
1450,NA1_4071060692
1451,NA1_4071040339
1452,NA1_4070987779
1453,NA1_4070637998
1454,NA1_4070595487
1455,NA1_4070581113
1456,NA1_4069782281
1457,NA1_4069719048
1458,NA1_4069695822
1459,NA1_4069502419
1460,NA1_4069450177
1461,NA1_4069124707
1462,NA1_4069111333
1463,NA1_4068938073
1464,NA1_4068261407
1465,NA1_4068219311
1466,NA1_4068031104
1467,NA1_4067809038
1468,NA1_4067822785
1469,NA1_4067727565
1470,NA1_4067398352
1471,NA1_4067404415
1472,NA1_4067016253
1473,NA1_4067001525
1474,NA1_4066888173
1475,NA1_4066873473
1476,NA1_4066837077
1477,NA1_4065936805
1478,NA1_4065881759
1479,NA1_4065746789
1480,NA1_4065752979
1481,NA1_4065739190
1482,NA1_4065677590
1483,NA1_4065553164
1484,NA1_4065551004
1485,NA1_4065467115
1486,NA1_4065473467
1487,NA1_4065471014
1488,NA1_4065079097
1489,NA1_4065075774
1490,NA1_4064987444
1491,NA1_4064919576
1492,NA1_4064924088
1493,NA1_4064900784
1494,NA1_4064865111
1495,NA1_4064279078
1496,NA1_4064326949
1497,NA1_4064335091
1498,NA1_4064312708
1499,NA1_4063829066
1500,NA1_4063806525
1501,NA1_4063814547
1502,NA1_4063801200
1503,NA1_4063737938
1504,NA1_4063755968
1505,NA1_4063188662
1506,NA1_4063206086
1507,NA1_4063164809
1508,NA1_4063092218
1509,NA1_4063064983
1510,NA1_4063020341
1511,NA1_4062964730
1512,NA1_4062927148
1513,NA1_4062893705
1514,NA1_4062818315
1515,NA1_4062495339
1516,NA1_4062454332
1517,
1518,NA1_4089453091
1519,NA1_4089460246
1520,NA1_4088694745
1521,NA1_4088711046
1522,NA1_4088609479
1523,NA1_4088636531
1524,NA1_4088642960
1525,NA1_4087740327
1526,NA1_4087395758
1527,NA1_4087442270
1528,NA1_4087391278
1529,NA1_4086890740
1530,NA1_4086798546
1531,NA1_4086816285
1532,NA1_4086715791
1533,NA1_4086692683
1534,NA1_4086687605
1535,NA1_4086552763
1536,NA1_4086517746
1537,NA1_4086505740
1538,NA1_4086183834
1539,NA1_4085888340
1540,NA1_4084857866
1541,NA1_4084805929
1542,NA1_4084803536
1543,NA1_4084840482
1544,NA1_4084747483
1545,NA1_4084745082
1546,NA1_4084017111
1547,NA1_4084014781
1548,NA1_4083992610
1549,NA1_4083899280
1550,NA1_4083934535
1551,NA1_4083950802
1552,NA1_4083867958
1553,NA1_4083545729
1554,NA1_4083182018
1555,NA1_4083131548
1556,NA1_4083068434
1557,NA1_4083083809
1558,NA1_4083061787
1559,NA1_4082292293
1560,NA1_4082278307
1561,NA1_4082246189
1562,NA1_4082253053
1563,NA1_4082068705
1564,NA1_4082045849
1565,NA1_4081193961
1566,NA1_4081164047
1567,NA1_4081161754
1568,NA1_4081108935
1569,NA1_4081115364
1570,NA1_4081123042
1571,NA1_4080528062
1572,NA1_4080525443
1573,NA1_4080464438
1574,NA1_4079458524
1575,NA1_4079428368
1576,NA1_4079447034
1577,NA1_4078286935
1578,NA1_4078236439
1579,NA1_4078283511
1580,NA1_4078223268
1581,NA1_4078279816
1582,NA1_4078187488
1583,NA1_4077979734
1584,NA1_4077986157
1585,NA1_4077992474
1586,NA1_4076988207
1587,NA1_4076986084
1588,NA1_4076280201
1589,NA1_4076187597
1590,NA1_4076163982
1591,NA1_4075798557
1592,NA1_4075796999
1593,NA1_4075394436
1594,NA1_4075004943
1595,NA1_4073508055
1596,NA1_4073515163
1597,NA1_4073532015
1598,NA1_4073438911
1599,NA1_4072908509
1600,NA1_4072897301
1601,NA1_4072933620
1602,NA1_4072536798
1603,NA1_4072544498
1604,NA1_4072580397
1605,NA1_4072469534
1606,NA1_4072477081
1607,NA1_4072444005
1608,NA1_4072441657
1609,NA1_4071862361
1610,NA1_4070649325
1611,NA1_4070666720
1612,NA1_4070664581
1613,NA1_4070403563
1614,NA1_4070000320
1615,NA1_4069928687
1616,NA1_4069887919
1617,NA1_4069904882
1618,NA1_4084986573
1619,NA1_4084974002
1620,NA1_4084898785
1621,NA1_4084914208
1622,NA1_4084900449
1623,NA1_4084809014
1624,NA1_4084825963
1625,NA1_4080993656
1626,NA1_4080951159
1627,NA1_4080937110
1628,NA1_4080894735
1629,NA1_4065876343
1630,NA1_4065871000
1631,NA1_4065757914
1632,NA1_4065793655
1633,NA1_4065801202
1634,NA1_4065740252
1635,NA1_4065706842
1636,NA1_4065694336
1637,NA1_4065670855
1638,NA1_4065666019
1639,NA1_4065019224
1640,NA1_4064996471
1641,NA1_4056341979
1642,NA1_4047401289
1643,NA1_4047305676
1644,NA1_4042896510
1645,NA1_4038157600
1646,NA1_4038166469
1647,NA1_4031107671
1648,NA1_4031096381
1649,NA1_4030256674
1650,NA1_4030264267
1651,NA1_4030212652
1652,NA1_4030199303
1653,NA1_4030147382
1654,NA1_3995591287
1655,NA1_3995556483
1656,NA1_3984241334
1657,NA1_3982170796
1658,NA1_3982079420
1659,NA1_3964500060
1660,NA1_3962626937
1661,NA1_3953318113
1662,NA1_3953273618
1663,NA1_3953258056
1664,NA1_3921051616
1665,NA1_3921051335
1666,NA1_3921051052
1667,NA1_3903811578
1668,NA1_3852883187
1669,NA1_3852855693
1670,NA1_3851892417
1671,NA1_3851650196
1672,NA1_3851351285
1673,NA1_3851296689
1674,NA1_3851292538
1675,NA1_3851188121
1676,NA1_3851191092
1677,NA1_3851118020
1678,NA1_3849000145
1679,NA1_3848954392
1680,NA1_3848836127
1681,NA1_3848759567
1682,NA1_3848625379
1683,NA1_3848601496
1684,NA1_3847213494
1685,NA1_3847177156
1686,NA1_3847069359
1687,NA1_3847074794
1688,NA1_3847029408
1689,NA1_3846620896
1690,NA1_3846537136
1691,NA1_3846500909
1692,NA1_3845883530
1693,NA1_3845830201
1694,NA1_3837768321
1695,NA1_3837472610
1696,NA1_3837353009
1697,NA1_3810872442
1698,NA1_3810860420
1699,NA1_3796976807
1700,NA1_3796780617
1701,NA1_3796426076
1702,NA1_3782419044
1703,NA1_3709904007
1704,NA1_3709853473
1705,NA1_3709891283
1706,NA1_3957044394
1707,NA1_3957003134
1708,NA1_3956981568
1709,NA1_3926542201
1710,NA1_3926459335
1711,NA1_3925155083
1712,NA1_3925154984
1713,NA1_3925154859
1714,NA1_3925154730
1715,NA1_3925154648
1716,NA1_3905466387
1717,NA1_3905408645
1718,NA1_3891182269
1719,NA1_3891154166
1720,NA1_3891121497
1721,NA1_3891097114
1722,NA1_3891094840
1723,NA1_3891091525
1724,NA1_3891037986
1725,NA1_3890122130
1726,NA1_3890060508
1727,NA1_3889994227
1728,NA1_3889968005
1729,NA1_3889961940
1730,NA1_3889877587
1731,NA1_3880117058
1732,NA1_3880112838
1733,NA1_3880090416
1734,NA1_3880017614
1735,NA1_3873605772
1736,NA1_3873554082
1737,NA1_3873095479
1738,NA1_3873073735
1739,NA1_3873071117
1740,NA1_3873028522
1741,NA1_3872985791
1742,NA1_3872568239
1743,NA1_3872541955
1744,NA1_3872426439
1745,NA1_3872420417
1746,NA1_3872313252
1747,NA1_3872227297
1748,NA1_3872124418
1749,NA1_3872082216
1750,NA1_3871493878
1751,NA1_3871333998
1752,NA1_3871269268
1753,NA1_3871293265
1754,NA1_3870180642
1755,NA1_3870085495
1756,NA1_3869989074
1757,NA1_3869983616
1758,NA1_3869937832
1759,NA1_3863500298
1760,NA1_3863387616
1761,NA1_3863366280
1762,NA1_3863347870
1763,NA1_3863330779
1764,NA1_3863203179
1765,NA1_3863146651
1766,NA1_3862610681
1767,NA1_3862518284
1768,NA1_3862553837
1769,NA1_3862551883
1770,NA1_3861911804
1771,NA1_3861836269
1772,NA1_3861778530
1773,NA1_3861820587
1774,NA1_3861738138
1775,NA1_3826276688
1776,NA1_4089432433
1777,NA1_4089396960
1778,NA1_4089401784
1779,NA1_4089254412
1780,NA1_4089269772
1781,NA1_4087690423
1782,NA1_4087607525
1783,NA1_4087622141
1784,NA1_4087577626
1785,NA1_4087554185
1786,NA1_4087550479
1787,NA1_4087525421
1788,NA1_4082038038
1789,NA1_4082030229
1790,NA1_4081902699
1791,NA1_4081648293
1792,NA1_4081437679
1793,NA1_4081290968
1794,NA1_4081179357
1795,NA1_4081214801
1796,NA1_4081200072
1797,NA1_4081115850
1798,NA1_4081069383
1799,NA1_4081043834
1800,NA1_4081008539
1801,NA1_4080984107
1802,NA1_4080563001
1803,NA1_4080479330
1804,NA1_4079645405
1805,NA1_4079681778
1806,NA1_4077981666
1807,NA1_4077887382
1808,NA1_4077072441
1809,NA1_4077009584
1810,NA1_4076996176
1811,NA1_4077012305
1812,NA1_4076999969
1813,NA1_4075542589
1814,NA1_4075539693
1815,NA1_4075479578
1816,NA1_4075478275
1817,NA1_4075495867
1818,NA1_4074023352
1819,NA1_4073569684
1820,NA1_4070891392
1821,NA1_4070860285
1822,NA1_4070808985
1823,NA1_4070110360
1824,NA1_4069272081
1825,NA1_4069279927
1826,NA1_4069198394
1827,NA1_4069195636
1828,NA1_4069222776
1829,NA1_4067317205
1830,NA1_4067306745
1831,NA1_4066789489
1832,NA1_4064093779
1833,NA1_4062270589
1834,NA1_4062199311
1835,NA1_4062197649
1836,NA1_4062195218
1837,NA1_4060503450
1838,NA1_4060520740
1839,NA1_4059342139
1840,NA1_4059291551
1841,NA1_4059236785
1842,NA1_4059185157
1843,NA1_4059180577
1844,NA1_4058989408
1845,NA1_4058985072
1846,NA1_4058898762
1847,NA1_4058894496
1848,NA1_4058890483
1849,NA1_4058883760
1850,NA1_4058851592
1851,NA1_4058777806
1852,NA1_4058755558
1853,NA1_4058457285
1854,NA1_4058427600
1855,NA1_4058417100
1856,NA1_4058453497
1857,NA1_4058404351
1858,NA1_4058450137
1859,NA1_4058180296
1860,NA1_4058134113
1861,NA1_4058076199
1862,NA1_4058070064
1863,NA1_4058005137
1864,NA1_4058011515
1865,NA1_4056216671
1866,NA1_4056155451
1867,NA1_4056093068
1868,NA1_4056084876
1869,NA1_4056060483
1870,NA1_4055965174
1871,NA1_4055558600
1872,NA1_4055576526
1873,NA1_4055563739
1874,NA1_4055532298
1875,NA1_4055261397
1876,NA1_4089197296
1877,NA1_4089203515
1878,NA1_4089142632
1879,NA1_4089044202
1880,NA1_4088983523
1881,NA1_4088942495
1882,NA1_4088493968
1883,NA1_4088205301
1884,NA1_4088213016
1885,NA1_4087358154
1886,NA1_4087315947
1887,NA1_4087380245
1888,NA1_4087008872
1889,NA1_4087052772
1890,NA1_4087032211
1891,NA1_4087011514
1892,NA1_4085270042
1893,NA1_4084146306
1894,NA1_4084136352
1895,NA1_4084115458
1896,NA1_4084153354
1897,NA1_4084103269
1898,NA1_4083283926
1899,NA1_4083302549
1900,NA1_4083291128
1901,NA1_4083238320
1902,NA1_4083246221
1903,NA1_4083233578
1904,NA1_4083251686
1905,NA1_4077553356
1906,NA1_4077552781
1907,NA1_4077571447
1908,NA1_4077520591
1909,NA1_4077468872
1910,NA1_4077457746
1911,NA1_4077466229
1912,NA1_4077480002
1913,NA1_4077437818
1914,NA1_4075360282
1915,NA1_4074743909
1916,NA1_4074723432
1917,NA1_4071569205
1918,NA1_4070839445
1919,NA1_4070828530
1920,NA1_4070798069
1921,NA1_4070826234
1922,NA1_4070844364
1923,NA1_4070813660
1924,NA1_4070840920
1925,NA1_4069402218
1926,NA1_4069368484
1927,NA1_4066303281
1928,NA1_4066331448
1929,NA1_4066288595
1930,NA1_4065685939
1931,NA1_4065659587
1932,NA1_4065644316
1933,NA1_4065011544
1934,NA1_4064967296
1935,NA1_4064887978
1936,NA1_4064841749
1937,NA1_4064450129
1938,NA1_4064349555
1939,NA1_4064239379
1940,NA1_4064203956
1941,NA1_4064167045
1942,NA1_4064163746
1943,NA1_4064181726
1944,NA1_4063341122
1945,NA1_4063340277
1946,NA1_4063244391
1947,NA1_4063269811
1948,NA1_4063204910
1949,NA1_4063189895
1950,NA1_4063021974
1951,NA1_4062939615
1952,NA1_4062921169
1953,NA1_4062818424
1954,NA1_4062747797
1955,NA1_4062269177
1956,NA1_4062278290
1957,NA1_4062257872
1958,NA1_4062265801
1959,NA1_4061908241
1960,NA1_4061951382
1961,NA1_4060284836
1962,NA1_4060266998
1963,NA1_4060189822
1964,NA1_4059898393
1965,NA1_4057876753
1966,NA1_4057844161
1967,NA1_4057808363
1968,NA1_4057607949
1969,NA1_4057606464
1970,NA1_4057613919
1971,NA1_4057132959
1972,NA1_4056967995
1973,NA1_4056964837
1974,NA1_4056286935
1975,NA1_4056274065
1976,NA1_4089240770
1977,NA1_4089196163
1978,NA1_4089202012
1979,NA1_4089089643
1980,NA1_4089124172
1981,NA1_4089029191
1982,NA1_4089064375
1983,NA1_4089061198
1984,NA1_4088774426
1985,NA1_4088740015
1986,NA1_4088684716
1987,NA1_4088632066
1988,NA1_4088547643
1989,NA1_4088532401
1990,NA1_4088381326
1991,NA1_4088305701
1992,NA1_4088360212
1993,NA1_4088237761
1994,NA1_4088290166
1995,NA1_4088240035
1996,NA1_4088196286
1997,NA1_4088165593
1998,NA1_4088201196
1999,NA1_4088138418
2000,NA1_4087730697
2001,NA1_4087598683
2002,NA1_4087547932
2003,NA1_4087535092
2004,NA1_4087570160
2005,NA1_4086498848
2006,NA1_4086522736
2007,NA1_4086467203
2008,NA1_4086472586
2009,NA1_4086411379
2010,NA1_4086397012
2011,NA1_4086344517
2012,NA1_4086360256
2013,NA1_4086326507
2014,NA1_4086322707
2015,NA1_4086266973
2016,NA1_4086206030
2017,NA1_4086203034
2018,NA1_4086197716
2019,NA1_4086174651
2020,NA1_4086133082
2021,NA1_4085705699
2022,NA1_4085618094
2023,NA1_4085603223
2024,NA1_4085526324
2025,NA1_4085451988
2026,NA1_4085379533
2027,NA1_4085386332
2028,NA1_4085395264
2029,NA1_4084718693
2030,NA1_4084772561
2031,NA1_4084518558
2032,NA1_4084515640
2033,NA1_4084493132
2034,NA1_4084359285
2035,NA1_4084404335
2036,NA1_4084400573
2037,NA1_4084063368
2038,NA1_4084027924
2039,NA1_4083995607
2040,NA1_4083658335
2041,NA1_4083625555
2042,NA1_4083630728
2043,NA1_4083594517
2044,NA1_4083551114
2045,NA1_4083496471
2046,NA1_4083443928
2047,NA1_4083461345
2048,NA1_4082807360
2049,NA1_4082780738
2050,NA1_4082762206
2051,NA1_4082659657
2052,NA1_4082637725
2053,NA1_4082664065
2054,NA1_4082641019
2055,NA1_4082585906
2056,NA1_4082321664
2057,NA1_4082226618
2058,NA1_4082223760
2059,NA1_4082219977
2060,NA1_4082173520
2061,NA1_4082123591
2062,NA1_4081849924
2063,NA1_4081635673
2064,NA1_4081672602
2065,NA1_4081529707
2066,NA1_4081554973
2067,NA1_4081532952
2068,NA1_4081469586
2069,NA1_4081456124
2070,NA1_4081501356
2071,NA1_4081438897
2072,NA1_4081148202
2073,NA1_4081123844
2074,NA1_4081039230
2075,NA1_4081042705
2076,{status:
2077,{message:
2078,Bad
2079,Request
2080,-
2081,Exception
2082,decrypting
2083,nan
2084,status_code:
2085,400}}
2086,NA1_4088832932
2087,NA1_4088841916
2088,NA1_4088789652
2089,NA1_4087020566
2090,NA1_4086899683
2091,NA1_4086030954
2092,NA1_4085968667
2093,NA1_4085173033
2094,NA1_4085151414
2095,NA1_4081272199
2096,NA1_4081241999
2097,NA1_4079472517
2098,NA1_4079422242
2099,NA1_4079440744
2100,NA1_4076441960
2101,NA1_4075469342
2102,NA1_4075419343
2103,NA1_4075467002
2104,NA1_4075456487
2105,NA1_4073636777
2106,NA1_4073567337
2107,NA1_4073614936
2108,NA1_4073435349
2109,NA1_4073402760
2110,NA1_4072691942
2111,NA1_4072720358
2112,NA1_4070835250
2113,NA1_4070795561
2114,NA1_4070814335
2115,NA1_4070842626
2116,NA1_4070822801
2117,NA1_4070782950
2118,NA1_4070821125
2119,NA1_4069228350
2120,NA1_4069188097
2121,NA1_4069226347
2122,NA1_4069235030
2123,NA1_4069203810
2124,NA1_4069192846
2125,NA1_4068151134
2126,NA1_4068169872
2127,NA1_4068099510
2128,NA1_4068098780
2129,NA1_4068117247
2130,NA1_4068057457
2131,NA1_4067160058
2132,NA1_4067108017
2133,NA1_4067124860
2134,NA1_4066289270
2135,NA1_4066278055
2136,NA1_4066247694
2137,NA1_4063259431
2138,NA1_4063258313
2139,NA1_4063266676
2140,NA1_4060499954
2141,NA1_4060458197
2142,NA1_4060484744
2143,NA1_4060435870
2144,NA1_4060481661
2145,NA1_4060451331
2146,NA1_4059162298
2147,NA1_4058595529
2148,NA1_4058389327
2149,NA1_4058387629
2150,NA1_4058328370
2151,NA1_4056429005
2152,NA1_4056436857
2153,NA1_4056377128
2154,NA1_4056405302
2155,NA1_4055559058
2156,NA1_4055567674
2157,NA1_4055585537
2158,NA1_4055545347
2159,NA1_4055562961
2160,NA1_4052470579
2161,NA1_4052408936
2162,NA1_4052436109
2163,NA1_4051189016
2164,NA1_4044756897
2165,NA1_4044746149
2166,NA1_4044744909
2167,NA1_4044743167
2168,NA1_4044008639
2169,NA1_4044055469
2170,NA1_4043835545
2171,NA1_4043844113
2172,NA1_4043804688
2173,NA1_4043823193
2174,NA1_4043792441
2175,NA1_4043820301
2176,NA1_4042025208
2177,NA1_4042034231
2178,NA1_4042043002
2179,NA1_4042042185
2180,NA1_4041150247
2181,NA1_4041108739
2182,NA1_4041087814
2183,NA1_4041056227
2184,NA1_4041094105
2185,NA1_4036357447
2186,NA1_4033416704
2187,NA1_4030564686
2188,NA1_3975253723
2189,NA1_3962128871
2190,NA1_3954092681
2191,NA1_3937968382
2192,NA1_3937968365
2193,NA1_3937968349
2194,NA1_3935759939
2195,NA1_3931262527
2196,NA1_3931008616
2197,NA1_3930786618
2198,NA1_3928203751
2199,NA1_3926859394
2200,NA1_3924912632
2201,NA1_3924086979
2202,NA1_3922732117
2203,NA1_3920857059
2204,NA1_3921678566
2205,NA1_3920871783
2206,NA1_3920931326
2207,NA1_3920931113
2208,NA1_3921011220
2209,NA1_3921011203
2210,NA1_3921011165
2211,NA1_3921011112
2212,NA1_3918717077
2213,NA1_3918732060
2214,NA1_3917733020
2215,NA1_3916759053
2216,NA1_3911984029
2217,NA1_3911906169
2218,NA1_3911809061
2219,NA1_3910912545
2220,NA1_3910843739
2221,NA1_3907932683
2222,NA1_3908001259
2223,NA1_3908001174
2224,NA1_3908001132
2225,NA1_3908001113
2226,NA1_3908156251
2227,NA1_3907028635
2228,NA1_3906935937
2229,NA1_3905576828
2230,NA1_3904517982
2231,NA1_3903882782
2232,NA1_3903802164
2233,NA1_3903801646
2234,NA1_3903901468
2235,NA1_3903761148
2236,NA1_3903941020
2237,NA1_3903941013
2238,NA1_3903940911
2239,NA1_3903940856
2240,NA1_3903940824
2241,NA1_3902823310
2242,NA1_3901725938
2243,NA1_3896426757
2244,NA1_3897688509
2245,NA1_3897655238
2246,NA1_3896613687
2247,NA1_3896550020
2248,NA1_3896532066
2249,NA1_3894158029
2250,NA1_3893631501
2251,NA1_3893588148
2252,NA1_3893585551
2253,NA1_3888645008
2254,NA1_3888065053
2255,NA1_3888019109
2256,NA1_3886720802
2257,NA1_3886680238
2258,NA1_3886575828
2259,NA1_3885089718
2260,NA1_3885045632
2261,NA1_3883522622
2262,NA1_3883522427
2263,NA1_3883522211
2264,NA1_3883350536
2265,NA1_3883350462
2266,NA1_3881900731
2267,NA1_3878970907
2268,NA1_3878320651
2269,NA1_3876359654
2270,NA1_3876233958
2271,NA1_3876141981
2272,NA1_3876123569
2273,NA1_3876028956
2274,NA1_3876051764
2275,NA1_3875968512
2276,NA1_3875973161
2277,NA1_3875899038
2278,NA1_3875903472
2279,NA1_3875845611
2280,NA1_3875355312
2281,NA1_3875238694
2282,NA1_3875215488
2283,NA1_3875139285
2284,NA1_3875114844
2285,NA1_3875058475
2286,
2287,NA1_4087787721
2288,NA1_4087743310
2289,NA1_4087683997
2290,NA1_4087670341
2291,NA1_4087654987
2292,NA1_4087661288
2293,NA1_4087619968
2294,NA1_4087577345
2295,NA1_4087545429
2296,NA1_4087572513
2297,NA1_4087364517
2298,NA1_4087342529
2299,NA1_4087178650
2300,NA1_4086615008
2301,NA1_4084951522
2302,NA1_4084925754
2303,NA1_4078205440
2304,NA1_4078180775
2305,NA1_4078146277
2306,NA1_4076228720
2307,NA1_4076197367
2308,NA1_4076212027
2309,NA1_4076098318
2310,NA1_4076101840
2311,NA1_4076037331
2312,NA1_4075364615
2313,NA1_4075359850
2314,NA1_4075305071
2315,NA1_4075209600
