,assistsplayer_10,assistsplayer_2,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,baron_team200,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_8,deathsplayer_9,dragon_team200,gameMode,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,inhibs_lost_team100,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_10,killsplayer_2,killsplayer_4,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,riftherald_team100,riftherald_team200,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,assistsplayer_1,baron_team100,deathsplayer_7,dragon_team100,inhibs_lost_team200,killsplayer_3,killsplayer_5,killsplayer_0,killsplayer_1,riftherald_team300,ward_player_0,team_deathsplayer_100,team_deathsplayer_200,team_goldPerSecond_100,team_goldPerSecond_200,team_jungleMinionsKilled_100,team_jungleMinionsKilled_200,team_killsplayer_100,team_killsplayer_200,team_level_100,team_level_200,team_magicDamageDoneToChampions_100,team_magicDamageDoneToChampions_200,team_minionsKilled_100,team_minionsKilled_200,team_physicalDamageDoneToChampions_100,team_physicalDamageDoneToChampions_200,team_timeEnemySpentControlled_100,team_timeEnemySpentControlled_200,team_totalDamageDoneToChampions_100,team_totalDamageDoneToChampions_200,team_totalGold_100,team_totalGold_200,team_trueDamageDoneToChampions_100,team_trueDamageDoneToChampions_200,team_ward_player_100,team_ward_player_200,team_assistsplayer_100,team_assistsplayer_200,team_xp_100,team_xp_200
117,7.0,7.0,7.0,3.0,12.0,6.0,6.0,7.0,2.0,0.0,725.0,780.0,437.0,597.0,1777.0,480.0,643.0,607.0,422.0,535.0,5.0,3.0,6.0,1.0,6.0,3.0,5.0,3.0,4.0,0.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,78.0,0.0,4.0,0.0,4.0,90.0,4.0,1.0,3.0,6.0,9.0,6.0,3.0,2.0,7.0,12.0,9.0,10.0,12.0,11.0,9.0,13.0,11.0,11.0,11.0,107.0,0.0,4180.0,4138.0,0.0,2412.0,15337.0,7280.0,117.0,0.0,129.0,32.0,10.0,137.0,167.0,28.0,164.0,20.0,112.0,127.0,6049.0,4623.0,5108.0,867.0,11066.0,1511.0,1945.0,555.0,5842.0,7633.0,1.0,1.0,260165.0,82820.0,431900.0,89147.0,43466.0,88523.0,115203.0,71048.0,20656.0,22791.0,1200387.0,6427.0,5725.0,10431.0,5006.0,11066.0,4270.0,17576.0,7919.0,6369.0,9478.0,7300.0,6115.0,7877.0,7072.0,12002.0,5345.0,9153.0,7597.0,6772.0,8040.0,3.0,9.0,270.0,1102.0,1142.0,0.0,0.0,346.0,294.0,83.0,410.0,1845.0,10.0,57.0,7.0,13.0,8.0,32.0,8.0,61.0,7.0,7.0,100.0,9780.0,5356.0,7173.0,8768.0,7583.0,5638.0,11172.0,8045.0,7703.0,7940.0,2.0,1.0,4.0,3.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,21,19,30,30,91,99,18,21,54,55,10837,22734,471,455,24601,20598,913201,312518,37200,47067,39596,37677,1758,3734,70,140,31,28,38942,40216
118,8.0,4.0,7.0,5.0,8.0,5.0,6.0,6.0,7.0,0.0,336.0,299.0,81.0,265.0,764.0,607.0,502.0,355.0,410.0,1136.0,4.0,7.0,3.0,8.0,3.0,2.0,5.0,5.0,4.0,1.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,97.0,20.0,4.0,1.0,8.0,3.0,2.0,5.0,9.0,3.0,11.0,10.0,12.0,11.0,11.0,9.0,12.0,12.0,12.0,11.0,672.0,8918.0,8936.0,9208.0,1214.0,3807.0,6287.0,8356.0,2606.0,2533.0,84.0,19.0,43.0,66.0,142.0,27.0,104.0,5.0,115.0,152.0,7853.0,313.0,1728.0,340.0,6760.0,2741.0,2181.0,548.0,10555.0,9011.0,0.0,1.0,102244.0,24075.0,367722.0,87591.0,159624.0,109651.0,34346.0,117511.0,108156.0,792.0,1200320.0,10799.0,9765.0,11166.0,9549.0,7974.0,7191.0,8469.0,9487.0,13853.0,11545.0,7761.0,5674.0,9180.0,6025.0,7689.0,6467.0,6967.0,8220.0,11035.0,7709.0,3.0,6.0,2273.0,534.0,501.0,0.0,0.0,642.0,0.0,582.0,691.0,0.0,12.0,33.0,3.0,11.0,10.0,24.0,6.0,2.0,9.0,8.0,100.0,8412.0,6345.0,9364.0,8050.0,7924.0,6035.0,8746.0,8596.0,9933.0,8476.0,10.0,1.0,4.0,2.0,1.0,4.0,5.0,0.0,5.0,1.0,0.0,20,25,30,30,91,121,25,20,54,57,23837,28700,362,395,19422,22608,826832,284880,46679,53119,37122,39605,3416,1807,60,58,34,32,39785,42096
119,6.0,3.0,2.0,2.0,7.0,0.0,1.0,3.0,2.0,1.0,638.0,346.0,417.0,1930.0,248.0,268.0,913.0,300.0,1195.0,103.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,98.0,8.0,0.0,0.0,0.0,134.0,0.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,13.0,9.0,11.0,13.0,10.0,10.0,11.0,13.0,12.0,10.0,8241.0,7897.0,4456.0,2283.0,1850.0,3999.0,1109.0,402.0,6251.0,157.0,175.0,5.0,11.0,170.0,153.0,8.0,129.0,32.0,157.0,156.0,90.0,338.0,202.0,12369.0,5976.0,269.0,3456.0,5792.0,902.0,4456.0,0.0,2.0,139295.0,80983.0,335746.0,84254.0,0.0,142481.0,41825.0,473856.0,115367.0,14272.0,1200422.0,8331.0,8575.0,6105.0,14653.0,7826.0,4614.0,4566.0,6409.0,7154.0,4613.0,7713.0,5180.0,6642.0,9930.0,7048.0,5393.0,6313.0,8850.0,7185.0,7103.0,7.0,7.0,0.0,340.0,1446.0,0.0,0.0,346.0,0.0,214.0,0.0,0.0,7.0,47.0,9.0,14.0,18.0,47.0,12.0,4.0,17.0,12.0,200.0,10186.0,5864.0,7415.0,10794.0,7103.0,6434.0,8341.0,10228.0,9292.0,7149.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,0.0,2.0,0.0,0.0,11,12,30,30,106,135,12,11,57,55,20829,15816,517,479,18906,14944,701776,726303,41529,31317,36726,34631,1792,554,95,92,18,12,41932,40874
120,4.0,12.0,5.0,9.0,13.0,1.0,4.0,1.0,1.0,0.0,483.0,236.0,263.0,646.0,596.0,813.0,349.0,649.0,727.0,246.0,4.0,6.0,1.0,0.0,4.0,1.0,6.0,7.0,4.0,0.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,105.0,3.0,0.0,0.0,0.0,129.0,4.0,0.0,0.0,7.0,5.0,5.0,1.0,1.0,3.0,12.0,9.0,12.0,13.0,12.0,11.0,12.0,12.0,10.0,12.0,5674.0,2507.0,716.0,10815.0,3158.0,3313.0,713.0,446.0,320.0,8429.0,128.0,15.0,18.0,154.0,146.0,14.0,142.0,23.0,117.0,125.0,1123.0,832.0,10260.0,1934.0,8997.0,1500.0,7152.0,9440.0,4315.0,630.0,1.0,1.0,512546.0,29828.0,354783.0,25567.0,8984.0,114956.0,103254.0,437569.0,8586.0,4095.0,1200364.0,8145.0,3339.0,11778.0,12750.0,12156.0,5256.0,11814.0,11175.0,4635.0,9405.0,7493.0,4311.0,9288.0,8986.0,8949.0,7063.0,7489.0,7349.0,5817.0,6656.0,0.0,5.0,1347.0,0.0,800.0,0.0,0.0,442.0,3948.0,1287.0,0.0,346.0,7.0,14.0,8.0,9.0,9.0,74.0,5.0,3.0,7.0,8.0,100.0,9026.0,5152.0,9092.0,10214.0,9130.0,7537.0,8819.0,8726.0,6809.0,8970.0,5.0,0.0,3.0,3.0,0.0,8.0,3.0,0.0,3.0,0.0,52.0,10,26,30,30,112,133,26,10,60,55,23676,12415,460,422,23814,22369,1016836,583332,50085,40368,41779,31622,2589,5581,107,37,44,11,44999,38476
121,7.0,7.0,3.0,9.0,6.0,3.0,3.0,2.0,6.0,0.0,232.0,287.0,652.0,423.0,1651.0,1120.0,83.0,120.0,224.0,121.0,6.0,6.0,3.0,4.0,5.0,6.0,4.0,7.0,10.0,1.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,78.0,0.0,6.0,0.0,8.0,88.0,0.0,0.0,9.0,5.0,7.0,3.0,4.0,3.0,4.0,13.0,13.0,11.0,13.0,12.0,10.0,12.0,11.0,11.0,10.0,1994.0,2715.0,0.0,10001.0,321.0,14573.0,0.0,778.0,6206.0,164.0,144.0,69.0,20.0,114.0,92.0,29.0,65.0,35.0,69.0,80.0,9542.0,11271.0,5075.0,1146.0,9610.0,1141.0,7724.0,8132.0,1550.0,4808.0,0.0,1.0,541483.0,91066.0,193102.0,409213.0,385664.0,29489.0,144348.0,431568.0,381080.0,49127.0,1200425.0,11536.0,16437.0,5499.0,11787.0,10603.0,16407.0,7724.0,9137.0,7757.0,5071.0,8951.0,9506.0,7477.0,7843.0,9341.0,8539.0,6128.0,7430.0,5694.0,7241.0,1.0,11.0,0.0,2450.0,424.0,640.0,671.0,692.0,0.0,227.0,0.0,98.0,7.0,26.0,6.0,11.0,9.0,31.0,9.0,2.0,9.0,5.0,100.0,10936.0,11118.0,7674.0,9962.0,8725.0,6764.0,8685.0,8211.0,7881.0,6334.0,4.0,0.0,4.0,2.0,2.0,7.0,8.0,1.0,4.0,0.0,0.0,24,31,30,30,92,108,31,23,59,57,26889,9863,399,318,26514,33485,1558951,1097189,55832,46126,42151,35999,2427,2775,64,51,29,21,44061,42229
122,19.0,4.0,5.0,1.0,6.0,10.0,6.0,4.0,7.0,1.0,1259.0,617.0,2090.0,287.0,298.0,321.0,1071.0,421.0,105.0,850.0,5.0,2.0,3.0,5.0,11.0,13.0,2.0,4.0,4.0,3.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,118.0,0.0,4.0,0.0,0.0,105.0,12.0,4.0,4.0,4.0,2.0,3.0,11.0,4.0,15.0,11.0,11.0,12.0,12.0,9.0,10.0,13.0,13.0,12.0,12.0,2784.0,5427.0,627.0,13415.0,0.0,3340.0,5790.0,12094.0,0.0,1365.0,110.0,34.0,26.0,148.0,108.0,29.0,119.0,29.0,131.0,156.0,4829.0,1359.0,7123.0,2744.0,8483.0,1692.0,3860.0,862.0,8675.0,12542.0,0.0,1.0,83627.0,74575.0,218553.0,326965.0,76337.0,277348.0,357362.0,303144.0,116402.0,34547.0,1200377.0,7614.0,7280.0,8110.0,16637.0,8483.0,5479.0,9651.0,13454.0,8933.0,13933.0,6234.0,7502.0,8690.0,9766.0,6463.0,5222.0,7311.0,9361.0,7195.0,12450.0,10.0,3.0,0.0,494.0,360.0,478.0,0.0,446.0,0.0,497.0,258.0,26.0,7.0,18.0,7.0,4.0,5.0,15.0,6.0,5.0,1.0,8.0,200.0,8115.0,7969.0,9174.0,9756.0,6080.0,6341.0,10015.0,10269.0,9532.0,9832.0,1.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,37,14,30,30,122,121,14,37,54,61,20166,24676,421,469,24871,27298,982830,886030,46323,53251,36375,43819,1284,1275,38,38,17,46,39466,47617
123,14.0,2.0,1.0,0.0,5.0,3.0,8.0,4.0,5.0,0.0,1327.0,435.0,144.0,581.0,131.0,339.0,605.0,125.0,412.0,870.0,5.0,1.0,3.0,1.0,7.0,5.0,0.0,1.0,3.0,2.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,103.0,0.0,0.0,0.0,20.0,123.0,12.0,0.0,2.0,2.0,2.0,7.0,4.0,2.0,6.0,11.0,10.0,12.0,12.0,10.0,10.0,14.0,12.0,13.0,11.0,6064.0,4474.0,544.0,4648.0,1475.0,3116.0,0.0,1951.0,6569.0,1903.0,103.0,7.0,49.0,147.0,139.0,5.0,170.0,8.0,180.0,165.0,836.0,796.0,5848.0,576.0,4924.0,1502.0,7178.0,3296.0,366.0,10482.0,0.0,2.0,85360.0,141417.0,356811.0,99154.0,0.0,110305.0,73911.0,542933.0,104260.0,82689.0,1200374.0,6901.0,5491.0,6714.0,5225.0,6409.0,5015.0,9049.0,5782.0,6936.0,12386.0,5167.0,7110.0,7059.0,6876.0,6756.0,4589.0,10368.0,8800.0,9262.0,9970.0,11.0,0.0,0.0,220.0,322.0,0.0,9.0,396.0,1870.0,534.0,0.0,0.0,5.0,23.0,3.0,4.0,8.0,12.0,5.0,3.0,7.0,8.0,200.0,8006.0,7025.0,9156.0,9153.0,6806.0,6217.0,11545.0,8768.0,10672.0,8498.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,21,6,30,30,103,155,6,21,55,60,15847,14897,443,530,13686,22118,651630,945210,30264,39644,30447,45510,727,2624,32,46,9,34,39338,46508
124,22.0,6.0,2.0,6.0,8.0,2.0,2.0,6.0,5.0,1.0,997.0,1150.0,400.0,1461.0,253.0,43.0,583.0,608.0,1488.0,1754.0,4.0,1.0,5.0,5.0,10.0,5.0,4.0,3.0,3.0,3.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,95.0,0.0,0.0,2.0,16.0,101.0,0.0,4.0,2.0,6.0,1.0,1.0,10.0,2.0,14.0,12.0,12.0,11.0,12.0,10.0,10.0,12.0,12.0,12.0,12.0,5954.0,14317.0,0.0,6151.0,1785.0,2690.0,2575.0,0.0,6902.0,5163.0,116.0,3.0,13.0,140.0,80.0,37.0,119.0,19.0,112.0,159.0,1602.0,817.0,8653.0,1660.0,3533.0,1152.0,759.0,7865.0,462.0,12426.0,1.0,0.0,39504.0,51095.0,180353.0,161676.0,0.0,110699.0,76131.0,142448.0,183077.0,75347.0,1200398.0,8116.0,15675.0,9111.0,7811.0,5319.0,4460.0,5004.0,9804.0,7486.0,17859.0,7087.0,8200.0,8275.0,7456.0,5943.0,6033.0,6583.0,9133.0,6528.0,11254.0,8.0,2.0,559.0,540.0,457.0,0.0,0.0,617.0,1669.0,1938.0,122.0,270.0,9.0,21.0,2.0,11.0,11.0,108.0,11.0,6.0,8.0,11.0,200.0,8685.0,9081.0,8138.0,8982.0,6500.0,6471.0,9013.0,9044.0,8733.0,9146.0,5.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,64.0,29,14,30,30,97,128,14,29,55,60,16580,28957,386,412,16600,22329,492232,528098,34817,55828,34794,41698,1633,4539,141,57,27,37,38776,45017
125,6.0,8.0,1.0,2.0,11.0,0.0,4.0,8.0,1.0,0.0,1477.0,813.0,677.0,629.0,286.0,474.0,1007.0,776.0,460.0,212.0,2.0,6.0,3.0,10.0,4.0,2.0,2.0,7.0,4.0,0.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,3.0,0.0,0.0,8.0,94.0,0.0,4.0,6.0,4.0,6.0,2.0,6.0,2.0,5.0,13.0,9.0,11.0,11.0,11.0,10.0,13.0,12.0,12.0,11.0,10234.0,119.0,6431.0,1085.0,0.0,3337.0,39.0,0.0,8321.0,845.0,130.0,35.0,4.0,91.0,128.0,32.0,144.0,16.0,121.0,130.0,927.0,8183.0,1472.0,7220.0,5693.0,1229.0,3642.0,8464.0,2790.0,8135.0,0.0,1.0,90898.0,34988.0,269126.0,83270.0,11727.0,63943.0,84359.0,308418.0,57170.0,120210.0,1200362.0,11246.0,9240.0,8236.0,8807.0,6689.0,5476.0,3681.0,10206.0,12406.0,9238.0,8012.0,7363.0,6477.0,7074.0,8126.0,6334.0,7557.0,8176.0,7620.0,8162.0,7.0,7.0,84.0,937.0,332.0,502.0,995.0,910.0,0.0,1741.0,1294.0,257.0,5.0,36.0,8.0,10.0,9.0,33.0,86.0,7.0,26.0,6.0,100.0,10688.0,5991.0,7620.0,7811.0,7456.0,6906.0,10317.0,9506.0,9932.0,7656.0,2.0,1.0,3.0,4.0,1.0,6.0,3.0,0.0,3.0,1.0,0.0,21,22,30,30,73,107,22,21,56,57,21087,9324,385,446,16541,31214,518964,605145,40454,44771,36023,38878,2823,4229,65,161,24,19,40481,43402
126,3.0,3.0,1.0,5.0,10.0,1.0,5.0,5.0,0.0,0.0,232.0,766.0,1353.0,761.0,1014.0,61.0,978.0,358.0,865.0,612.0,1.0,5.0,3.0,4.0,2.0,2.0,0.0,5.0,2.0,1.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,19.0,0.0,0.0,12.0,92.0,0.0,8.0,0.0,5.0,3.0,4.0,2.0,6.0,0.0,12.0,8.0,11.0,13.0,10.0,9.0,13.0,11.0,12.0,9.0,0.0,1487.0,154.0,8534.0,2244.0,2437.0,1495.0,495.0,15570.0,0.0,130.0,32.0,16.0,135.0,157.0,6.0,137.0,36.0,124.0,92.0,3764.0,687.0,5587.0,232.0,10171.0,674.0,7495.0,7519.0,576.0,3311.0,0.0,2.0,35776.0,38826.0,154432.0,68607.0,2377.0,110605.0,109634.0,339456.0,160137.0,38123.0,1200429.0,4244.0,2175.0,6896.0,8843.0,12416.0,3112.0,9535.0,8357.0,16212.0,3311.0,5907.0,4416.0,7093.0,8881.0,7414.0,5071.0,9148.0,7948.0,8579.0,5112.0,5.0,7.0,480.0,0.0,1154.0,75.0,0.0,0.0,544.0,342.0,66.0,0.0,12.0,59.0,6.0,11.0,12.0,30.0,6.0,4.0,12.0,5.0,100.0,8704.0,4822.0,7474.0,10096.0,7135.0,5715.0,10414.0,7981.0,9343.0,5351.0,1.0,1.0,4.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,12,16,30,30,119,112,16,12,55,53,13369,19047,444,421,20428,19588,371797,686176,35511,39590,34366,35203,1709,952,71,86,20,14,39124,37911
127,9.0,3.0,2.0,1.0,5.0,2.0,5.0,3.0,3.0,0.0,565.0,679.0,1107.0,629.0,1797.0,625.0,116.0,1214.0,1052.0,1111.0,2.0,1.0,3.0,3.0,3.0,4.0,5.0,2.0,3.0,0.0,CLASSIC,MATCHED_GAME,11.20.400.7328,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,135.0,4.0,0.0,4.0,0.0,65.0,8.0,7.0,1.0,7.0,3.0,0.0,5.0,3.0,6.0,13.0,9.0,12.0,11.0,12.0,9.0,12.0,11.0,13.0,10.0,2009.0,3925.0,0.0,1448.0,979.0,2783.0,307.0,6128.0,4483.0,496.0,159.0,7.0,5.0,141.0,155.0,18.0,162.0,21.0,158.0,141.0,7220.0,1077.0,7425.0,3168.0,7004.0,1198.0,4348.0,90.0,901.0,8692.0,2.0,0.0,117501.0,147285.0,270075.0,23854.0,63843.0,30267.0,55386.0,349123.0,341250.0,85445.0,1200339.0,11019.0,5003.0,9540.0,4948.0,7984.0,3981.0,5974.0,6618.0,5600.0,9265.0,8415.0,5154.0,9172.0,7004.0,8157.0,5385.0,6141.0,7249.0,7437.0,8861.0,2.0,9.0,1789.0,0.0,2115.0,332.0,0.0,0.0,1318.0,399.0,215.0,76.0,12.0,24.0,5.0,12.0,12.0,37.0,9.0,1.0,9.0,13.0,100.0,11317.0,5619.0,9380.0,8317.0,8602.0,5568.0,8807.0,7411.0,10150.0,6986.0,1.0,1.0,6.0,4.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,15,17,30,30,151,81,17,15,57,55,7219,15339,478,489,26015,15108,505540,978489,37472,32460,38133,34842,4236,2008,78,56,12,22,43184,38973
128,8.0,1.0,4.0,2.0,9.0,1.0,4.0,1.0,5.0,0.0,456.0,251.0,210.0,703.0,347.0,428.0,708.0,660.0,655.0,64.0,0.0,9.0,1.0,2.0,7.0,6.0,5.0,4.0,2.0,0.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,117.0,0.0,4.0,0.0,20.0,117.0,0.0,0.0,5.0,8.0,6.0,0.0,2.0,3.0,6.0,13.0,9.0,12.0,12.0,11.0,10.0,13.0,12.0,12.0,12.0,536.0,8586.0,6622.0,5000.0,2025.0,3256.0,566.0,220.0,4415.0,104.0,140.0,7.0,25.0,144.0,130.0,29.0,164.0,36.0,135.0,162.0,3988.0,1325.0,1714.0,1187.0,5611.0,1641.0,5819.0,5084.0,828.0,8670.0,2.0,0.0,113986.0,19458.0,393986.0,52210.0,14832.0,62636.0,131150.0,384759.0,42748.0,20117.0,1200392.0,5931.0,10266.0,9026.0,7597.0,7636.0,5478.0,6545.0,5768.0,6781.0,9304.0,7046.0,7061.0,9175.0,7178.0,9062.0,5262.0,7273.0,7425.0,7190.0,10079.0,2.0,7.0,1406.0,354.0,690.0,1409.0,0.0,580.0,160.0,463.0,1536.0,529.0,4.0,30.0,5.0,58.0,12.0,30.0,11.0,3.0,13.0,10.0,100.0,10327.0,5160.0,9623.0,9922.0,7808.0,6272.0,9986.0,9154.0,8598.0,8765.0,4.0,1.0,0.0,4.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,16,20,30,30,122,141,20,16,58,58,17439,13891,468,504,14141,21726,637650,598232,35668,38664,37723,39028,4085,3042,109,67,20,19,43952,41663
129,4.0,5.0,5.0,6.0,12.0,1.0,3.0,3.0,7.0,0.0,717.0,80.0,1506.0,167.0,142.0,65.0,720.0,79.0,430.0,1009.0,3.0,6.0,3.0,2.0,3.0,4.0,1.0,5.0,4.0,0.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,133.0,4.0,4.0,0.0,4.0,98.0,0.0,0.0,3.0,8.0,5.0,8.0,3.0,1.0,0.0,12.0,8.0,12.0,12.0,11.0,10.0,13.0,11.0,11.0,11.0,1502.0,2834.0,771.0,5973.0,750.0,3153.0,1048.0,258.0,7975.0,256.0,124.0,19.0,22.0,114.0,148.0,29.0,143.0,17.0,103.0,117.0,5048.0,638.0,9510.0,820.0,11315.0,536.0,8955.0,4404.0,843.0,5930.0,1.0,1.0,345582.0,46994.0,261031.0,143558.0,421309.0,73911.0,200836.0,140420.0,106291.0,43674.0,1200387.0,6550.0,4095.0,11298.0,7610.0,12066.0,3690.0,14781.0,5120.0,8819.0,6186.0,6467.0,4905.0,9521.0,7817.0,8417.0,5050.0,9760.0,6894.0,5915.0,5884.0,1.0,3.0,0.0,622.0,1016.0,817.0,0.0,0.0,4777.0,457.0,0.0,0.0,11.0,19.0,3.0,14.0,5.0,16.0,7.0,4.0,5.0,7.0,100.0,9627.0,4730.0,9440.0,9708.0,7769.0,7261.0,10991.0,7788.0,8438.0,7387.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,15,20,30,30,145,102,19,15,57,54,12149,12371,437,399,27229,20770,1245391,538215,41214,39001,37272,33358,1833,5856,49,42,29,18,43805,39334
