,assistsplayer_1,assistsplayer_10,assistsplayer_2,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,baron_team100,baron_team200,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,dragon_team200,gameMode,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,inhibs_lost_team100,inhibs_lost_team200,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_0,killsplayer_1,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,riftherald_team200,riftherald_team300,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,riftherald_team100,killsplayer_10,ward_player_0,team_deathsplayer_100,team_deathsplayer_200,team_goldPerSecond_100,team_goldPerSecond_200,team_jungleMinionsKilled_100,team_jungleMinionsKilled_200,team_killsplayer_100,team_killsplayer_200,team_level_100,team_level_200,team_magicDamageDoneToChampions_100,team_magicDamageDoneToChampions_200,team_minionsKilled_100,team_minionsKilled_200,team_physicalDamageDoneToChampions_100,team_physicalDamageDoneToChampions_200,team_timeEnemySpentControlled_100,team_timeEnemySpentControlled_200,team_totalDamageDoneToChampions_100,team_totalDamageDoneToChampions_200,team_totalGold_100,team_totalGold_200,team_trueDamageDoneToChampions_100,team_trueDamageDoneToChampions_200,team_ward_player_100,team_ward_player_200,team_assistsplayer_100,team_assistsplayer_200,team_xp_100,team_xp_200
191,2.0,5.0,4.0,5.0,3.0,6.0,3.0,3.0,2.0,3.0,1.0,0.0,984.0,490.0,1679.0,380.0,1181.0,23.0,1099.0,381.0,313.0,228.0,4.0,3.0,1.0,1.0,3.0,5.0,1.0,4.0,6.0,3.0,3.0,0.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,129.0,0.0,1.0,0.0,20.0,109.0,2.0,0.0,0.0,2.0,9.0,3.0,2.0,1.0,3.0,3.0,2.0,5.0,13.0,10.0,13.0,12.0,10.0,10.0,13.0,11.0,11.0,11.0,1866.0,5099.0,920.0,7496.0,608.0,1081.0,202.0,6395.0,3510.0,2695.0,177.0,13.0,18.0,138.0,154.0,30.0,172.0,17.0,124.0,173.0,5220.0,800.0,9680.0,435.0,6599.0,882.0,4977.0,799.0,183.0,7098.0,0.0,1.0,33200.0,136853.0,215542.0,266402.0,39149.0,42354.0,57259.0,141790.0,73413.0,0.0,1200434.0,7087.0,5900.0,11044.0,8129.0,7207.0,2313.0,5288.0,7685.0,3844.0,9793.0,8189.0,6049.0,9804.0,7630.0,7206.0,5148.0,8949.0,7381.0,6513.0,9327.0,4.0,10.0,0.0,0.0,444.0,197.0,0.0,350.0,108.0,490.0,150.0,0.0,12.0,25.0,3.0,11.0,7.0,33.0,9.0,10.0,8.0,12.0,100.0,9974.0,6152.0,10574.0,8820.0,6984.0,6209.0,10928.0,8099.0,8337.0,7599.0,1.0,1.0,0.0,14,17,30,30,136,131,17,14,58,56,11971,17901,517,499,22816,13857,596647,409315,35780,32510,37977,38219,991,748,66,64,20,16,42561,41115
192,2.0,7.0,3.0,1.0,1.0,2.0,2.0,4.0,1.0,5.0,1.0,0.0,256.0,191.0,404.0,941.0,1038.0,754.0,1228.0,521.0,1463.0,362.0,6.0,1.0,1.0,2.0,5.0,3.0,3.0,1.0,7.0,1.0,4.0,0.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,125.0,4.0,0.0,0.0,1.0,4.0,6.0,1.0,1.0,6.0,5.0,2.0,3.0,11.0,10.0,13.0,14.0,10.0,9.0,13.0,12.0,12.0,11.0,1832.0,2984.0,5297.0,10498.0,521.0,6532.0,922.0,5791.0,1092.0,769.0,108.0,26.0,29.0,180.0,152.0,9.0,108.0,24.0,148.0,168.0,7694.0,460.0,1161.0,986.0,5906.0,905.0,9829.0,765.0,5285.0,12294.0,0.0,0.0,25206.0,53298.0,437616.0,201308.0,69402.0,42492.0,134628.0,274713.0,88973.0,67633.0,1200323.0,9527.0,4033.0,6898.0,11484.0,6427.0,7954.0,14446.0,9244.0,6846.0,13072.0,5946.0,4910.0,8994.0,8801.0,6438.0,4839.0,7378.0,8296.0,7423.0,7862.0,3.0,8.0,0.0,588.0,440.0,0.0,0.0,517.0,3694.0,2686.0,468.0,8.0,10.0,21.0,2.0,9.0,36.0,31.0,8.0,6.0,11.0,11.0,100.0,7791.0,6677.0,10358.0,12297.0,6654.0,5998.0,10521.0,9333.0,9341.0,7555.0,1.0,1.0,0.0,17,13,30,30,120,129,13,17,57,58,24680,11558,478,474,16652,28633,776024,619245,42290,47641,35018,35869,957,7444,88,57,9,19,43098,43427
193,2.0,5.0,6.0,3.0,2.0,8.0,3.0,4.0,3.0,6.0,1.0,1.0,495.0,403.0,250.0,295.0,1113.0,552.0,226.0,1124.0,741.0,2758.0,3.0,6.0,2.0,3.0,2.0,6.0,3.0,2.0,3.0,4.0,1.0,4.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,116.0,4.0,0.0,0.0,4.0,123.0,0.0,8.0,0.0,3.0,3.0,3.0,6.0,3.0,3.0,5.0,2.0,2.0,11.0,9.0,13.0,12.0,11.0,9.0,13.0,12.0,12.0,11.0,0.0,5453.0,489.0,450.0,10465.0,3238.0,1332.0,851.0,6325.0,413.0,125.0,7.0,55.0,108.0,161.0,27.0,170.0,20.0,148.0,143.0,7325.0,787.0,5783.0,6913.0,723.0,1882.0,8332.0,6388.0,1008.0,5531.0,1.0,0.0,124198.0,216902.0,379973.0,22824.0,172255.0,161444.0,75619.0,287059.0,457587.0,122198.0,1200354.0,7325.0,7079.0,6794.0,7734.0,11189.0,5525.0,9665.0,8677.0,7642.0,6045.0,7310.0,6148.0,8790.0,6710.0,9268.0,5877.0,8826.0,8939.0,7386.0,7663.0,10.0,7.0,0.0,838.0,521.0,370.0,0.0,404.0,0.0,1437.0,308.0,100.0,16.0,71.0,2.0,15.0,16.0,46.0,17.0,3.0,13.0,12.0,200.0,8116.0,5310.0,10525.0,8699.0,8132.0,5182.0,10627.0,9667.0,9329.0,7572.0,1.0,4.0,0.0,16,18,30,30,127,135,18,16,56,57,14642,14374,476,488,22626,22046,860694,1159365,38567,39108,37955,38962,1295,2683,95,116,21,21,40654,42505
194,1.0,8.0,3.0,2.0,3.0,5.0,3.0,1.0,2.0,7.0,2.0,0.0,756.0,586.0,873.0,163.0,611.0,16.0,1450.0,455.0,1305.0,926.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,1.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,117.0,0.0,2.0,0.0,0.0,84.0,16.0,4.0,0.0,7.0,3.0,2.0,1.0,1.0,3.0,5.0,4.0,3.0,13.0,10.0,11.0,11.0,10.0,9.0,12.0,10.0,13.0,11.0,6738.0,5176.0,504.0,5971.0,2536.0,4466.0,965.0,603.0,5197.0,367.0,172.0,18.0,14.0,95.0,137.0,6.0,112.0,8.0,158.0,157.0,3414.0,716.0,6064.0,1813.0,6308.0,517.0,3089.0,4733.0,208.0,8063.0,0.0,0.0,83301.0,228496.0,300821.0,296793.0,8589.0,119859.0,35191.0,337151.0,483116.0,22459.0,1200387.0,15261.0,7037.0,6803.0,7785.0,8845.0,5348.0,4055.0,5688.0,7117.0,9136.0,11186.0,6486.0,7938.0,5943.0,6711.0,4951.0,6500.0,6720.0,7885.0,8351.0,3.0,11.0,5107.0,1143.0,234.0,0.0,0.0,364.0,0.0,351.0,1711.0,704.0,9.0,24.0,4.0,11.0,11.0,27.0,3.0,6.0,10.0,7.0,100.0,11391.0,6620.0,8564.0,7854.0,7138.0,5334.0,9117.0,6924.0,10422.0,7799.0,2.0,1.0,0.0,16,14,30,30,135,104,14,16,54,56,20215,12308,424,453,18116,16809,809363,1106413,44042,33033,36729,35942,5705,3909,62,50,14,21,40281,40882
195,4.0,8.0,7.0,4.0,3.0,10.0,0.0,3.0,5.0,4.0,1.0,0.0,511.0,347.0,1471.0,1367.0,451.0,516.0,619.0,868.0,492.0,105.0,2.0,4.0,3.0,7.0,2.0,4.0,2.0,3.0,5.0,3.0,3.0,1.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,116.0,4.0,4.0,0.0,0.0,9.0,2.0,6.0,0.0,1.0,6.0,5.0,6.0,13.0,10.0,13.0,12.0,11.0,10.0,13.0,12.0,13.0,11.0,2429.0,2548.0,888.0,7176.0,3318.0,3245.0,0.0,466.0,1479.0,11049.0,150.0,29.0,22.0,118.0,152.0,36.0,182.0,23.0,134.0,153.0,3247.0,414.0,12552.0,1264.0,7281.0,398.0,7837.0,8154.0,10112.0,701.0,2.0,0.0,50636.0,54899.0,258851.0,86062.0,24769.0,56177.0,69329.0,219781.0,154052.0,98684.0,1200318.0,5677.0,3513.0,14298.0,8440.0,10623.0,3643.0,8194.0,9438.0,13265.0,11750.0,6561.0,4952.0,9761.0,6927.0,8761.0,4991.0,8902.0,8618.0,9212.0,8769.0,5.0,8.0,0.0,550.0,858.0,0.0,24.0,0.0,356.0,818.0,1672.0,0.0,12.0,26.0,97.0,13.0,9.0,43.0,12.0,3.0,10.0,6.0,100.0,10117.0,6120.0,11002.0,8807.0,8180.0,6950.0,10433.0,8886.0,9997.0,8301.0,0.0,0.0,0.0,18,17,30,30,116,124,17,18,59,59,17056,15542,478,521,24742,27218,476495,596745,42681,46160,37001,40453,882,3396,174,57,28,20,45056,43737
196,5.0,6.0,3.0,6.0,6.0,6.0,5.0,3.0,3.0,5.0,1.0,0.0,880.0,601.0,1137.0,733.0,1204.0,575.0,718.0,815.0,444.0,462.0,3.0,5.0,1.0,3.0,2.0,2.0,7.0,3.0,6.0,4.0,1.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,104.0,0.0,12.0,0.0,4.0,104.0,8.0,0.0,0.0,5.0,9.0,6.0,5.0,0.0,0.0,4.0,4.0,1.0,12.0,9.0,12.0,13.0,11.0,10.0,11.0,12.0,11.0,10.0,2263.0,2959.0,918.0,10818.0,733.0,1963.0,16023.0,382.0,1596.0,221.0,120.0,16.0,9.0,139.0,125.0,11.0,122.0,41.0,139.0,126.0,8534.0,904.0,7997.0,1459.0,8013.0,409.0,114.0,10509.0,6047.0,6918.0,0.0,1.0,63371.0,85622.0,451282.0,241857.0,442646.0,154148.0,66883.0,287326.0,74910.0,85810.0,1200398.0,10797.0,3863.0,9334.0,12712.0,10856.0,2372.0,16138.0,11820.0,9060.0,7140.0,8180.0,5486.0,9302.0,8948.0,7779.0,4935.0,6433.0,8350.0,7509.0,6212.0,3.0,8.0,0.0,0.0,418.0,434.0,2109.0,0.0,0.0,929.0,1417.0,0.0,5.0,27.0,15.0,9.0,7.0,24.0,7.0,2.0,3.0,8.0,100.0,9296.0,6091.0,8840.0,10637.0,7402.0,6587.0,8282.0,9111.0,8545.0,7027.0,1.0,2.0,0.0,11,25,30,30,120,116,25,11,58,53,16695,21181,404,444,26412,24492,1353304,600551,46071,48021,39144,33990,2961,2346,60,47,26,22,42762,39056
197,3.0,6.0,6.0,6.0,1.0,8.0,2.0,1.0,4.0,1.0,0.0,1.0,314.0,97.0,699.0,663.0,1312.0,756.0,139.0,329.0,1370.0,23.0,2.0,2.0,1.0,4.0,2.0,6.0,7.0,6.0,4.0,0.0,1.0,2.0,CLASSIC,MATCHED_GAME,11.17.394.4489,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,130.0,4.0,4.0,0.0,0.0,100.0,4.0,8.0,0.0,5.0,6.0,3.0,5.0,0.0,1.0,5.0,7.0,2.0,13.0,9.0,12.0,12.0,12.0,9.0,11.0,11.0,13.0,11.0,0.0,2465.0,8460.0,7186.0,1299.0,2480.0,7398.0,1230.0,13020.0,234.0,135.0,24.0,17.0,129.0,129.0,27.0,130.0,19.0,168.0,167.0,6809.0,967.0,610.0,558.0,7210.0,1303.0,548.0,5732.0,983.0,4676.0,0.0,0.0,121783.0,61171.0,97236.0,162537.0,173782.0,186883.0,218484.0,144775.0,60613.0,42017.0,1200413.0,7706.0,3922.0,10137.0,7744.0,8509.0,4090.0,7946.0,8220.0,14003.0,5022.0,8538.0,4582.0,8764.0,7643.0,7237.0,4566.0,7049.0,7569.0,9150.0,7923.0,5.0,1.0,896.0,490.0,1065.0,0.0,0.0,306.0,0.0,1257.0,0.0,111.0,7.0,16.0,51.0,9.0,8.0,27.0,11.0,3.0,8.0,10.0,200.0,10564.0,5380.0,9810.0,8734.0,9137.0,5829.0,8537.0,7459.0,10489.0,8275.0,1.0,0.0,0.0,15,19,30,30,142,112,19,15,58,55,19425,24347,437,508,16490,12906,742221,527060,38186,39113,36748,36273,2267,1858,102,48,24,14,44074,40140
198,0.0,2.0,2.0,1.0,3.0,6.0,6.0,2.0,4.0,0.0,1.0,0.0,148.0,565.0,290.0,539.0,34.0,393.0,695.0,1306.0,525.0,257.0,7.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0,4.0,1.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,138.0,0.0,8.0,0.0,0.0,123.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,1.0,1.0,7.0,1.0,1.0,11.0,8.0,11.0,12.0,11.0,9.0,13.0,12.0,12.0,11.0,2221.0,1542.0,489.0,6273.0,597.0,2725.0,0.0,991.0,5062.0,430.0,115.0,12.0,11.0,145.0,171.0,27.0,163.0,8.0,147.0,156.0,5500.0,378.0,7058.0,1141.0,4692.0,806.0,9208.0,6630.0,1612.0,2398.0,0.0,1.0,68511.0,68022.0,273732.0,168303.0,0.0,52677.0,89477.0,509658.0,68310.0,8091.0,1200409.0,7722.0,2204.0,8348.0,7414.0,5608.0,3923.0,9208.0,7999.0,7758.0,3297.0,5701.0,4740.0,7415.0,7374.0,8184.0,4853.0,8085.0,8521.0,6400.0,6507.0,7.0,7.0,0.0,284.0,800.0,0.0,318.0,392.0,0.0,377.0,1083.0,468.0,16.0,35.0,9.0,15.0,16.0,48.0,12.0,21.0,71.0,13.0,100.0,7689.0,4627.0,8250.0,8700.0,7945.0,5366.0,10585.0,8929.0,8776.0,7696.0,1.0,1.0,0.0,11,10,30,30,146,123,10,11,54,56,12305,8025,469,486,19197,20226,563223,743558,33015,30466,33527,34253,1510,2212,104,152,12,14,37950,40613
199,3.0,9.0,5.0,4.0,5.0,8.0,4.0,5.0,5.0,5.0,1.0,0.0,395.0,1183.0,264.0,69.0,1982.0,387.0,154.0,486.0,538.0,381.0,3.0,5.0,3.0,1.0,3.0,3.0,5.0,2.0,3.0,4.0,3.0,0.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,96.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,9.0,5.0,2.0,2.0,1.0,1.0,4.0,4.0,3.0,13.0,8.0,11.0,11.0,11.0,9.0,11.0,11.0,12.0,11.0,2653.0,1846.0,650.0,5557.0,2523.0,3042.0,1351.0,1521.0,8679.0,868.0,157.0,23.0,21.0,109.0,161.0,24.0,94.0,17.0,140.0,139.0,15710.0,1205.0,6895.0,141.0,4914.0,579.0,3972.0,5089.0,1894.0,7465.0,0.0,0.0,74652.0,29406.0,127571.0,222949.0,1651.0,82195.0,65366.0,152578.0,149272.0,90845.0,1200336.0,18364.0,3621.0,8962.0,5698.0,7437.0,3622.0,5920.0,7375.0,10573.0,8538.0,11405.0,4708.0,8774.0,6359.0,7677.0,4923.0,6179.0,7111.0,7298.0,7286.0,1.0,9.0,0.0,570.0,1416.0,0.0,0.0,0.0,597.0,765.0,0.0,204.0,8.0,22.0,4.0,7.0,9.0,20.0,8.0,5.0,8.0,47.0,100.0,11291.0,4371.0,8309.0,7389.0,8195.0,5742.0,8107.0,7969.0,9009.0,7719.0,2.0,1.0,0.0,13,19,30,30,106,104,19,13,55,53,14425,14265,472,413,28239,19625,509018,487467,44083,36027,39138,32582,1416,2136,48,90,25,28,40926,37175
200,1.0,3.0,2.0,3.0,2.0,8.0,3.0,2.0,3.0,5.0,0.0,1.0,1532.0,64.0,339.0,255.0,627.0,188.0,1489.0,802.0,2113.0,1289.0,1.0,3.0,1.0,8.0,2.0,5.0,5.0,2.0,4.0,3.0,3.0,1.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,104.0,0.0,0.0,0.0,1.0,82.0,0.0,1.0,0.0,1.0,7.0,4.0,5.0,0.0,2.0,2.0,7.0,4.0,12.0,9.0,12.0,11.0,11.0,8.0,12.0,11.0,12.0,11.0,1846.0,1254.0,1563.0,556.0,574.0,3691.0,1544.0,329.0,10891.0,375.0,137.0,33.0,22.0,110.0,143.0,11.0,155.0,48.0,99.0,133.0,2996.0,1238.0,8133.0,11070.0,11306.0,683.0,9291.0,5570.0,894.0,7252.0,0.0,1.0,100581.0,68530.0,363092.0,93722.0,33620.0,25468.0,77465.0,225916.0,220312.0,36313.0,1200299.0,4842.0,2805.0,9927.0,12147.0,11881.0,4700.0,10836.0,6024.0,12360.0,7628.0,7257.0,5174.0,8808.0,6695.0,8402.0,5388.0,7654.0,6637.0,8313.0,7614.0,8.0,4.0,0.0,312.0,230.0,520.0,0.0,326.0,0.0,124.0,575.0,0.0,406.0,95.0,9.0,5.0,9.0,30.0,13.0,5.0,7.0,9.0,200.0,9695.0,5356.0,9814.0,7762.0,7756.0,4710.0,9026.0,7716.0,9134.0,8109.0,1.0,2.0,1.0,17,17,30,30,128,84,17,17,54,55,8230,14393,423,468,34188,24245,616483,628536,43497,39653,36550,35392,1076,1011,459,129,16,16,39737,39341
201,5.0,6.0,3.0,2.0,10.0,5.0,3.0,4.0,2.0,3.0,1.0,0.0,70.0,160.0,1841.0,422.0,1296.0,1506.0,492.0,83.0,678.0,174.0,2.0,3.0,1.0,3.0,4.0,2.0,5.0,1.0,2.0,5.0,3.0,1.0,CLASSIC,MATCHED_GAME,11.20.400.7328,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,127.0,8.0,6.0,0.0,1.0,104.0,8.0,0.0,0.0,0.0,9.0,0.0,1.0,6.0,1.0,2.0,3.0,5.0,11.0,9.0,12.0,12.0,11.0,10.0,12.0,12.0,11.0,10.0,7352.0,4201.0,12262.0,822.0,4340.0,3321.0,1700.0,153.0,4456.0,1598.0,93.0,28.0,8.0,134.0,135.0,9.0,141.0,41.0,110.0,146.0,1319.0,834.0,955.0,2249.0,8664.0,1192.0,7731.0,4736.0,795.0,9641.0,0.0,1.0,283376.0,44597.0,194287.0,86144.0,792.0,19886.0,59789.0,103158.0,609841.0,214317.0,1200396.0,8672.0,5703.0,13791.0,3410.0,13005.0,4981.0,12737.0,5237.0,6051.0,11255.0,5345.0,5100.0,10065.0,6967.0,7296.0,6556.0,6857.0,7033.0,6578.0,8274.0,4.0,5.0,0.0,667.0,574.0,338.0,0.0,468.0,3305.0,348.0,799.0,15.0,9.0,23.0,13.0,8.0,12.0,23.0,7.0,4.0,10.0,12.0,100.0,8084.0,6081.0,9577.0,8882.0,7875.0,6310.0,8721.0,8601.0,8209.0,7259.0,1.0,1.0,0.0,12,16,30,30,143,114,16,12,56,54,28097,12108,379,466,14379,23737,584485,1031702,43859,40983,36229,33842,1380,5134,65,56,25,18,40728,38871
202,0.0,7.0,12.0,6.0,3.0,10.0,0.0,3.0,7.0,3.0,0.0,0.0,1921.0,369.0,132.0,1038.0,441.0,289.0,769.0,1133.0,885.0,449.0,2.0,10.0,3.0,4.0,6.0,3.0,7.0,6.0,6.0,6.0,1.0,0.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,101.0,0.0,19.0,0.0,0.0,98.0,4.0,8.0,0.0,8.0,3.0,5.0,13.0,6.0,3.0,5.0,1.0,7.0,13.0,9.0,12.0,12.0,12.0,9.0,10.0,12.0,11.0,11.0,3378.0,0.0,9659.0,7262.0,2454.0,7072.0,493.0,0.0,5238.0,15754.0,135.0,24.0,16.0,117.0,129.0,11.0,110.0,32.0,100.0,129.0,9691.0,3116.0,480.0,1253.0,13916.0,813.0,5285.0,6959.0,337.0,405.0,1.0,0.0,149443.0,60977.0,358823.0,316358.0,86629.0,121734.0,119278.0,169110.0,52995.0,162318.0,1200348.0,13308.0,3548.0,11064.0,9240.0,16370.0,7886.0,7432.0,7951.0,5576.0,16559.0,10446.0,5204.0,7832.0,7818.0,11631.0,7474.0,6469.0,8323.0,6475.0,9099.0,1.0,8.0,238.0,432.0,924.0,723.0,0.0,0.0,1652.0,992.0,0.0,399.0,7.0,17.0,7.0,4.0,9.0,13.0,6.0,1.0,7.0,5.0,100.0,10668.0,5221.0,9241.0,9303.0,9538.0,5362.0,7297.0,8599.0,8040.0,8504.0,1.0,2.0,0.0,18,35,30,30,132,110,35,18,58,53,29825,21485,408,395,26153,16102,1032987,564678,57868,41066,45201,35570,1885,3475,40,36,31,20,44112,37661
203,3.0,6.0,2.0,1.0,2.0,5.0,3.0,3.0,3.0,3.0,0.0,1.0,704.0,491.0,372.0,211.0,794.0,143.0,269.0,1125.0,758.0,1770.0,4.0,3.0,3.0,5.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,110.0,0.0,8.0,0.0,4.0,116.0,4.0,4.0,0.0,2.0,3.0,1.0,4.0,1.0,3.0,6.0,5.0,1.0,12.0,9.0,12.0,11.0,11.0,10.0,12.0,12.0,12.0,11.0,4671.0,1889.0,0.0,0.0,503.0,2799.0,0.0,5833.0,336.0,192.0,107.0,25.0,39.0,119.0,158.0,5.0,149.0,14.0,147.0,160.0,707.0,681.0,7691.0,3158.0,9479.0,1167.0,6874.0,305.0,7692.0,5638.0,1.0,0.0,151846.0,45183.0,227182.0,3632.0,48753.0,229428.0,132480.0,129803.0,30915.0,48416.0,1200356.0,6619.0,2976.0,7865.0,4306.0,10739.0,3967.0,8160.0,6825.0,8491.0,5831.0,7329.0,5461.0,7397.0,6041.0,8939.0,4818.0,8219.0,8010.0,8538.0,7755.0,9.0,2.0,1240.0,405.0,174.0,1147.0,756.0,0.0,1286.0,686.0,462.0,0.0,12.0,28.0,12.0,12.0,9.0,43.0,3.0,8.0,4.0,10.0,200.0,8722.0,5588.0,9036.0,7845.0,7574.0,6302.0,9375.0,8601.0,9927.0,7953.0,1.0,1.0,0.0,16,11,30,30,126,128,11,16,56,56,7973,8250,428,495,22202,21190,660841,386797,33496,32283,34524,37983,3317,2839,88,53,13,18,39479,41444
