,assistsplayer_10,assistsplayer_2,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,baron_team200,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,dragon_team200,gameMode,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,inhibs_lost_team100,inhibs_lost_team200,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_1,killsplayer_10,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,riftherald_team100,riftherald_team300,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,assistsplayer_1,deathsplayer_6,riftherald_team200,ward_player_0,baron_team100,killsplayer_0,team_deathsplayer_100,team_deathsplayer_200,team_goldPerSecond_100,team_goldPerSecond_200,team_jungleMinionsKilled_100,team_jungleMinionsKilled_200,team_killsplayer_100,team_killsplayer_200,team_level_100,team_level_200,team_magicDamageDoneToChampions_100,team_magicDamageDoneToChampions_200,team_minionsKilled_100,team_minionsKilled_200,team_physicalDamageDoneToChampions_100,team_physicalDamageDoneToChampions_200,team_timeEnemySpentControlled_100,team_timeEnemySpentControlled_200,team_totalDamageDoneToChampions_100,team_totalDamageDoneToChampions_200,team_totalGold_100,team_totalGold_200,team_trueDamageDoneToChampions_100,team_trueDamageDoneToChampions_200,team_ward_player_100,team_ward_player_200,team_assistsplayer_100,team_assistsplayer_200,team_xp_100,team_xp_200
88,8.0,5.0,2.0,9.0,6.0,4.0,3.0,3.0,1.0,0.0,91.0,685.0,1402.0,84.0,972.0,1108.0,1446.0,1449.0,643.0,377.0,5.0,4.0,3.0,3.0,3.0,4.0,2.0,5.0,7.0,4.0,0.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,127.0,4.0,0.0,0.0,0.0,96.0,1.0,8.0,1.0,1.0,5.0,6.0,3.0,3.0,6.0,6.0,3.0,2.0,12.0,9.0,12.0,13.0,11.0,9.0,13.0,12.0,12.0,10.0,266.0,2670.0,691.0,7673.0,1232.0,1235.0,12236.0,866.0,1999.0,0.0,151.0,11.0,24.0,155.0,153.0,31.0,154.0,32.0,131.0,118.0,5473.0,381.0,4700.0,398.0,9534.0,1099.0,3404.0,9462.0,5558.0,8201.0,0.0,0.0,21270.0,69394.0,92050.0,305333.0,66107.0,33223.0,415876.0,203908.0,63376.0,58901.0,1200347.0,5740.0,3052.0,5594.0,8171.0,11125.0,2667.0,15640.0,10546.0,8988.0,8201.0,7156.0,5570.0,8102.0,8638.0,7887.0,5298.0,8831.0,9334.0,6948.0,6697.0,6.0,8.0,0.0,0.0,202.0,100.0,357.0,332.0,0.0,217.0,1430.0,0.0,6.0,28.0,8.0,8.0,50.0,32.0,8.0,6.0,13.0,9.0,100.0,9074.0,5655.0,9507.0,10537.0,8267.0,5056.0,11030.0,9272.0,8854.0,6606.0,2.0,0.0,2.0,3.0,1.0,0.0,18,18,30,30,135,105,18,18,57,56,11097,17771,514,446,21204,27006,517983,811455,33297,46427,37081,37380,991,1647,104,64,24,19,42441,41417
89,7.0,10.0,3.0,6.0,11.0,5.0,10.0,13.0,9.0,1.0,672.0,641.0,421.0,339.0,1941.0,676.0,364.0,582.0,795.0,380.0,5.0,3.0,7.0,6.0,4.0,8.0,5.0,5.0,3.0,4.0,2.0,CLASSIC,MATCHED_GAME,11.18.395.7538,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,84.0,4.0,0.0,0.0,90.0,20.0,0.0,20.0,4.0,3.0,2.0,8.0,4.0,2.0,15.0,2.0,6.0,4.0,12.0,10.0,11.0,12.0,11.0,10.0,11.0,11.0,12.0,12.0,7997.0,3354.0,9355.0,2485.0,350.0,4820.0,417.0,9515.0,13119.0,820.0,91.0,25.0,18.0,112.0,156.0,26.0,25.0,63.0,132.0,164.0,2401.0,1610.0,170.0,8336.0,9398.0,1138.0,12565.0,4497.0,1531.0,11037.0,0.0,1.0,254080.0,57618.0,427942.0,111693.0,71325.0,35779.0,183698.0,66235.0,210810.0,37867.0,1200440.0,10728.0,5148.0,10144.0,12575.0,9748.0,6997.0,18430.0,14378.0,14650.0,11858.0,7662.0,6226.0,6531.0,8459.0,7816.0,6106.0,11579.0,6632.0,8625.0,10025.0,8.0,5.0,329.0,184.0,617.0,1753.0,0.0,1037.0,5447.0,366.0,0.0,0.0,9.0,41.0,12.0,10.0,51.0,37.0,2.0,3.0,8.0,15.0,100.0,9165.0,6446.0,7742.0,8755.0,8325.0,6265.0,8482.0,8198.0,9610.0,9330.0,9.0,4.0,1.0,0.0,1.0,0.0,30,20,30,30,92,130,20,30,56,56,25007,27225,403,409,21443,31240,900819,556228,50192,64464,36574,43087,3736,5997,119,69,39,44,40252,42066
90,2.0,7.0,3.0,8.0,4.0,2.0,0.0,2.0,3.0,0.0,1133.0,260.0,1466.0,2807.0,574.0,340.0,1410.0,484.0,868.0,188.0,0.0,4.0,1.0,2.0,2.0,4.0,5.0,9.0,0.0,4.0,0.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,117.0,4.0,4.0,0.0,4.0,83.0,1.0,1.0,0.0,2.0,5.0,4.0,3.0,7.0,0.0,3.0,2.0,2.0,13.0,9.0,13.0,13.0,12.0,11.0,12.0,11.0,12.0,10.0,3654.0,3452.0,1652.0,0.0,296.0,9597.0,7097.0,0.0,2119.0,3516.0,140.0,12.0,15.0,154.0,145.0,13.0,159.0,3.0,141.0,130.0,883.0,768.0,8026.0,5404.0,8048.0,518.0,1345.0,4547.0,8637.0,159.0,0.0,1.0,12747.0,13941.0,473530.0,56973.0,101568.0,102561.0,36432.0,152045.0,99388.0,585053.0,1200339.0,4537.0,4382.0,10271.0,7093.0,8561.0,10849.0,8443.0,5578.0,11946.0,3675.0,6508.0,4835.0,8531.0,9457.0,8199.0,7040.0,6410.0,6209.0,7903.0,6738.0,0.0,11.0,0.0,162.0,592.0,1688.0,216.0,733.0,0.0,1031.0,1189.0,0.0,8.0,13.0,15.0,8.0,21.0,20.0,6.0,6.0,8.0,4.0,100.0,10459.0,6015.0,10249.0,11271.0,8670.0,7365.0,9677.0,7313.0,9455.0,6903.0,0.0,1.0,0.0,0.0,0.0,0.0,9,19,30,30,129,89,19,9,62,54,15199,16184,467,445,22879,15456,747379,886859,41311,34024,39735,32095,3229,2382,72,37,22,9,48014,39363
91,4.0,3.0,1.0,0.0,0.0,1.0,4.0,0.0,3.0,1.0,36.0,40.0,1669.0,56.0,309.0,164.0,127.0,1943.0,470.0,90.0,1.0,0.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,2.0,3.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,138.0,6.0,0.0,0.0,4.0,101.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,11.0,9.0,11.0,12.0,10.0,8.0,11.0,11.0,12.0,11.0,644.0,1548.0,1085.0,3543.0,726.0,2295.0,748.0,364.0,7221.0,0.0,126.0,30.0,8.0,147.0,152.0,9.0,120.0,34.0,165.0,166.0,5217.0,253.0,810.0,919.0,3535.0,363.0,4988.0,5059.0,991.0,4864.0,2.0,0.0,81680.0,34485.0,93801.0,189861.0,37461.0,88985.0,332825.0,135876.0,425051.0,28576.0,1200430.0,6446.0,2136.0,1978.0,4463.0,4301.0,3015.0,5736.0,5447.0,8212.0,4864.0,7086.0,4590.0,6859.0,5906.0,6044.0,4339.0,6147.0,6968.0,7305.0,7550.0,7.0,3.0,584.0,334.0,82.0,0.0,40.0,356.0,0.0,24.0,0.0,0.0,14.0,52.0,48.0,7.0,14.0,48.0,11.0,7.0,14.0,12.0,200.0,8033.0,5873.0,8183.0,9267.0,6707.0,4697.0,8134.0,8010.0,9555.0,7613.0,1.0,2.0,0.0,0.0,0.0,0.0,8,3,30,30,148,105,3,8,52,54,8293,9881,442,515,10844,16155,491788,956813,20203,26395,30234,32560,1062,358,131,96,5,12,36887,39185
92,10.0,3.0,6.0,0.0,4.0,2.0,8.0,2.0,11.0,1.0,304.0,1496.0,570.0,41.0,121.0,417.0,473.0,653.0,2573.0,1041.0,3.0,3.0,3.0,5.0,6.0,9.0,3.0,4.0,1.0,0.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,112.0,0.0,0.0,0.0,0.0,99.0,10.0,10.0,5.0,3.0,6.0,0.0,0.0,5.0,2.0,7.0,4.0,10.0,12.0,10.0,12.0,12.0,9.0,8.0,11.0,12.0,12.0,13.0,7343.0,4118.0,472.0,305.0,254.0,6111.0,1413.0,7908.0,0.0,22057.0,135.0,36.0,29.0,146.0,78.0,8.0,96.0,26.0,140.0,150.0,4728.0,689.0,7160.0,8485.0,3446.0,323.0,6298.0,254.0,6760.0,491.0,1.0,1.0,69337.0,315791.0,212766.0,30888.0,15031.0,57173.0,18106.0,449424.0,84910.0,425947.0,1200367.0,12072.0,5441.0,7805.0,8981.0,3700.0,6680.0,8064.0,9160.0,6760.0,22944.0,7939.0,6401.0,8260.0,6251.0,4671.0,6032.0,5598.0,8488.0,7453.0,11881.0,7.0,1.0,0.0,633.0,172.0,190.0,0.0,246.0,352.0,997.0,0.0,395.0,177.0,14.0,3.0,6.0,6.0,18.0,8.0,3.0,8.0,6.0,200.0,9891.0,7013.0,8758.0,8614.0,5638.0,4540.0,8521.0,8858.0,9757.0,10241.0,4.0,5.0,0.0,0.0,0.0,0.0,26,16,30,30,116,119,16,26,53,58,14485,35496,396,448,24142,14492,385195,1294178,39238,52369,33153,39821,608,2377,210,39,17,33,37441,44390
93,9.0,6.0,3.0,2.0,7.0,1.0,4.0,3.0,0.0,0.0,1168.0,765.0,431.0,224.0,1241.0,965.0,244.0,279.0,719.0,605.0,2.0,2.0,3.0,5.0,3.0,6.0,4.0,4.0,1.0,2.0,3.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,96.0,0.0,4.0,0.0,0.0,127.0,4.0,8.0,4.0,0.0,5.0,2.0,4.0,2.0,2.0,5.0,8.0,3.0,12.0,10.0,12.0,13.0,12.0,10.0,12.0,13.0,12.0,12.0,641.0,2969.0,8076.0,1323.0,440.0,2471.0,372.0,1505.0,11213.0,0.0,139.0,35.0,31.0,162.0,157.0,25.0,118.0,41.0,118.0,186.0,8207.0,1108.0,528.0,7370.0,7109.0,433.0,6600.0,7851.0,150.0,7119.0,0.0,1.0,65824.0,96067.0,488499.0,429925.0,113018.0,44223.0,64069.0,115640.0,65861.0,5978.0,1200294.0,9579.0,4635.0,9776.0,8693.0,7549.0,3452.0,10536.0,10257.0,11641.0,7119.0,7423.0,5500.0,7621.0,7739.0,7936.0,5895.0,6294.0,9139.0,8664.0,7995.0,5.0,9.0,730.0,557.0,1172.0,0.0,0.0,548.0,3564.0,901.0,277.0,0.0,12.0,23.0,8.0,12.0,78.0,38.0,7.0,4.0,11.0,11.0,100.0,8672.0,6286.0,9183.0,10160.0,8930.0,6397.0,9136.0,10298.0,9196.0,9527.0,2.0,6.0,1.0,0.0,2.0,1.0,19,17,30,30,100,143,17,18,59,59,12951,16059,514,498,23647,22828,1141489,347615,39049,44188,36614,37592,2450,5299,148,56,20,17,43342,44443
94,12.0,4.0,2.0,1.0,4.0,6.0,5.0,5.0,8.0,0.0,358.0,105.0,291.0,652.0,659.0,25.0,753.0,299.0,136.0,273.0,6.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,96.0,0.0,4.0,0.0,8.0,112.0,4.0,4.0,0.0,1.0,0.0,3.0,4.0,2.0,3.0,7.0,3.0,4.0,11.0,9.0,10.0,10.0,12.0,8.0,12.0,12.0,11.0,12.0,5945.0,3019.0,308.0,0.0,2514.0,2612.0,6507.0,318.0,4556.0,3464.0,139.0,6.0,14.0,70.0,162.0,24.0,124.0,31.0,92.0,149.0,1767.0,1411.0,6102.0,5802.0,5099.0,448.0,3353.0,8007.0,1479.0,9349.0,0.0,1.0,31543.0,57501.0,118585.0,93470.0,8751.0,39240.0,623379.0,416746.0,122071.0,341353.0,1200410.0,7713.0,4844.0,6815.0,6764.0,7614.0,3547.0,9860.0,9166.0,6036.0,12897.0,6563.0,5430.0,6041.0,7172.0,8507.0,4770.0,8453.0,9764.0,6311.0,9073.0,6.0,1.0,0.0,414.0,405.0,962.0,0.0,486.0,0.0,841.0,0.0,84.0,6.0,93.0,7.0,7.0,9.0,17.0,7.0,6.0,14.0,8.0,200.0,8307.0,5827.0,6774.0,6788.0,8606.0,4472.0,9222.0,8615.0,7541.0,8884.0,4.0,3.0,1.0,56.0,0.0,0.0,18,9,30,30,104,128,9,18,51,56,11379,17864,409,402,19218,23599,291589,1561050,32453,42803,33053,39031,1853,1339,46,128,15,36,34947,40089
95,10.0,5.0,6.0,1.0,1.0,2.0,5.0,5.0,6.0,1.0,759.0,199.0,941.0,691.0,629.0,-13.0,352.0,338.0,273.0,764.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,6.0,2.0,2.0,4.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,124.0,7.0,1.0,0.0,0.0,108.0,8.0,0.0,3.0,0.0,8.0,0.0,1.0,6.0,3.0,2.0,9.0,3.0,12.0,10.0,12.0,12.0,10.0,9.0,12.0,12.0,12.0,11.0,176.0,974.0,0.0,567.0,9318.0,0.0,1536.0,487.0,9280.0,2776.0,134.0,35.0,23.0,166.0,100.0,37.0,113.0,30.0,138.0,134.0,9195.0,1435.0,9790.0,6867.0,301.0,4612.0,5378.0,6609.0,2039.0,7079.0,1.0,1.0,72728.0,111901.0,224262.0,16479.0,7333.0,50132.0,125811.0,84055.0,71996.0,64639.0,1200332.0,9775.0,2766.0,10452.0,7920.0,9619.0,5383.0,7256.0,7556.0,14405.0,10107.0,8184.0,4874.0,9441.0,8099.0,5779.0,6967.0,6595.0,6678.0,9452.0,7439.0,11.0,8.0,404.0,356.0,661.0,486.0,0.0,771.0,342.0,460.0,3086.0,252.0,6.0,57.0,5.0,15.0,10.0,80.0,16.0,4.0,103.0,15.0,100.0,9508.0,6599.0,9894.0,9828.0,6365.0,5922.0,8732.0,9331.0,9798.0,7889.0,4.0,4.0,0.0,0.0,1.0,0.0,17,18,30,30,136,116,18,17,55,57,10061,15053,460,450,30765,22540,370934,458402,43149,42090,38470,35038,2322,4496,116,195,17,28,41517,42349
96,2.0,9.0,4.0,2.0,12.0,1.0,4.0,2.0,4.0,0.0,1119.0,1250.0,1241.0,957.0,512.0,372.0,997.0,424.0,589.0,668.0,5.0,6.0,0.0,0.0,3.0,1.0,3.0,3.0,4.0,3.0,0.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,102.0,12.0,5.0,0.0,0.0,102.0,0.0,0.0,3.0,2.0,3.0,9.0,4.0,1.0,2.0,3.0,2.0,0.0,12.0,8.0,11.0,12.0,12.0,9.0,11.0,11.0,11.0,10.0,2087.0,0.0,2507.0,996.0,230.0,1936.0,6613.0,863.0,4304.0,4358.0,138.0,30.0,29.0,154.0,163.0,27.0,140.0,8.0,139.0,125.0,7789.0,2233.0,3444.0,9415.0,6514.0,1000.0,3496.0,5956.0,690.0,581.0,1.0,0.0,68267.0,33773.0,548242.0,67378.0,69941.0,30978.0,282703.0,175887.0,75821.0,208430.0,1200355.0,10069.0,2869.0,6285.0,10793.0,6759.0,3365.0,10110.0,7944.0,6316.0,5096.0,7669.0,5520.0,7841.0,9716.0,8612.0,5497.0,6812.0,7389.0,6779.0,6118.0,1.0,8.0,192.0,636.0,334.0,382.0,14.0,428.0,0.0,1124.0,1320.0,156.0,7.0,31.0,5.0,16.0,10.0,25.0,18.0,5.0,30.0,10.0,100.0,9017.0,4979.0,8278.0,9834.0,8722.0,5582.0,8402.0,7689.0,8133.0,6685.0,3.0,4.0,1.0,0.0,1.0,0.0,9,20,30,30,127,102,20,9,56,51,7756,16138,511,442,28162,12956,784806,776614,37271,32335,39335,32618,1350,3236,63,94,30,13,41433,35888
97,6.0,6.0,4.0,4.0,8.0,3.0,3.0,2.0,8.0,0.0,777.0,173.0,1622.0,181.0,722.0,167.0,1224.0,1668.0,261.0,598.0,2.0,3.0,2.0,1.0,4.0,5.0,3.0,4.0,4.0,1.0,2.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.0,0.0,0.0,4.0,18.0,120.0,4.0,0.0,4.0,1.0,5.0,5.0,1.0,1.0,2.0,5.0,5.0,1.0,12.0,9.0,12.0,13.0,11.0,9.0,13.0,11.0,12.0,11.0,238.0,5213.0,5719.0,10339.0,0.0,10186.0,6404.0,1463.0,7071.0,355.0,134.0,14.0,18.0,168.0,143.0,12.0,145.0,18.0,131.0,158.0,14175.0,511.0,1274.0,1569.0,6208.0,724.0,5080.0,7959.0,585.0,9003.0,0.0,1.0,158910.0,129946.0,333824.0,405735.0,41187.0,198605.0,560450.0,562654.0,16943.0,42351.0,1200391.0,14413.0,5724.0,7450.0,12009.0,6208.0,11550.0,11735.0,9960.0,8438.0,10558.0,7292.0,4983.0,8372.0,8361.0,7097.0,5227.0,8039.0,7758.0,7441.0,6923.0,1.0,7.0,0.0,0.0,456.0,100.0,0.0,640.0,250.0,536.0,780.0,1198.0,8.0,17.0,5.0,9.0,8.0,29.0,7.0,17.0,9.0,12.0,100.0,9034.0,5199.0,8865.0,10498.0,7739.0,5129.0,10287.0,8300.0,8743.0,8472.0,1.0,3.0,0.0,0.0,1.0,1.0,14,17,30,30,95,142,16,14,57,56,26482,20506,475,466,23950,23138,1138261,1312344,51630,46415,36349,35144,1196,2764,59,62,23,22,41265,41001
98,3.0,6.0,5.0,6.0,9.0,1.0,3.0,2.0,2.0,0.0,295.0,409.0,1106.0,1330.0,884.0,776.0,537.0,114.0,286.0,155.0,5.0,5.0,0.0,1.0,3.0,3.0,8.0,7.0,5.0,3.0,0.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,151.0,4.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,2.0,13.0,10.0,2.0,0.0,6.0,2.0,0.0,2.0,12.0,9.0,14.0,12.0,10.0,10.0,12.0,10.0,11.0,9.0,5609.0,2397.0,651.0,9374.0,2649.0,1553.0,11507.0,260.0,4663.0,179.0,142.0,24.0,49.0,136.0,133.0,35.0,118.0,21.0,107.0,143.0,192.0,1624.0,14777.0,2206.0,4925.0,1263.0,1526.0,4710.0,332.0,4140.0,1.0,0.0,89419.0,86751.0,502123.0,90589.0,156739.0,34127.0,314203.0,148458.0,166338.0,79602.0,1200390.0,5802.0,4685.0,16206.0,11905.0,7634.0,2816.0,14398.0,5373.0,4995.0,4320.0,6670.0,4684.0,12681.0,10230.0,7594.0,6400.0,7912.0,5929.0,5081.0,6705.0,0.0,9.0,0.0,664.0,778.0,324.0,60.0,0.0,1364.0,402.0,0.0,0.0,11.0,19.0,5.0,13.0,8.0,11.0,50.0,1.0,7.0,24.0,100.0,9127.0,5689.0,12753.0,9416.0,6939.0,6565.0,9375.0,6600.0,7925.0,6027.0,0.0,0.0,1.0,0.0,0.0,0.0,12,25,30,30,168,81,25,12,58,51,19836,19006,495,413,23363,12332,872997,795352,44363,33771,43575,30311,1162,2430,48,101,26,11,44800,35616
99,5.0,1.0,2.0,5.0,9.0,2.0,9.0,14.0,6.0,1.0,659.0,592.0,-56.0,588.0,457.0,545.0,1263.0,487.0,1039.0,1479.0,5.0,2.0,4.0,8.0,7.0,5.0,8.0,1.0,4.0,1.0,4.0,CLASSIC,MATCHED_GAME,11.19.398.9466,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,1.0,1.0,4.0,103.0,98.0,4.0,0.0,0.0,9.0,0.0,1.0,12.0,3.0,8.0,4.0,1.0,7.0,2.0,5.0,2.0,7.0,7.0,12.0,12.0,10.0,11.0,10.0,9.0,13.0,9.0,13.0,12.0,1659.0,0.0,261.0,1245.0,962.0,6529.0,1545.0,5062.0,15818.0,0.0,144.0,13.0,9.0,118.0,116.0,33.0,142.0,14.0,122.0,104.0,11533.0,7797.0,4257.0,4975.0,16654.0,1943.0,7134.0,1066.0,359.0,10680.0,1.0,0.0,9213.0,220697.0,113576.0,49870.0,101192.0,55688.0,397051.0,277261.0,85237.0,13743.0,1200250.0,13241.0,9925.0,4687.0,6296.0,17628.0,10196.0,8819.0,6564.0,16178.0,14528.0,8234.0,8582.0,7529.0,6008.0,9021.0,6245.0,7738.0,5761.0,9923.0,8279.0,9.0,5.0,48.0,2128.0,168.0,75.0,11.0,1723.0,140.0,436.0,0.0,3847.0,28.0,1.0,5.0,13.0,17.0,36.0,9.0,48.0,2.0,12.0,200.0,9077.0,9380.0,7178.0,7742.0,7118.0,6115.0,11112.0,5319.0,10328.0,8824.0,2.0,2.0,1.0,0.0,0.0,0.0,29,17,30,30,106,125,17,29,52,59,10656,22425,420,395,39362,27036,329539,993989,52048,56014,37037,40283,2025,6551,99,72,19,36,37230,44963
100,7.0,6.0,7.0,2.0,0.0,1.0,5.0,6.0,2.0,1.0,1230.0,-208.0,287.0,188.0,374.0,1090.0,119.0,780.0,729.0,472.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0,2.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,107.0,0.0,8.0,0.0,16.0,111.0,8.0,16.0,1.0,1.0,5.0,1.0,4.0,5.0,5.0,5.0,1.0,4.0,12.0,8.0,12.0,10.0,11.0,12.0,13.0,12.0,12.0,12.0,1507.0,3237.0,9337.0,3671.0,205.0,6393.0,2715.0,560.0,3904.0,9662.0,173.0,16.0,7.0,14.0,170.0,125.0,156.0,26.0,132.0,127.0,5566.0,444.0,602.0,309.0,8175.0,1503.0,6205.0,9302.0,450.0,122.0,0.0,1.0,43166.0,45747.0,226368.0,69195.0,19650.0,20772.0,68668.0,141365.0,218386.0,89904.0,1200377.0,7073.0,4305.0,10388.0,4128.0,8380.0,8136.0,9484.0,10370.0,4354.0,9963.0,7255.0,4607.0,8202.0,5013.0,8474.0,6790.0,9844.0,8970.0,6829.0,8072.0,5.0,3.0,0.0,623.0,448.0,148.0,0.0,240.0,564.0,508.0,0.0,178.0,9.0,27.0,9.0,19.0,15.0,6.0,10.0,6.0,12.0,11.0,200.0,9916.0,4398.0,9176.0,7021.0,8547.0,9600.0,10097.0,8842.0,9883.0,9394.0,3.0,2.0,1.0,7.0,0.0,0.0,16,16,30,30,119,151,16,16,57,57,21113,20078,489,457,16155,16523,379151,564070,38105,38476,35734,38322,836,1873,58,66,18,21,44260,42614
