,assistsplayer_10,assistsplayer_2,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_7,assistsplayer_8,assistsplayer_9,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_9,dragon_team100,dragon_team200,gameMode,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_1,killsplayer_10,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,riftherald_team100,riftherald_team200,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,assistsplayer_1,baron_team100,deathsplayer_7,deathsplayer_8,inhibs_lost_team200,killsplayer_2,riftherald_team300,inhibs_lost_team100,assistsplayer_6,ward_player_0,baron_team200,killsplayer_0,team_deathsplayer_100,team_deathsplayer_200,team_goldPerSecond_100,team_goldPerSecond_200,team_jungleMinionsKilled_100,team_jungleMinionsKilled_200,team_killsplayer_100,team_killsplayer_200,team_level_100,team_level_200,team_magicDamageDoneToChampions_100,team_magicDamageDoneToChampions_200,team_minionsKilled_100,team_minionsKilled_200,team_physicalDamageDoneToChampions_100,team_physicalDamageDoneToChampions_200,team_timeEnemySpentControlled_100,team_timeEnemySpentControlled_200,team_totalDamageDoneToChampions_100,team_totalDamageDoneToChampions_200,team_totalGold_100,team_totalGold_200,team_trueDamageDoneToChampions_100,team_trueDamageDoneToChampions_200,team_ward_player_100,team_ward_player_200,team_assistsplayer_100,team_assistsplayer_200,team_xp_100,team_xp_200
263,11.0,10.0,3.0,9.0,10.0,6.0,5.0,7.0,691.0,364.0,758.0,919.0,645.0,732.0,275.0,595.0,727.0,719.0,2.0,5.0,4.0,5.0,4.0,4.0,7.0,3.0,0.0,4.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,2.0,105.0,0.0,4.0,12.0,5.0,6.0,1.0,1.0,2.0,6.0,5.0,1.0,12.0,10.0,12.0,11.0,11.0,9.0,10.0,12.0,11.0,13.0,0.0,5975.0,9061.0,9597.0,582.0,1862.0,6673.0,2321.0,2669.0,8063.0,102.0,10.0,29.0,123.0,132.0,30.0,57.0,32.0,138.0,165.0,11766.0,1590.0,387.0,1197.0,8859.0,438.0,1085.0,8443.0,13211.0,213.0,2.0,0.0,77399.0,147310.0,290797.0,346504.0,87049.0,76985.0,102219.0,359883.0,0.0,483243.0,1200371.0,11888.0,8377.0,11108.0,11459.0,9442.0,2301.0,8227.0,11126.0,17132.0,8366.0,10685.0,7489.0,7973.0,7429.0,6845.0,5152.0,5325.0,8920.0,7802.0,6954.0,11.0,3.0,122.0,811.0,1658.0,664.0,0.0,0.0,468.0,361.0,1251.0,89.0,10.0,60.0,5.0,6.0,44.0,35.0,6.0,13.0,15.0,13.0,200.0,8798.0,6307.0,8786.0,8535.0,7618.0,5367.0,6501.0,9506.0,7373.0,9960.0,6.0,1.0,3.0,6.0,0.0,4.0,0.0,3.0,7.0,0.0,1.0,0.0,19,24,30,30,95,111,24,19,55,56,21102,25701,416,402,22647,24542,878734,1092655,46198,53228,38084,36490,2444,2980,100,107,38,36,39104,39647
264,7.0,7.0,6.0,4.0,7.0,2.0,3.0,5.0,2300.0,453.0,438.0,556.0,899.0,686.0,1451.0,249.0,368.0,559.0,1.0,7.0,2.0,3.0,3.0,3.0,4.0,6.0,3.0,0.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,8.0,0.0,149.0,8.0,0.0,2.0,8.0,70.0,0.0,0.0,3.0,1.0,2.0,8.0,6.0,1.0,7.0,3.0,0.0,12.0,8.0,14.0,13.0,11.0,10.0,12.0,11.0,13.0,10.0,5728.0,1633.0,0.0,1967.0,110.0,7931.0,612.0,645.0,9667.0,0.0,156.0,25.0,33.0,141.0,128.0,21.0,169.0,26.0,152.0,120.0,1334.0,789.0,14178.0,6398.0,12203.0,708.0,5897.0,8892.0,682.0,3505.0,1.0,0.0,184628.0,29195.0,291667.0,87941.0,35079.0,142084.0,75747.0,129558.0,220950.0,40476.0,1200487.0,7736.0,2787.0,14970.0,10164.0,12361.0,8893.0,6510.0,10212.0,10350.0,3505.0,7955.0,4873.0,10628.0,7621.0,9449.0,7001.0,7201.0,8439.0,7008.0,5959.0,1.0,9.0,673.0,364.0,792.0,1798.0,48.0,254.0,0.0,674.0,0.0,0.0,58.0,36.0,4.0,8.0,9.0,27.0,4.0,6.0,9.0,5.0,100.0,9928.0,4964.0,11575.0,10457.0,8045.0,6290.0,9467.0,7496.0,10581.0,6252.0,3.0,1.0,5.0,4.0,2.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,12,26,30,30,167,78,26,12,60,54,15736,12557,479,492,34821,19765,741399,495926,54124,33364,42654,33480,3565,1038,106,60,27,18,46295,38760
265,10.0,12.0,4.0,3.0,11.0,5.0,5.0,8.0,1306.0,133.0,1362.0,659.0,1653.0,500.0,1641.0,283.0,596.0,706.0,4.0,8.0,2.0,4.0,4.0,7.0,6.0,6.0,2.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,11.0,10.0,0.0,0.0,107.0,0.0,4.0,5.0,2.0,11.0,8.0,3.0,4.0,8.0,2.0,4.0,13.0,9.0,12.0,14.0,12.0,9.0,12.0,13.0,11.0,11.0,0.0,3571.0,9114.0,1124.0,463.0,3522.0,11744.0,528.0,8965.0,2090.0,108.0,30.0,18.0,170.0,161.0,21.0,131.0,59.0,128.0,139.0,9453.0,1173.0,771.0,13557.0,12705.0,1376.0,911.0,15351.0,1733.0,11155.0,1.0,0.0,110476.0,112261.0,373657.0,210656.0,139424.0,67984.0,604722.0,431548.0,358908.0,3336.0,1200396.0,12611.0,5060.0,10781.0,16103.0,13966.0,5289.0,14693.0,17229.0,10739.0,13246.0,7506.0,5493.0,7547.0,12179.0,10053.0,6315.0,8131.0,10217.0,6811.0,8606.0,2.0,8.0,3157.0,315.0,896.0,1421.0,798.0,390.0,2037.0,1349.0,40.0,0.0,8.0,27.0,9.0,12.0,8.0,28.0,8.0,5.0,8.0,9.0,100.0,10075.0,6016.0,9820.0,12309.0,9924.0,6102.0,9784.0,10288.0,8510.0,8357.0,3.0,0.0,4.0,6.0,1.0,3.0,0.0,0.0,1.0,6.0,1.0,1.0,21,30,30,30,120,111,30,20,60,56,14223,26898,478,487,37862,30323,902197,1510775,58750,60967,43600,39258,6662,3741,65,57,33,29,48230,42955
266,5.0,9.0,2.0,6.0,11.0,1.0,3.0,0.0,570.0,353.0,1499.0,1341.0,1704.0,469.0,512.0,257.0,416.0,305.0,4.0,4.0,3.0,3.0,3.0,0.0,5.0,6.0,3.0,1.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,4.0,0.0,126.0,0.0,2.0,0.0,0.0,118.0,8.0,0.0,3.0,0.0,2.0,9.0,1.0,5.0,6.0,1.0,1.0,14.0,9.0,13.0,13.0,12.0,11.0,12.0,12.0,12.0,12.0,1043.0,1704.0,300.0,9249.0,9306.0,2969.0,8171.0,2109.0,509.0,1108.0,157.0,29.0,20.0,146.0,132.0,24.0,116.0,16.0,172.0,157.0,12741.0,1049.0,9721.0,485.0,1140.0,1365.0,2092.0,5833.0,6541.0,5989.0,0.0,1.0,175638.0,67986.0,234303.0,173631.0,12530.0,158148.0,18693.0,279753.0,108313.0,0.0,1200398.0,15640.0,2955.0,10541.0,9931.0,11031.0,4492.0,10434.0,9127.0,7051.0,7098.0,9100.0,4678.0,8939.0,6916.0,9653.0,6044.0,7537.0,8556.0,8001.0,7170.0,3.0,8.0,1855.0,201.0,520.0,196.0,585.0,158.0,170.0,1183.0,0.0,0.0,8.0,25.0,83.0,11.0,5.0,97.0,8.0,3.0,14.0,9.0,100.0,11479.0,5369.0,10387.0,9995.0,9515.0,7834.0,9903.0,9258.0,9283.0,8771.0,5.0,1.0,3.0,3.0,1.0,6.0,0.0,0.0,0.0,68.0,0.0,0.0,13,21,30,30,132,126,21,13,63,57,22867,13601,479,490,25452,21504,754250,474745,51635,36665,40652,35942,3314,1554,204,59,33,9,49210,42584
267,13.0,5.0,3.0,1.0,3.0,12.0,5.0,4.0,549.0,178.0,805.0,552.0,79.0,128.0,455.0,186.0,633.0,331.0,5.0,2.0,3.0,2.0,6.0,5.0,4.0,3.0,1.0,2.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,4.0,102.0,0.0,3.0,2.0,2.0,5.0,2.0,1.0,8.0,2.0,3.0,6.0,11.0,10.0,11.0,12.0,10.0,9.0,12.0,11.0,10.0,10.0,7381.0,2564.0,6239.0,80.0,1075.0,4538.0,1013.0,8053.0,0.0,739.0,100.0,7.0,15.0,147.0,138.0,33.0,132.0,54.0,83.0,115.0,1034.0,778.0,2136.0,8646.0,5585.0,387.0,9817.0,508.0,4781.0,8674.0,0.0,2.0,50671.0,92309.0,148608.0,95802.0,7861.0,191320.0,192286.0,254290.0,95997.0,23449.0,1200416.0,9008.0,3343.0,8597.0,9169.0,6762.0,5235.0,14050.0,9590.0,5530.0,9414.0,6119.0,6038.0,7770.0,8327.0,7204.0,4958.0,9745.0,8161.0,7333.0,7706.0,10.0,1.0,592.0,0.0,222.0,442.0,101.0,310.0,3219.0,1028.0,748.0,0.0,5.0,25.0,26.0,6.0,7.0,19.0,10.0,3.0,4.0,9.0,200.0,8330.0,6798.0,8256.0,8592.0,6827.0,5501.0,9812.0,8503.0,7293.0,6742.0,3.0,0.0,3.0,3.0,0.0,5.0,0.0,2.0,4.0,0.0,0.0,0.0,21,15,30,30,104,109,15,21,53,53,19313,12369,433,391,17788,24558,494262,658331,38771,41927,34378,38983,1667,4995,63,51,15,38,37506,39148
268,12.0,3.0,5.0,3.0,12.0,10.0,11.0,12.0,758.0,497.0,378.0,688.0,673.0,235.0,266.0,299.0,132.0,302.0,8.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,0.0,3.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,4.0,0.0,0.0,12.0,120.0,12.0,12.0,3.0,1.0,4.0,6.0,1.0,8.0,11.0,2.0,3.0,10.0,8.0,10.0,11.0,12.0,8.0,12.0,12.0,12.0,11.0,581.0,3518.0,44.0,12617.0,4971.0,1552.0,3414.0,1447.0,10052.0,312.0,89.0,32.0,29.0,143.0,124.0,29.0,110.0,22.0,154.0,138.0,4382.0,196.0,5601.0,1591.0,892.0,1921.0,11558.0,12088.0,945.0,9534.0,0.0,1.0,133593.0,56343.0,177376.0,168504.0,133708.0,62059.0,54106.0,227945.0,355337.0,122357.0,1200338.0,6216.0,4218.0,6121.0,14647.0,6083.0,3915.0,15615.0,14397.0,11421.0,9934.0,6518.0,5057.0,6228.0,8323.0,8138.0,5585.0,9721.0,11013.0,7967.0,8177.0,5.0,1.0,1252.0,503.0,476.0,438.0,220.0,442.0,642.0,862.0,422.0,88.0,10.0,16.0,6.0,8.0,8.0,23.0,5.0,4.0,9.0,9.0,200.0,7250.0,4615.0,6945.0,7950.0,8759.0,4266.0,9367.0,9346.0,9059.0,8456.0,4.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,11.0,0.0,0.0,0.0,25,16,30,30,88,156,16,25,51,55,19765,18743,414,456,14387,34321,675240,816088,36982,55585,34792,41935,2828,2517,55,43,27,56,35170,40843
269,11.0,3.0,2.0,1.0,4.0,5.0,8.0,8.0,479.0,299.0,215.0,1019.0,113.0,928.0,2406.0,395.0,1133.0,2326.0,11.0,2.0,3.0,6.0,5.0,3.0,2.0,1.0,0.0,1.0,CLASSIC,MATCHED_GAME,11.20.400.7328,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,5.0,72.0,4.0,0.0,0.0,9.0,114.0,4.0,0.0,2.0,0.0,3.0,1.0,1.0,14.0,9.0,3.0,2.0,10.0,9.0,10.0,11.0,10.0,8.0,14.0,13.0,12.0,12.0,1674.0,2485.0,3998.0,6503.0,681.0,2306.0,1423.0,1444.0,15574.0,931.0,92.0,5.0,10.0,123.0,154.0,26.0,144.0,33.0,135.0,176.0,4361.0,409.0,1965.0,514.0,4232.0,775.0,14626.0,7070.0,1656.0,8259.0,0.0,2.0,35145.0,33103.0,105912.0,69356.0,4227.0,62957.0,174535.0,324882.0,495870.0,88167.0,1200366.0,6596.0,2894.0,6427.0,7045.0,5828.0,3691.0,26017.0,8547.0,17328.0,9190.0,5562.0,6299.0,5930.0,6919.0,7228.0,4388.0,11871.0,10320.0,8018.0,9036.0,10.0,0.0,560.0,0.0,462.0,27.0,914.0,609.0,9966.0,32.0,98.0,0.0,6.0,11.0,31.0,6.0,9.0,12.0,4.0,9.0,7.0,34.0,200.0,6814.0,5452.0,6560.0,8270.0,7163.0,4874.0,11654.0,10110.0,9630.0,9866.0,1.0,0.0,1.0,4.0,0.0,3.0,0.0,1.0,5.0,0.0,0.0,0.0,28,10,30,30,77,132,10,28,49,60,15162,21857,405,493,11847,32020,277597,1116557,29587,63976,30027,45544,2572,10096,64,65,11,37,33681,46712
270,7.0,2.0,5.0,3.0,9.0,6.0,5.0,4.0,627.0,493.0,331.0,636.0,420.0,276.0,927.0,1170.0,319.0,665.0,5.0,3.0,3.0,6.0,3.0,8.0,4.0,2.0,2.0,2.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,15.0,0.0,108.0,0.0,5.0,0.0,0.0,94.0,0.0,12.0,2.0,1.0,2.0,6.0,0.0,3.0,10.0,6.0,5.0,13.0,9.0,12.0,12.0,11.0,9.0,13.0,12.0,13.0,12.0,2133.0,6485.0,348.0,2171.0,13936.0,3777.0,7294.0,937.0,14262.0,667.0,170.0,10.0,24.0,149.0,155.0,27.0,127.0,22.0,143.0,169.0,7733.0,898.0,8017.0,6899.0,360.0,1578.0,2780.0,12226.0,295.0,6342.0,1.0,1.0,622285.0,150215.0,173223.0,99560.0,231575.0,61865.0,298135.0,123720.0,311799.0,57371.0,1200345.0,9866.0,7808.0,8657.0,9804.0,14296.0,5936.0,10074.0,14178.0,14558.0,7250.0,9102.0,4968.0,8295.0,7871.0,9645.0,5636.0,7677.0,10105.0,8624.0,8390.0,6.0,6.0,0.0,424.0,290.0,734.0,0.0,580.0,0.0,1014.0,0.0,239.0,8.0,36.0,1.0,15.0,11.0,44.0,10.0,7.0,4.0,12.0,200.0,10433.0,5846.0,8622.0,8773.0,7736.0,5475.0,10232.0,9491.0,10959.0,8778.0,2.0,0.0,3.0,3.0,1.0,5.0,0.0,1.0,8.0,0.0,1.0,0.0,25,15,30,30,128,106,15,25,57,59,22365,29645,525,471,24587,22541,1188508,941240,48559,53868,40549,39764,1604,1677,79,69,21,30,41039,45306
271,12.0,4.0,5.0,3.0,6.0,3.0,5.0,3.0,267.0,732.0,444.0,80.0,574.0,230.0,820.0,1035.0,1212.0,1013.0,5.0,2.0,3.0,3.0,8.0,4.0,5.0,2.0,2.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,19.0,0.0,0.0,4.0,101.0,4.0,4.0,5.0,0.0,9.0,0.0,2.0,7.0,5.0,7.0,4.0,12.0,10.0,12.0,13.0,9.0,10.0,13.0,10.0,12.0,11.0,1964.0,3849.0,7635.0,0.0,188.0,4478.0,13608.0,1303.0,16164.0,204.0,123.0,1.0,20.0,132.0,111.0,27.0,136.0,6.0,119.0,166.0,12598.0,920.0,1390.0,14823.0,7931.0,2205.0,1447.0,7919.0,723.0,12647.0,2.0,0.0,65152.0,110948.0,385461.0,119129.0,32048.0,176227.0,43964.0,288830.0,128589.0,22494.0,1200411.0,15345.0,4770.0,9838.0,15755.0,8120.0,7442.0,15055.0,9959.0,16888.0,12851.0,8812.0,5517.0,7729.0,11675.0,5324.0,5155.0,9180.0,7300.0,8292.0,8703.0,4.0,11.0,782.0,0.0,812.0,932.0,0.0,758.0,0.0,737.0,0.0,0.0,9.0,28.0,3.0,6.0,10.0,110.0,11.0,16.0,12.0,7.0,100.0,9199.0,6372.0,8886.0,10240.0,5659.0,6582.0,10687.0,7281.0,8748.0,8311.0,7.0,1.0,7.0,5.0,5.0,5.0,0.0,0.0,3.0,76.0,0.0,0.0,23,21,30,30,125,113,21,23,56,56,14265,35128,413,428,38947,23656,778017,594825,56500,59523,38695,38992,3284,737,138,74,25,26,40566,41399
272,13.0,5.0,14.0,9.0,16.0,2.0,6.0,4.0,1494.0,707.0,71.0,64.0,708.0,108.0,695.0,998.0,395.0,961.0,8.0,3.0,2.0,0.0,7.0,4.0,4.0,5.0,3.0,0.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,12.0,0.0,134.0,0.0,20.0,0.0,4.0,98.0,4.0,0.0,2.0,1.0,1.0,3.0,4.0,4.0,6.0,6.0,4.0,12.0,10.0,13.0,12.0,12.0,10.0,12.0,11.0,13.0,10.0,2841.0,5753.0,1047.0,6674.0,2497.0,5247.0,6367.0,714.0,8174.0,2632.0,143.0,7.0,26.0,114.0,168.0,14.0,127.0,10.0,179.0,133.0,8603.0,831.0,13169.0,542.0,9513.0,1043.0,3050.0,8892.0,935.0,6687.0,1.0,1.0,55933.0,32436.0,365672.0,241480.0,10404.0,109937.0,77400.0,156386.0,169482.0,12488.0,1200485.0,11445.0,6969.0,15101.0,7216.0,12545.0,6862.0,12035.0,9992.0,9260.0,9319.0,8284.0,5717.0,11681.0,7004.0,8893.0,6933.0,7280.0,7823.0,10350.0,7811.0,2.0,6.0,0.0,384.0,883.0,0.0,534.0,572.0,2617.0,384.0,150.0,0.0,8.0,22.0,2.0,8.0,7.0,34.0,6.0,2.0,3.0,12.0,100.0,8685.0,6489.0,10265.0,9106.0,8854.0,6851.0,9097.0,7748.0,10452.0,6803.0,4.0,0.0,5.0,5.0,1.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,21,22,30,30,166,106,22,21,59,56,18306,23640,465,456,32870,20395,783426,448192,53169,47575,42795,38981,1989,3535,59,45,48,28,43761,40589
273,14.0,3.0,2.0,0.0,4.0,7.0,5.0,9.0,194.0,181.0,406.0,912.0,175.0,639.0,1710.0,117.0,290.0,93.0,4.0,1.0,5.0,3.0,7.0,5.0,4.0,1.0,0.0,3.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,5.0,0.0,100.0,6.0,4.0,0.0,16.0,115.0,1.0,14.0,4.0,4.0,0.0,3.0,0.0,2.0,5.0,6.0,7.0,12.0,10.0,10.0,12.0,9.0,8.0,12.0,11.0,12.0,11.0,646.0,3644.0,48.0,5894.0,1218.0,2945.0,3504.0,894.0,9236.0,2066.0,134.0,6.0,15.0,174.0,126.0,4.0,151.0,11.0,124.0,138.0,9817.0,921.0,3499.0,364.0,6986.0,671.0,1693.0,5644.0,0.0,9710.0,1.0,1.0,35990.0,124140.0,187551.0,25841.0,0.0,116604.0,231129.0,385357.0,50453.0,323789.0,1200365.0,10464.0,4962.0,3822.0,6258.0,8204.0,4264.0,5198.0,6942.0,9236.0,12061.0,7994.0,7296.0,6671.0,6697.0,7285.0,4304.0,7760.0,8507.0,7740.0,9872.0,7.0,3.0,0.0,396.0,274.0,0.0,0.0,648.0,0.0,404.0,0.0,284.0,5.0,31.0,4.0,10.0,7.0,22.0,8.0,4.0,8.0,11.0,200.0,8777.0,6525.0,6927.0,9616.0,5922.0,4314.0,9800.0,8431.0,9918.0,8290.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,24,8,30,30,115,146,8,24,51,56,10751,19344,453,430,21337,17968,365986,1114868,33012,38399,32951,41175,922,1084,48,62,11,37,35556,42964
274,2.0,2.0,1.0,1.0,9.0,1.0,3.0,2.0,434.0,260.0,48.0,806.0,1804.0,778.0,171.0,75.0,865.0,642.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,8.0,4.0,0.0,0.0,128.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,6.0,2.0,3.0,0.0,12.0,7.0,11.0,11.0,11.0,10.0,13.0,11.0,12.0,10.0,0.0,2530.0,297.0,612.0,1337.0,3527.0,10706.0,88.0,4054.0,858.0,147.0,7.0,6.0,129.0,172.0,4.0,127.0,14.0,134.0,122.0,10514.0,684.0,3259.0,4570.0,11545.0,516.0,2614.0,5137.0,994.0,6557.0,2.0,0.0,58658.0,67129.0,236456.0,81681.0,8686.0,110565.0,567354.0,263423.0,33401.0,253871.0,1200375.0,11809.0,3215.0,4173.0,5183.0,13992.0,4044.0,13321.0,5834.0,5470.0,7416.0,6664.0,3935.0,6673.0,6141.0,9179.0,5428.0,7846.0,6940.0,6810.0,5492.0,10.0,5.0,1295.0,0.0,617.0,0.0,1109.0,0.0,0.0,608.0,422.0,0.0,6.0,28.0,5.0,20.0,10.0,45.0,12.0,34.0,10.0,10.0,200.0,9287.0,3926.0,7624.0,7452.0,8420.0,6840.0,10357.0,8374.0,9568.0,6907.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,11,11,30,30,136,128,11,11,55,53,5773,18236,458,404,30404,15986,496046,1185178,39201,35256,34085,31023,3021,1030,86,94,13,8,39623,39132
275,4.0,2.0,5.0,7.0,7.0,4.0,4.0,1.0,228.0,321.0,1711.0,1404.0,53.0,1904.0,697.0,435.0,55.0,1395.0,5.0,4.0,0.0,1.0,2.0,2.0,3.0,4.0,5.0,0.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,4.0,0.0,152.0,12.0,0.0,0.0,2.0,97.0,4.0,4.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,11.0,9.0,14.0,12.0,11.0,11.0,12.0,11.0,13.0,11.0,0.0,3629.0,0.0,8220.0,802.0,0.0,382.0,4392.0,10539.0,681.0,99.0,10.0,24.0,150.0,172.0,32.0,158.0,13.0,168.0,175.0,3124.0,531.0,5755.0,229.0,6546.0,4406.0,4348.0,0.0,241.0,9017.0,2.0,0.0,55718.0,10865.0,251237.0,20480.0,42151.0,61043.0,36299.0,485891.0,64872.0,32504.0,1200390.0,3608.0,4160.0,6475.0,8449.0,7349.0,5457.0,6098.0,4655.0,10781.0,9698.0,6428.0,4521.0,9901.0,7654.0,8713.0,7829.0,7922.0,6595.0,7745.0,7705.0,5.0,11.0,484.0,0.0,720.0,0.0,0.0,1050.0,1367.0,263.0,0.0,0.0,9.0,27.0,10.0,7.0,59.0,23.0,12.0,3.0,12.0,12.0,100.0,7841.0,5916.0,11825.0,9564.0,7993.0,7517.0,9782.0,7526.0,10085.0,7917.0,0.0,1.0,2.0,4.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,10,17,30,30,168,107,16,10,59,56,9022,19623,477,524,20060,14137,430629,630431,31338,35392,40525,34488,2254,1630,108,66,21,14,44740,41226
