,assistsplayer_1,assistsplayer_10,assistsplayer_2,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,baron_team200,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team200,gameMode,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,inhibs_lost_team100,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_1,killsplayer_10,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,riftherald_team100,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,baron_team100,deathsplayer_6,dragon_team100,inhibs_lost_team200,riftherald_team200,riftherald_team300,ward_player_0,killsplayer_5,killsplayer_0,team_deathsplayer_100,team_deathsplayer_200,team_goldPerSecond_100,team_goldPerSecond_200,team_jungleMinionsKilled_100,team_jungleMinionsKilled_200,team_killsplayer_100,team_killsplayer_200,team_level_100,team_level_200,team_magicDamageDoneToChampions_100,team_magicDamageDoneToChampions_200,team_minionsKilled_100,team_minionsKilled_200,team_physicalDamageDoneToChampions_100,team_physicalDamageDoneToChampions_200,team_timeEnemySpentControlled_100,team_timeEnemySpentControlled_200,team_totalDamageDoneToChampions_100,team_totalDamageDoneToChampions_200,team_totalGold_100,team_totalGold_200,team_trueDamageDoneToChampions_100,team_trueDamageDoneToChampions_200,team_ward_player_100,team_ward_player_200,team_assistsplayer_100,team_assistsplayer_200,team_xp_100,team_xp_200
306,0.0,8.0,5.0,4.0,4.0,6.0,1.0,9.0,3.0,2.0,1.0,1059.0,435.0,527.0,400.0,1336.0,373.0,1180.0,771.0,406.0,462.0,7.0,5.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0,2.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,8.0,0.0,0.0,4.0,119.0,8.0,4.0,1.0,0.0,8.0,1.0,5.0,8.0,1.0,6.0,2.0,11.0,9.0,11.0,11.0,11.0,9.0,13.0,12.0,12.0,11.0,328.0,4022.0,591.0,4075.0,2158.0,3796.0,10023.0,772.0,486.0,629.0,135.0,23.0,24.0,109.0,157.0,15.0,148.0,17.0,130.0,141.0,5730.0,619.0,9702.0,167.0,5349.0,951.0,345.0,4361.0,5613.0,6360.0,0.0,112676.0,35376.0,70221.0,103486.0,10437.0,89975.0,155567.0,360680.0,41587.0,13609.0,1200415.0,6058.0,5371.0,10902.0,4488.0,7508.0,5191.0,10747.0,5313.0,6416.0,7009.0,6104.0,4895.0,8252.0,6120.0,8511.0,5173.0,9694.0,8336.0,8571.0,7332.0,9.0,2.0,0.0,729.0,608.0,245.0,0.0,444.0,378.0,179.0,316.0,19.0,6.0,26.0,7.0,11.0,9.0,22.0,9.0,12.0,6.0,11.0,200.0,8319.0,5386.0,7856.0,8297.0,7513.0,5721.0,10117.0,9526.0,9308.0,7321.0,0.0,1.0,1.0,0.0,2.0,0.0,11.0,1.0,1.0,17,17,30,30,85,135,16,17,53,57,10948,15932,440,459,21899,17298,386795,606819,34147,34856,34160,38828,1297,1621,55,64,19,23,37706,41658
307,5.0,8.0,7.0,8.0,13.0,12.0,2.0,8.0,7.0,7.0,0.0,555.0,1219.0,823.0,837.0,881.0,1148.0,30.0,2431.0,266.0,826.0,5.0,8.0,6.0,8.0,5.0,6.0,9.0,4.0,7.0,2.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,107.0,0.0,16.0,0.0,4.0,112.0,8.0,0.0,6.0,1.0,4.0,4.0,11.0,10.0,6.0,10.0,3.0,12.0,9.0,12.0,11.0,11.0,12.0,13.0,12.0,13.0,10.0,0.0,2596.0,7265.0,9688.0,6971.0,274.0,16668.0,1655.0,656.0,0.0,128.0,27.0,19.0,102.0,120.0,52.0,136.0,17.0,130.0,63.0,12747.0,1810.0,1244.0,871.0,18151.0,12794.0,2547.0,14611.0,16165.0,7184.0,1.0,192943.0,28563.0,336304.0,44108.0,71345.0,45298.0,83073.0,182474.0,64258.0,103469.0,1200311.0,13051.0,4958.0,9157.0,11249.0,26105.0,13632.0,19621.0,17673.0,17370.0,8197.0,9055.0,4544.0,7963.0,6922.0,10839.0,9618.0,10240.0,9506.0,10706.0,6826.0,3.0,10.0,304.0,552.0,648.0,690.0,982.0,564.0,406.0,1407.0,548.0,1013.0,9.0,21.0,4.0,13.0,11.0,31.0,13.0,3.0,7.0,8.0,100.0,9614.0,5651.0,8853.0,8527.0,8563.0,8710.0,11113.0,9593.0,10092.0,7029.0,2.0,6.0,3.0,2.0,0.0,1.0,9.0,9.0,0.0,30,34,30,30,127,124,34,30,58,57,24198,21575,421,373,45807,42317,689998,461837,73194,67819,44397,41822,3188,3926,68,52,45,32,44267,43478
308,7.0,4.0,3.0,7.0,6.0,16.0,2.0,2.0,3.0,1.0,0.0,305.0,924.0,826.0,846.0,370.0,595.0,205.0,212.0,733.0,878.0,7.0,8.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,0.0,CLASSIC,MATCHED_GAME,11.20.400.7328,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,108.0,0.0,0.0,4.0,110.0,0.0,4.0,5.0,2.0,7.0,5.0,8.0,7.0,3.0,4.0,1.0,12.0,8.0,12.0,12.0,12.0,10.0,13.0,11.0,12.0,10.0,111.0,3150.0,634.0,12579.0,1360.0,3015.0,3112.0,6306.0,11179.0,0.0,91.0,30.0,116.0,28.0,127.0,8.0,157.0,9.0,121.0,130.0,12651.0,1690.0,12842.0,410.0,12433.0,764.0,12898.0,585.0,526.0,5520.0,1.0,131934.0,163319.0,77105.0,154985.0,14968.0,178279.0,53880.0,239398.0,295212.0,71776.0,1200422.0,12763.0,5319.0,13871.0,13595.0,13937.0,4425.0,16010.0,7165.0,11705.0,5520.0,7095.0,4944.0,8366.0,8371.0,8995.0,5930.0,10120.0,7652.0,7528.0,6528.0,2.0,7.0,0.0,478.0,394.0,605.0,144.0,646.0,0.0,274.0,0.0,0.0,9.0,23.0,7.0,6.0,10.0,30.0,4.0,3.0,6.0,4.0,100.0,9475.0,4882.0,9070.0,9277.0,8587.0,6408.0,11291.0,7532.0,9707.0,7109.0,0.0,6.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,17,26,30,30,110,118,26,17,58,54,17699,23747,370,447,39100,21219,557271,823585,58591,45719,38757,36772,1789,752,62,40,39,12,42817,40521
309,3.0,3.0,2.0,1.0,2.0,5.0,3.0,3.0,1.0,0.0,0.0,446.0,643.0,440.0,646.0,2137.0,906.0,559.0,1030.0,914.0,394.0,6.0,3.0,5.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,104.0,0.0,0.0,0.0,80.0,4.0,0.0,0.0,2.0,3.0,3.0,4.0,5.0,3.0,5.0,2.0,4.0,10.0,10.0,11.0,13.0,11.0,10.0,11.0,14.0,10.0,12.0,3789.0,9008.0,333.0,2404.0,650.0,6759.0,3810.0,9965.0,757.0,1413.0,82.0,26.0,25.0,144.0,129.0,29.0,11.0,168.0,88.0,132.0,0.0,518.0,6883.0,1999.0,5148.0,244.0,910.0,1419.0,2076.0,7445.0,0.0,186262.0,20546.0,389230.0,35365.0,0.0,161275.0,589023.0,115648.0,45259.0,81645.0,1200387.0,3961.0,9661.0,7781.0,5899.0,5798.0,7483.0,5867.0,11905.0,3327.0,8858.0,5646.0,6043.0,7140.0,7346.0,7412.0,5491.0,6734.0,9125.0,5914.0,7209.0,10.0,2.0,172.0,134.0,564.0,1494.0,0.0,479.0,1146.0,520.0,493.0,0.0,13.0,23.0,1.0,9.0,8.0,20.0,10.0,7.0,7.0,9.0,200.0,6369.0,6803.0,7899.0,10889.0,7483.0,6879.0,7835.0,11872.0,7041.0,9348.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,17,15,30,30,108,84,15,17,55,57,13935,24953,409,425,14274,12368,772132,852121,30922,39618,33035,35025,2709,2293,51,56,13,10,39519,42899
310,11.0,5.0,9.0,7.0,5.0,7.0,0.0,1.0,4.0,4.0,0.0,87.0,91.0,258.0,1242.0,2141.0,452.0,383.0,806.0,27.0,504.0,3.0,6.0,1.0,0.0,0.0,4.0,5.0,4.0,3.0,1.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,104.0,4.0,30.0,0.0,0.0,120.0,0.0,4.0,2.0,1.0,3.0,8.0,9.0,2.0,4.0,1.0,0.0,12.0,9.0,12.0,14.0,12.0,9.0,12.0,11.0,11.0,10.0,9508.0,5108.0,1111.0,0.0,1245.0,1705.0,992.0,1205.0,8246.0,192.0,161.0,36.0,14.0,161.0,154.0,34.0,158.0,20.0,112.0,127.0,1796.0,111.0,5147.0,12875.0,11585.0,1118.0,4072.0,4031.0,304.0,6297.0,1.0,184006.0,66610.0,380051.0,171757.0,45074.0,132283.0,370075.0,105141.0,38399.0,46595.0,1200235.0,11304.0,5596.0,6539.0,13598.0,13125.0,3185.0,5065.0,5403.0,8996.0,6680.0,8162.0,4741.0,7549.0,9592.0,10726.0,5342.0,8253.0,8056.0,6087.0,5844.0,2.0,10.0,0.0,376.0,280.0,722.0,294.0,362.0,0.0,166.0,445.0,190.0,6.0,30.0,19.0,8.0,12.0,25.0,7.0,3.0,6.0,10.0,100.0,9807.0,5558.0,8795.0,11641.0,9866.0,5523.0,9169.0,8455.0,7650.0,6638.0,1.0,7.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,8,25,30,30,142,124,24,8,59,53,13569,15743,524,453,32521,14815,913171,626820,47751,31740,41371,32981,1658,1177,70,56,39,14,45632,37470
311,4.0,8.0,7.0,1.0,5.0,7.0,0.0,9.0,2.0,5.0,0.0,1527.0,375.0,477.0,244.0,1494.0,1355.0,730.0,583.0,1735.0,541.0,4.0,2.0,7.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,82.0,4.0,6.0,0.0,23.0,96.0,0.0,14.0,2.0,2.0,2.0,8.0,1.0,7.0,3.0,6.0,4.0,11.0,9.0,10.0,13.0,12.0,9.0,13.0,11.0,12.0,11.0,412.0,2479.0,5221.0,665.0,1075.0,2901.0,3084.0,1334.0,8570.0,638.0,106.0,33.0,9.0,164.0,168.0,21.0,151.0,13.0,138.0,161.0,6465.0,1269.0,1591.0,9562.0,4021.0,692.0,9961.0,6238.0,1251.0,4739.0,0.0,33978.0,176783.0,223819.0,92955.0,3864.0,108557.0,58765.0,597527.0,33958.0,106933.0,1200363.0,9761.0,4188.0,7704.0,10945.0,5194.0,3881.0,13045.0,8431.0,10162.0,5456.0,6227.0,6195.0,6102.0,10374.0,7204.0,4515.0,9455.0,7223.0,8065.0,9101.0,4.0,7.0,2884.0,440.0,891.0,718.0,97.0,288.0,0.0,858.0,340.0,78.0,9.0,29.0,2.0,2.0,13.0,30.0,12.0,17.0,7.0,14.0,100.0,7894.0,5835.0,6725.0,10464.0,8799.0,5434.0,10858.0,8267.0,9621.0,8193.0,2.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,22,13,30,30,92,139,13,22,55,56,10274,16105,468,496,22331,23458,463173,973966,37485,41282,34422,40039,4878,1716,56,79,24,24,39316,42774
312,1.0,10.0,5.0,1.0,4.0,7.0,1.0,6.0,2.0,2.0,1.0,345.0,1582.0,648.0,502.0,423.0,634.0,2740.0,2145.0,771.0,176.0,4.0,2.0,2.0,9.0,6.0,6.0,2.0,4.0,8.0,3.0,CLASSIC,MATCHED_GAME,11.20.400.7328,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.0,20.0,1.0,0.0,0.0,111.0,12.0,0.0,4.0,3.0,4.0,1.0,5.0,8.0,6.0,8.0,2.0,13.0,10.0,12.0,11.0,11.0,9.0,14.0,13.0,13.0,10.0,9684.0,4162.0,2019.0,1620.0,1143.0,4058.0,1088.0,7552.0,424.0,0.0,167.0,9.0,16.0,139.0,124.0,8.0,139.0,39.0,151.0,120.0,2522.0,1178.0,5471.0,4713.0,8261.0,1132.0,8889.0,1471.0,14216.0,7785.0,0.0,46882.0,24842.0,646813.0,94015.0,68210.0,107273.0,23586.0,333419.0,74712.0,6474.0,1200440.0,12206.0,5693.0,8312.0,6885.0,9579.0,5769.0,9977.0,9704.0,15364.0,7785.0,8399.0,7032.0,7123.0,7007.0,7473.0,6094.0,10104.0,9970.0,10080.0,6901.0,8.0,2.0,0.0,352.0,821.0,551.0,174.0,578.0,0.0,681.0,724.0,0.0,5.0,31.0,2.0,7.0,45.0,13.0,7.0,3.0,4.0,7.0,200.0,10210.0,7257.0,8590.0,8420.0,8020.0,6089.0,11609.0,10451.0,10013.0,7096.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,27,17,30,30,103,123,17,27,56,60,18524,13226,454,458,22099,33539,963193,463033,42751,48523,36096,44087,2124,1757,72,52,18,21,41329,46426
313,4.0,20.0,0.0,4.0,3.0,8.0,11.0,9.0,5.0,10.0,0.0,167.0,1147.0,431.0,34.0,181.0,223.0,810.0,1632.0,2262.0,1139.0,4.0,4.0,6.0,7.0,5.0,7.0,4.0,2.0,2.0,3.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,91.0,0.0,0.0,4.0,116.0,0.0,12.0,1.0,5.0,5.0,3.0,3.0,5.0,6.0,5.0,8.0,11.0,10.0,12.0,10.0,9.0,9.0,10.0,12.0,12.0,12.0,1476.0,4890.0,397.0,7140.0,0.0,2802.0,4633.0,599.0,7594.0,4784.0,116.0,9.0,141.0,7.0,86.0,27.0,87.0,14.0,143.0,158.0,6926.0,1935.0,7262.0,294.0,3350.0,491.0,4629.0,8995.0,1087.0,10291.0,0.0,375703.0,180138.0,184202.0,544453.0,118467.0,35173.0,176632.0,143615.0,241458.0,151021.0,1200392.0,8403.0,7127.0,8405.0,7993.0,4112.0,3657.0,10303.0,9999.0,9364.0,15836.0,6267.0,8062.0,9336.0,6594.0,7271.0,5358.0,6980.0,9072.0,8842.0,11364.0,8.0,1.0,0.0,302.0,746.0,558.0,761.0,363.0,1040.0,404.0,682.0,760.0,5.0,85.0,10.0,6.0,2.0,27.0,79.0,3.0,5.0,11.0,200.0,8084.0,7198.0,9176.0,6730.0,5835.0,5104.0,7298.0,8713.0,9794.0,8985.0,0.0,1.0,0.0,0.0,2.0,0.0,51.0,1.0,0.0,29,13,30,30,106,132,13,29,51,56,11815,22500,377,411,18323,26937,1257998,892864,32570,52629,34826,44320,2428,3188,50,183,19,55,34929,41988
314,4.0,12.0,0.0,2.0,2.0,2.0,7.0,14.0,4.0,6.0,0.0,139.0,500.0,584.0,414.0,152.0,572.0,1314.0,3503.0,801.0,1283.0,6.0,3.0,5.0,8.0,8.0,3.0,1.0,0.0,1.0,2.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,110.0,1.0,0.0,0.0,0.0,82.0,4.0,16.0,0.0,2.0,4.0,1.0,2.0,5.0,5.0,11.0,7.0,11.0,10.0,11.0,11.0,10.0,8.0,13.0,12.0,13.0,12.0,2624.0,5869.0,6693.0,1762.0,2234.0,3436.0,5222.0,1011.0,14435.0,573.0,110.0,7.0,23.0,137.0,129.0,2.0,119.0,35.0,160.0,177.0,6516.0,1269.0,1930.0,6315.0,7754.0,681.0,6713.0,10064.0,3300.0,11985.0,0.0,68992.0,117099.0,403500.0,83243.0,792.0,28469.0,109108.0,280847.0,528398.0,150337.0,1200490.0,9641.0,7139.0,9054.0,8971.0,9989.0,4117.0,12294.0,11334.0,17831.0,12790.0,5744.0,6060.0,7544.0,6174.0,6202.0,4647.0,8439.0,9738.0,10741.0,9698.0,8.0,0.0,500.0,0.0,430.0,894.0,0.0,0.0,358.0,259.0,96.0,232.0,3.0,12.0,4.0,5.0,9.0,16.0,7.0,4.0,8.0,9.0,200.0,7392.0,6816.0,8250.0,8160.0,6635.0,4966.0,10454.0,9891.0,11352.0,9507.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,30,9,30,30,115,102,8,30,51,60,16749,27110,401,498,23196,33331,584996,1185789,41772,61388,30311,44676,1824,945,37,40,10,43,35403,48020
315,1.0,6.0,5.0,2.0,3.0,8.0,3.0,3.0,2.0,6.0,1.0,304.0,653.0,930.0,763.0,99.0,469.0,670.0,118.0,710.0,95.0,2.0,2.0,3.0,0.0,2.0,2.0,3.0,1.0,1.0,3.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,144.0,0.0,6.0,0.0,0.0,116.0,8.0,0.0,4.0,1.0,4.0,3.0,0.0,1.0,3.0,3.0,1.0,12.0,10.0,12.0,12.0,11.0,9.0,11.0,11.0,13.0,11.0,0.0,3314.0,876.0,6337.0,2206.0,3208.0,464.0,837.0,2092.0,113.0,147.0,3.0,18.0,137.0,138.0,3.0,136.0,9.0,167.0,180.0,8674.0,916.0,6060.0,756.0,3571.0,535.0,4675.0,5176.0,1581.0,6238.0,1.0,121654.0,17674.0,232161.0,83630.0,0.0,34465.0,71334.0,404182.0,26299.0,17775.0,1200247.0,8942.0,4231.0,7413.0,7093.0,5778.0,4023.0,6938.0,6569.0,4334.0,6352.0,7594.0,5568.0,8595.0,7043.0,6144.0,4818.0,6480.0,7068.0,7670.0,7985.0,10.0,1.0,268.0,0.0,476.0,0.0,0.0,279.0,1798.0,555.0,659.0,0.0,9.0,33.0,4.0,4.0,10.0,18.0,8.0,15.0,3.0,13.0,200.0,9496.0,6185.0,9557.0,8720.0,7352.0,5418.0,8338.0,8112.0,10386.0,7606.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9,11,30,30,150,128,11,9,56,56,12627,6820,443,495,19596,18586,471910,537264,33249,28424,34194,34771,1023,3012,45,72,19,20,40543,40627
316,0.0,6.0,4.0,3.0,8.0,5.0,0.0,3.0,2.0,6.0,0.0,773.0,333.0,1252.0,657.0,751.0,115.0,546.0,319.0,259.0,347.0,1.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,0.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,120.0,12.0,0.0,0.0,12.0,96.0,4.0,0.0,5.0,2.0,2.0,13.0,4.0,1.0,7.0,2.0,3.0,13.0,11.0,12.0,13.0,11.0,9.0,12.0,11.0,11.0,11.0,2109.0,5833.0,7510.0,654.0,660.0,6265.0,0.0,684.0,5868.0,1375.0,152.0,37.0,22.0,120.0,130.0,5.0,130.0,7.0,112.0,99.0,6792.0,669.0,1566.0,15517.0,6890.0,556.0,6584.0,8134.0,725.0,5866.0,1.0,136457.0,58694.0,362576.0,102538.0,91449.0,65476.0,76827.0,425682.0,219683.0,49087.0,1200357.0,9293.0,6503.0,9245.0,16759.0,7550.0,7275.0,7156.0,9614.0,6593.0,8242.0,8923.0,5718.0,7677.0,10691.0,7751.0,4989.0,6296.0,8209.0,6429.0,6942.0,2.0,11.0,392.0,0.0,168.0,588.0,0.0,454.0,572.0,795.0,0.0,1000.0,9.0,20.0,1.0,4.0,48.0,225.0,6.0,6.0,10.0,7.0,100.0,11192.0,7550.0,9051.0,10542.0,8307.0,5939.0,9072.0,8141.0,8082.0,7348.0,1.0,5.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,15,25,30,30,136,112,25,15,58,56,17198,13760,429,385,31321,21978,758496,829973,50122,38108,40031,33594,1602,2367,287,49,20,17,45031,40193
317,6.0,4.0,7.0,3.0,2.0,7.0,1.0,3.0,1.0,3.0,1.0,945.0,245.0,1242.0,2141.0,1307.0,838.0,277.0,1121.0,1025.0,43.0,5.0,3.0,1.0,1.0,3.0,2.0,1.0,4.0,3.0,4.0,CLASSIC,MATCHED_GAME,11.20.400.7328,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,4.0,112.0,4.0,4.0,5.0,1.0,3.0,6.0,2.0,5.0,2.0,2.0,2.0,13.0,9.0,12.0,13.0,10.0,10.0,13.0,11.0,12.0,10.0,6508.0,3726.0,8543.0,391.0,571.0,3056.0,0.0,1703.0,6870.0,144.0,127.0,3.0,24.0,165.0,149.0,9.0,128.0,19.0,130.0,151.0,4243.0,1227.0,194.0,7314.0,2750.0,782.0,14254.0,1099.0,715.0,5345.0,0.0,85032.0,165022.0,292753.0,74300.0,0.0,33361.0,158279.0,227136.0,409498.0,9778.0,1200398.0,10751.0,4954.0,11400.0,8701.0,3322.0,4361.0,14254.0,2971.0,7830.0,7027.0,7955.0,4970.0,8167.0,8446.0,6882.0,4713.0,8377.0,6871.0,6450.0,7643.0,5.0,3.0,0.0,0.0,2662.0,996.0,0.0,522.0,0.0,168.0,244.0,1537.0,9.0,29.0,4.0,49.0,9.0,9.0,9.0,2.0,9.0,7.0,200.0,10266.0,5871.0,9855.0,11041.0,6865.0,7058.0,10274.0,7834.0,9273.0,6795.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,12,17,30,30,128,124,17,12,58,55,19069,12443,474,431,15283,22640,485446,969713,38535,37036,36163,34311,4180,1949,80,56,25,12,45085,40047
318,2.0,4.0,2.0,3.0,2.0,4.0,0.0,1.0,2.0,0.0,0.0,2251.0,792.0,2664.0,1432.0,1507.0,75.0,322.0,524.0,905.0,421.0,1.0,6.0,0.0,1.0,3.0,6.0,3.0,5.0,4.0,1.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,128.0,10.0,0.0,8.0,4.0,62.0,0.0,4.0,6.0,1.0,4.0,6.0,2.0,0.0,1.0,2.0,7.0,14.0,9.0,12.0,13.0,10.0,10.0,11.0,9.0,12.0,10.0,1934.0,310.0,181.0,15530.0,448.0,9078.0,4779.0,1684.0,1300.0,0.0,165.0,9.0,18.0,155.0,79.0,39.0,123.0,2.0,105.0,120.0,8639.0,3981.0,4429.0,927.0,4963.0,719.0,4678.0,263.0,5282.0,8410.0,2.0,264770.0,27510.0,182101.0,176390.0,50100.0,261999.0,225778.0,216073.0,63610.0,68793.0,1200332.0,10804.0,4464.0,5058.0,16457.0,5723.0,11131.0,9765.0,2644.0,8412.0,8410.0,9586.0,5142.0,8914.0,9667.0,5827.0,7875.0,5417.0,5474.0,6710.0,7906.0,1.0,7.0,230.0,172.0,447.0,0.0,311.0,1332.0,307.0,696.0,1828.0,0.0,2.0,12.0,2.0,7.0,8.0,18.0,99.0,2.0,7.0,13.0,100.0,12147.0,6119.0,9670.0,10638.0,6893.0,7115.0,8526.0,5778.0,8767.0,6968.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,11,23,30,30,154,74,23,11,59,51,27171,8073,456,359,19677,22614,935360,601764,49173,33695,41869,30649,2320,3003,37,133,13,7,46463,36158
