,assistsplayer_1,assistsplayer_10,assistsplayer_2,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,baron_team200,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,dragon_team200,gameMode,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,inhibs_lost_team100,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_0,killsplayer_1,killsplayer_10,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,riftherald_team200,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,inhibs_lost_team200,killsplayer_5,riftherald_team100,riftherald_team300,towers_lost_team200,ward_player_0,baron_team100,team_deathsplayer_100,team_deathsplayer_200,team_goldPerSecond_100,team_goldPerSecond_200,team_jungleMinionsKilled_100,team_jungleMinionsKilled_200,team_killsplayer_100,team_killsplayer_200,team_level_100,team_level_200,team_magicDamageDoneToChampions_100,team_magicDamageDoneToChampions_200,team_minionsKilled_100,team_minionsKilled_200,team_physicalDamageDoneToChampions_100,team_physicalDamageDoneToChampions_200,team_timeEnemySpentControlled_100,team_timeEnemySpentControlled_200,team_totalDamageDoneToChampions_100,team_totalDamageDoneToChampions_200,team_totalGold_100,team_totalGold_200,team_trueDamageDoneToChampions_100,team_trueDamageDoneToChampions_200,team_ward_player_100,team_ward_player_200,team_assistsplayer_100,team_assistsplayer_200,team_xp_100,team_xp_200
120,7.0,16.0,3.0,5.0,6.0,12.0,5.0,13.0,2.0,5.0,1.0,373.0,300.0,158.0,322.0,343.0,321.0,1543.0,137.0,97.0,1127.0,7.0,4.0,7.0,7.0,4.0,5.0,4.0,5.0,3.0,3.0,1.0,2.0,CLASSIC,MATCHED_GAME,11.20.400.7328,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,103.0,0.0,4.0,0.0,4.0,2.0,7.0,7.0,1.0,8.0,8.0,8.0,4.0,11.0,10.0,11.0,13.0,10.0,10.0,13.0,12.0,12.0,12.0,254.0,5581.0,1136.0,14582.0,3826.0,2384.0,442.0,1591.0,13393.0,1475.0,95.0,3.0,19.0,142.0,100.0,23.0,118.0,7.0,149.0,183.0,15658.0,1113.0,9392.0,2292.0,1199.0,707.0,8356.0,13377.0,1389.0,9897.0,2.0,81480.0,96643.0,198480.0,430134.0,104298.0,21977.0,115379.0,246567.0,190560.0,87039.0,1200444.0,16542.0,7052.0,11847.0,16874.0,5026.0,3092.0,10678.0,15533.0,17130.0,11373.0,8183.0,6175.0,8958.0,9012.0,5543.0,5386.0,9231.0,9687.0,9277.0,8917.0,8.0,630.0,358.0,1318.0,0.0,0.0,0.0,1879.0,564.0,2347.0,0.0,8.0,36.0,3.0,7.0,6.0,19.0,8.0,1.0,51.0,14.0,200.0,8135.0,7003.0,8458.0,10615.0,6838.0,6827.0,10712.0,9616.0,9348.0,9538.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,30,19,30,30,100,107,19,30,55,59,22182,22482,379,460,29248,34132,836369,736188,53381,61766,37082,43287,1948,5148,43,110,33,41,40873,46217
121,4.0,4.0,6.0,2.0,5.0,15.0,1.0,1.0,2.0,0.0,0.0,42.0,713.0,620.0,2010.0,2854.0,233.0,335.0,581.0,46.0,1385.0,7.0,5.0,1.0,0.0,2.0,0.0,4.0,4.0,5.0,6.0,3.0,0.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,12.0,12.0,4.0,8.0,102.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,13.0,5.0,2.0,0.0,3.0,11.0,9.0,13.0,14.0,13.0,10.0,13.0,10.0,11.0,11.0,4292.0,1213.0,843.0,2243.0,415.0,3890.0,2499.0,256.0,3778.0,583.0,97.0,25.0,10.0,188.0,145.0,34.0,183.0,20.0,145.0,155.0,366.0,670.0,5443.0,6005.0,12683.0,1228.0,11981.0,4656.0,418.0,8786.0,0.0,152378.0,54482.0,89137.0,140764.0,121120.0,49972.0,80391.0,158361.0,43062.0,77850.0,1200416.0,5806.0,2256.0,6359.0,9306.0,13123.0,5754.0,14481.0,5133.0,4197.0,9369.0,5292.0,4163.0,8510.0,10175.0,10653.0,5893.0,8960.0,6846.0,6736.0,7685.0,3.0,1148.0,372.0,72.0,1056.0,24.0,636.0,0.0,220.0,0.0,0.0,8.0,20.0,7.0,8.0,29.0,33.0,9.0,31.0,10.0,6.0,100.0,7581.0,5194.0,10025.0,12044.0,10123.0,6813.0,10679.0,7185.0,8084.0,8555.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,10,24,30,30,169,110,24,10,61,54,11683,8329,474,528,25725,26511,553371,414146,40348,35436,40523,34390,2936,592,85,76,32,8,46586,39697
122,3.0,6.0,2.0,3.0,2.0,10.0,3.0,1.0,0.0,1.0,0.0,996.0,496.0,970.0,100.0,355.0,402.0,126.0,256.0,343.0,634.0,1.0,5.0,1.0,0.0,4.0,5.0,3.0,3.0,4.0,4.0,1.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,132.0,0.0,0.0,0.0,4.0,120.0,0.0,12.0,0.0,5.0,0.0,4.0,3.0,6.0,0.0,1.0,1.0,9.0,11.0,10.0,13.0,13.0,11.0,9.0,12.0,12.0,11.0,12.0,8462.0,1560.0,0.0,5631.0,620.0,2896.0,3721.0,4965.0,492.0,1010.0,104.0,30.0,30.0,161.0,164.0,8.0,152.0,18.0,123.0,166.0,1763.0,1017.0,5012.0,1023.0,8537.0,1020.0,2023.0,1485.0,4032.0,14695.0,2.0,316617.0,105294.0,172870.0,826.0,17347.0,88145.0,297401.0,154566.0,64974.0,104356.0,1200346.0,10297.0,2578.0,7086.0,7055.0,9179.0,4781.0,5744.0,7000.0,4898.0,15758.0,7456.0,4986.0,8210.0,8565.0,9695.0,5692.0,6471.0,6941.0,6718.0,11833.0,6.0,72.0,0.0,2073.0,400.0,22.0,864.0,0.0,549.0,374.0,52.0,11.0,28.0,2.0,7.0,9.0,42.0,9.0,7.0,15.0,7.0,100.0,8152.0,6155.0,10688.0,10681.0,7522.0,5876.0,9692.0,8887.0,7931.0,8676.0,1.0,1.0,0.0,0.0,7.0,0.0,1.0,11,19,30,30,132,136,19,11,57,57,17609,11748,467,489,17355,23252,595805,726591,38398,35978,39618,36949,3431,975,71,66,20,11,42919,41341
123,4.0,6.0,7.0,3.0,4.0,7.0,1.0,5.0,2.0,1.0,0.0,70.0,133.0,19.0,506.0,1102.0,368.0,120.0,375.0,973.0,640.0,0.0,1.0,2.0,2.0,4.0,3.0,2.0,5.0,4.0,3.0,3.0,1.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,3.0,8.0,1.0,8.0,75.0,0.0,4.0,0.0,1.0,1.0,2.0,8.0,3.0,1.0,2.0,1.0,6.0,13.0,8.0,12.0,13.0,10.0,8.0,11.0,10.0,12.0,10.0,0.0,2584.0,0.0,1178.0,103.0,2732.0,3480.0,658.0,4044.0,919.0,131.0,30.0,12.0,136.0,113.0,21.0,128.0,13.0,171.0,145.0,6167.0,970.0,8497.0,8029.0,7788.0,527.0,2308.0,4777.0,478.0,8228.0,0.0,34685.0,75448.0,279346.0,792.0,38043.0,83191.0,248391.0,335257.0,362521.0,13443.0,1200367.0,6915.0,4016.0,8981.0,9641.0,8447.0,3719.0,5788.0,5663.0,4747.0,10188.0,6373.0,5043.0,8344.0,8836.0,7302.0,5133.0,5945.0,5850.0,7018.0,8285.0,2.0,748.0,462.0,484.0,434.0,554.0,460.0,0.0,228.0,225.0,1040.0,14.0,39.0,18.0,34.0,12.0,35.0,15.0,3.0,9.0,10.0,100.0,10082.0,4715.0,8836.0,10425.0,7004.0,4727.0,8343.0,6353.0,9517.0,6386.0,1.0,1.0,2.0,0.0,9.0,0.0,1.0,11,15,30,30,139,87,15,11,56,51,4013,11685,413,487,31008,16761,436057,1035060,37703,30402,35988,32141,2680,1955,113,76,25,15,41074,35314
124,8.0,9.0,6.0,6.0,3.0,10.0,10.0,10.0,7.0,4.0,2.0,1448.0,376.0,686.0,2198.0,213.0,119.0,726.0,393.0,852.0,1378.0,7.0,3.0,9.0,2.0,4.0,9.0,5.0,2.0,11.0,4.0,1.0,4.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,61.0,4.0,12.0,0.0,12.0,110.0,4.0,12.0,1.0,1.0,7.0,5.0,13.0,3.0,9.0,8.0,4.0,3.0,11.0,9.0,10.0,12.0,11.0,10.0,12.0,12.0,11.0,12.0,6207.0,0.0,1012.0,1880.0,0.0,6325.0,14587.0,1204.0,116.0,0.0,71.0,29.0,12.0,129.0,129.0,37.0,123.0,28.0,97.0,148.0,1181.0,6887.0,8788.0,20894.0,4271.0,336.0,2810.0,10514.0,11467.0,3697.0,1.0,55767.0,92200.0,238462.0,63183.0,33340.0,59917.0,61344.0,208580.0,45453.0,7366.0,1200490.0,7615.0,7533.0,11122.0,23323.0,4291.0,7106.0,18451.0,12816.0,12278.0,4347.0,6123.0,7831.0,8021.0,11938.0,6713.0,5244.0,11347.0,9758.0,6902.0,8703.0,10.0,226.0,645.0,1321.0,548.0,20.0,443.0,1054.0,1098.0,694.0,650.0,8.0,57.0,4.0,2.0,14.0,49.0,12.0,5.0,11.0,10.0,200.0,7652.0,5754.0,7152.0,9909.0,7784.0,6736.0,9638.0,9417.0,7861.0,9261.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,31,25,30,30,79,138,24,31,54,56,15424,15907,378,425,35470,35375,450669,414943,53457,55425,38039,44541,2558,4141,77,95,33,40,39233,41931
125,2.0,9.0,5.0,4.0,3.0,3.0,3.0,4.0,2.0,5.0,0.0,1569.0,105.0,612.0,734.0,374.0,892.0,1255.0,178.0,404.0,42.0,4.0,2.0,4.0,4.0,4.0,7.0,1.0,2.0,3.0,3.0,0.0,3.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,106.0,2.0,3.0,0.0,9.0,120.0,0.0,4.0,0.0,2.0,1.0,2.0,4.0,2.0,4.0,3.0,11.0,4.0,13.0,10.0,12.0,12.0,11.0,8.0,13.0,11.0,11.0,12.0,2269.0,3038.0,369.0,6626.0,222.0,0.0,7222.0,6826.0,1076.0,81.0,176.0,0.0,20.0,125.0,142.0,17.0,136.0,4.0,122.0,175.0,5373.0,406.0,4517.0,872.0,5372.0,3394.0,1704.0,112.0,9894.0,6568.0,1.0,42779.0,20318.0,107780.0,70050.0,34398.0,26331.0,834072.0,150760.0,98808.0,102160.0,1200381.0,7643.0,3795.0,5262.0,7734.0,5674.0,3910.0,8927.0,7337.0,12700.0,7513.0,7769.0,5705.0,7252.0,8604.0,6549.0,4442.0,7730.0,7243.0,9443.0,8827.0,7.0,0.0,350.0,375.0,236.0,80.0,516.0,0.0,398.0,1729.0,864.0,8.0,12.0,2.0,5.0,8.0,11.0,8.0,8.0,17.0,11.0,200.0,10019.0,6151.0,8968.0,9629.0,7765.0,5036.0,10978.0,8198.0,8323.0,8654.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,23,11,30,30,115,133,11,23,56,57,9486,18243,480,437,19528,18684,281338,1206118,30223,40272,34616,38948,1207,3341,34,56,17,23,41417,42304
126,0.0,3.0,4.0,4.0,5.0,11.0,0.0,4.0,4.0,3.0,0.0,26.0,562.0,1898.0,456.0,1329.0,302.0,774.0,874.0,251.0,444.0,3.0,6.0,2.0,5.0,2.0,2.0,4.0,6.0,3.0,8.0,2.0,0.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,127.0,4.0,4.0,4.0,0.0,78.0,0.0,0.0,0.0,5.0,5.0,3.0,11.0,6.0,5.0,1.0,2.0,1.0,13.0,10.0,11.0,12.0,12.0,11.0,12.0,10.0,11.0,10.0,0.0,8969.0,5121.0,13553.0,614.0,7942.0,612.0,4321.0,0.0,213.0,138.0,30.0,9.0,112.0,152.0,22.0,130.0,13.0,132.0,116.0,7559.0,825.0,851.0,1357.0,11137.0,852.0,7105.0,244.0,6489.0,4349.0,1.0,26591.0,134928.0,208310.0,2344.0,26687.0,123503.0,120086.0,273389.0,144834.0,26197.0,1200395.0,7945.0,9794.0,6483.0,15245.0,11752.0,9473.0,10337.0,4811.0,7249.0,4746.0,9376.0,6722.0,7483.0,9816.0,9364.0,7162.0,8119.0,6099.0,7456.0,5669.0,0.0,386.0,0.0,510.0,334.0,0.0,678.0,2619.0,245.0,760.0,183.0,5.0,22.0,43.0,8.0,7.0,25.0,7.0,2.0,8.0,6.0,100.0,11194.0,6917.0,8418.0,8846.0,9225.0,7362.0,9483.0,6712.0,8529.0,6421.0,0.0,2.0,1.0,0.0,6.0,0.0,0.0,14,27,30,30,155,78,27,14,59,53,27230,14115,433,421,21756,19012,387435,699434,50898,36937,43201,34065,1908,3807,88,45,24,14,45045,38062
127,4.0,5.0,3.0,8.0,8.0,6.0,2.0,3.0,4.0,3.0,0.0,1555.0,299.0,81.0,1226.0,1013.0,1337.0,85.0,911.0,536.0,451.0,2.0,3.0,2.0,7.0,5.0,2.0,3.0,3.0,8.0,6.0,2.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,4.0,4.0,0.0,110.0,4.0,1.0,1.0,1.0,1.0,6.0,9.0,2.0,1.0,8.0,4.0,4.0,12.0,9.0,13.0,13.0,12.0,11.0,12.0,13.0,13.0,11.0,52.0,2838.0,7869.0,15287.0,281.0,6667.0,1776.0,1222.0,14049.0,527.0,146.0,30.0,34.0,74.0,148.0,23.0,183.0,37.0,140.0,166.0,3878.0,373.0,530.0,195.0,11254.0,616.0,3427.0,11715.0,1979.0,10049.0,0.0,105486.0,38583.0,121149.0,169779.0,23813.0,67722.0,35027.0,260780.0,185499.0,30718.0,1200408.0,5520.0,3721.0,8521.0,16249.0,11536.0,7709.0,5203.0,13844.0,17003.0,11113.0,6880.0,4864.0,8791.0,8441.0,8633.0,6412.0,7535.0,9296.0,7966.0,8076.0,2.0,1589.0,509.0,122.0,766.0,0.0,424.0,0.0,907.0,974.0,536.0,10.0,51.0,67.0,3.0,8.0,28.0,11.0,7.0,10.0,12.0,100.0,9699.0,5913.0,11070.0,10059.0,9033.0,7658.0,9890.0,10115.0,10119.0,7311.0,2.0,4.0,2.0,0.0,8.0,8.0,0.0,18,23,30,30,139,115,22,18,61,58,30156,20412,425,556,16473,27543,487949,550607,49535,50884,39157,37737,2901,2926,116,91,29,17,47519,43348
128,3.0,10.0,8.0,4.0,6.0,4.0,0.0,6.0,3.0,4.0,0.0,405.0,510.0,702.0,553.0,389.0,176.0,397.0,375.0,793.0,1411.0,2.0,2.0,3.0,5.0,1.0,4.0,3.0,9.0,2.0,3.0,3.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,104.0,40.0,0.0,4.0,0.0,80.0,0.0,8.0,0.0,6.0,1.0,2.0,4.0,2.0,1.0,0.0,7.0,6.0,12.0,10.0,11.0,13.0,11.0,8.0,12.0,10.0,12.0,10.0,3628.0,4602.0,2334.0,1740.0,527.0,12726.0,18.0,14.0,10196.0,202.0,133.0,8.0,4.0,155.0,147.0,6.0,124.0,13.0,116.0,123.0,7107.0,1203.0,1819.0,6460.0,8037.0,1110.0,3322.0,3899.0,254.0,8229.0,0.0,146735.0,24736.0,118245.0,151198.0,114274.0,27282.0,47424.0,101700.0,43797.0,33990.0,1200249.0,12347.0,5805.0,4677.0,8680.0,8564.0,14266.0,4078.0,5135.0,10899.0,9215.0,9460.0,5660.0,6618.0,8772.0,7364.0,6086.0,6370.0,5475.0,8118.0,8711.0,4.0,1611.0,0.0,523.0,478.0,0.0,430.0,737.0,1221.0,448.0,783.0,11.0,29.0,41.0,7.0,48.0,43.0,13.0,1.0,8.0,7.0,100.0,9706.0,6557.0,7457.0,10977.0,8003.0,5001.0,8617.0,6814.0,9241.0,7211.0,2.0,5.0,2.0,0.0,11.0,0.0,1.0,15,19,30,30,152,88,19,15,55,54,20955,15032,445,384,24533,16907,557734,251647,48534,35132,38300,34334,3042,3189,150,58,25,23,41144,38440
129,1.0,8.0,5.0,8.0,8.0,14.0,3.0,2.0,2.0,3.0,0.0,256.0,762.0,830.0,1410.0,741.0,172.0,1245.0,922.0,790.0,2381.0,6.0,6.0,4.0,3.0,5.0,8.0,5.0,7.0,6.0,7.0,3.0,0.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,10.0,0.0,0.0,79.0,0.0,12.0,0.0,7.0,2.0,4.0,2.0,10.0,6.0,1.0,4.0,13.0,12.0,9.0,11.0,12.0,13.0,11.0,14.0,10.0,12.0,12.0,1854.0,2325.0,390.0,11137.0,401.0,11334.0,11787.0,2178.0,5131.0,2208.0,95.0,16.0,7.0,138.0,136.0,20.0,171.0,23.0,129.0,93.0,6550.0,602.0,7975.0,1023.0,12064.0,2500.0,3452.0,891.0,1548.0,16342.0,0.0,73937.0,53533.0,176197.0,63203.0,62050.0,111219.0,170998.0,298436.0,19588.0,3634.0,1200281.0,8452.0,3278.0,8648.0,12269.0,13872.0,15821.0,15809.0,3158.0,7170.0,18655.0,7524.0,5387.0,7455.0,8095.0,12141.0,9157.0,9594.0,5797.0,7315.0,10531.0,2.0,48.0,350.0,282.0,108.0,1406.0,1986.0,569.0,88.0,490.0,105.0,6.0,18.0,3.0,10.0,8.0,45.0,53.0,8.0,2.0,7.0,100.0,8865.0,5944.0,8152.0,9415.0,10272.0,8259.0,12085.0,6730.0,8966.0,9453.0,2.0,8.0,2.0,0.0,10.0,0.0,0.0,26,31,30,30,122,91,31,26,59,57,25116,23629,396,432,30112,22835,486606,546189,59062,48070,44372,38624,3830,1602,72,88,36,18,44963,43178
130,2.0,5.0,4.0,2.0,3.0,10.0,5.0,5.0,4.0,2.0,0.0,12.0,289.0,525.0,988.0,885.0,340.0,416.0,392.0,652.0,747.0,4.0,4.0,4.0,3.0,3.0,3.0,6.0,2.0,4.0,4.0,4.0,0.0,CLASSIC,MATCHED_GAME,11.18.395.7538,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,114.0,4.0,3.0,0.0,0.0,103.0,8.0,0.0,0.0,3.0,1.0,5.0,7.0,4.0,2.0,7.0,3.0,4.0,13.0,9.0,12.0,12.0,11.0,10.0,12.0,12.0,12.0,11.0,4442.0,3365.0,0.0,11547.0,2232.0,3955.0,463.0,442.0,8140.0,242.0,168.0,30.0,12.0,144.0,151.0,9.0,108.0,16.0,134.0,171.0,2528.0,674.0,7728.0,579.0,8590.0,414.0,5826.0,7140.0,351.0,9072.0,0.0,28542.0,39500.0,419254.0,168181.0,9149.0,154346.0,115234.0,328877.0,167428.0,15458.0,1200389.0,11646.0,4692.0,9996.0,12180.0,10822.0,4370.0,8628.0,8203.0,8504.0,9347.0,8287.0,4839.0,7400.0,8608.0,7635.0,5390.0,6406.0,9141.0,8022.0,8322.0,1.0,4674.0,652.0,2267.0,54.0,0.0,0.0,2338.0,621.0,12.0,32.0,9.0,35.0,5.0,11.0,8.0,32.0,8.0,2.0,12.0,22.0,100.0,10137.0,5978.0,9175.0,9587.0,7405.0,6651.0,8649.0,9385.0,9491.0,8271.0,2.0,1.0,1.0,0.0,9.0,7.0,1.0,17,20,30,30,125,111,20,17,58,56,22176,12652,484,459,19839,23063,779472,666497,49014,39374,37320,36730,6995,3655,65,79,21,21,42955,41774
131,1.0,11.0,7.0,0.0,2.0,5.0,2.0,4.0,6.0,3.0,0.0,503.0,831.0,918.0,855.0,143.0,349.0,1344.0,654.0,39.0,325.0,4.0,1.0,4.0,3.0,4.0,3.0,3.0,6.0,6.0,3.0,4.0,0.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,109.0,0.0,7.0,0.0,12.0,96.0,0.0,8.0,0.0,2.0,2.0,2.0,13.0,0.0,0.0,2.0,6.0,8.0,12.0,11.0,12.0,13.0,10.0,9.0,12.0,12.0,11.0,12.0,5962.0,3141.0,2199.0,1288.0,323.0,3613.0,844.0,202.0,10098.0,2405.0,135.0,18.0,15.0,137.0,136.0,9.0,157.0,43.0,82.0,174.0,1009.0,1289.0,5052.0,16142.0,4592.0,737.0,3152.0,7486.0,980.0,9937.0,1.0,111909.0,27085.0,720082.0,31209.0,42431.0,25864.0,82579.0,114781.0,264393.0,51833.0,1200397.0,7310.0,4430.0,9173.0,17877.0,5118.0,4801.0,4328.0,8093.0,11517.0,12342.0,6678.0,6206.0,7258.0,11335.0,6118.0,5299.0,7804.0,7144.0,7544.0,10483.0,4.0,338.0,0.0,1922.0,446.0,203.0,449.0,331.0,404.0,438.0,0.0,12.0,31.0,4.0,2.0,14.0,39.0,13.0,3.0,6.0,15.0,100.0,8874.0,7817.0,9093.0,10454.0,6776.0,6085.0,9497.0,8612.0,7478.0,9320.0,1.0,2.0,0.0,1.0,7.0,0.0,1.0,18,19,30,30,117,116,19,18,56,58,13385,16690,432,474,27532,22844,931495,540671,44279,40710,36688,39181,3358,1173,71,68,15,26,41282,42724
132,0.0,5.0,6.0,1.0,4.0,3.0,5.0,11.0,1.0,5.0,0.0,991.0,419.0,260.0,961.0,833.0,382.0,1637.0,1612.0,702.0,104.0,5.0,3.0,5.0,6.0,2.0,6.0,5.0,1.0,1.0,2.0,0.0,3.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,108.0,0.0,0.0,0.0,4.0,114.0,8.0,4.0,0.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,14.0,3.0,11.0,9.0,11.0,12.0,11.0,9.0,12.0,13.0,12.0,11.0,0.0,1247.0,6104.0,4107.0,632.0,2342.0,0.0,5270.0,10427.0,355.0,147.0,27.0,18.0,136.0,145.0,30.0,130.0,15.0,143.0,129.0,4907.0,943.0,1496.0,1767.0,7748.0,874.0,5357.0,5568.0,2271.0,6604.0,1.0,119518.0,127963.0,402699.0,108912.0,111712.0,28647.0,69715.0,258619.0,49194.0,19193.0,1200408.0,5123.0,2490.0,8506.0,6603.0,8380.0,3769.0,5701.0,11697.0,13270.0,6960.0,7691.0,4694.0,7285.0,6531.0,7478.0,5557.0,8287.0,8427.0,11842.0,7454.0,7.0,215.0,300.0,905.0,727.0,0.0,552.0,344.0,858.0,572.0,0.0,6.0,26.0,2.0,9.0,44.0,29.0,7.0,6.0,4.0,9.0,200.0,8489.0,5141.0,7722.0,8858.0,7528.0,5103.0,9493.0,10693.0,9791.0,8244.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,24,12,30,30,112,130,12,24,54,57,13185,17299,476,444,16792,20743,771488,524684,32381,40118,34542,40704,2399,2074,90,52,14,27,37700,43362
