,0
1248,NA1_4072417514
1249,NA1_4072411853
1250,NA1_4072377989
1251,NA1_4072332284
1252,NA1_4069395740
1253,NA1_4069123870
1254,NA1_4069048718
1255,NA1_4065202064
1256,NA1_4065210729
1257,NA1_4065190493
1258,NA1_4065169254
1259,NA1_4064909548
1260,NA1_4064905344
1261,NA1_4064386013
1262,NA1_4063332124
1263,NA1_4063311869
1264,NA1_4063320392
1265,NA1_4063109331
1266,NA1_4063094075
1267,NA1_4063047750
1268,NA1_4063033315
1269,NA1_4062143967
1270,NA1_4062048632
1271,NA1_4062055031
1272,NA1_4061088438
1273,NA1_4060517863
1274,NA1_4060507305
1275,NA1_4060506414
1276,NA1_4060467764
1277,NA1_4060474948
1278,NA1_4060443200
1279,NA1_4060388680
1280,NA1_4060376427
1281,NA1_4060410757
1282,NA1_4060379775
1283,NA1_4060231646
1284,NA1_4058777082
1285,NA1_4058737327
1286,NA1_4056451628
1287,NA1_4056438360
1288,NA1_4056427125
1289,NA1_4056406728
1290,NA1_4056375384
1291,NA1_4055973144
1292,NA1_4055918827
1293,NA1_4055942781
1294,NA1_4054629948
1295,NA1_4054557815
1296,NA1_4054564361
1297,NA1_4054425714
1298,NA1_4054423115
1299,NA1_4054440164
1300,NA1_4104901232
1301,NA1_4104795777
1302,NA1_4104800359
1303,NA1_4104668758
1304,NA1_4104663822
1305,NA1_4104617745
1306,NA1_4104584464
1307,NA1_4104581549
1308,NA1_4104531999
1309,NA1_4104148089
1310,NA1_4103999923
1311,NA1_4103979814
1312,NA1_4103904012
1313,NA1_4103856273
1314,NA1_4103779510
1315,NA1_4103695486
1316,NA1_4103670890
1317,NA1_4103079481
1318,NA1_4103065315
1319,NA1_4103030174
1320,NA1_4102966830
1321,NA1_4102916506
1322,NA1_4102901335
1323,NA1_4102859893
1324,NA1_4102745181
1325,NA1_4102769766
1326,NA1_4102645205
1327,NA1_4102589457
1328,NA1_4102535897
1329,NA1_4102259020
1330,NA1_4102262152
1331,NA1_4102078024
1332,NA1_4101731775
1333,NA1_4101646993
1334,NA1_4101620970
1335,NA1_4101592203
1336,NA1_4101534235
1337,NA1_4101467782
1338,NA1_4101383360
1339,NA1_4101279505
1340,NA1_4101292260
1341,NA1_4101226604
1342,NA1_4101222748
1343,NA1_4101156431
1344,NA1_4101080482
1345,NA1_4100998198
1346,NA1_4100993005
1347,NA1_4100967277
1348,NA1_4100925588
1349,NA1_4100665144
1350,NA1_4100670339
1351,NA1_4100577508
1352,NA1_4100610613
1353,NA1_4100544221
1354,NA1_4100479268
1355,NA1_4100472750
1356,NA1_4100426945
1357,NA1_4100360680
1358,NA1_4100313229
1359,NA1_4100225667
1360,NA1_4100188376
1361,NA1_4100173881
1362,NA1_4099887200
1363,NA1_4099523439
1364,NA1_4099105026
1365,NA1_4099038240
1366,NA1_4099070993
1367,NA1_4098982545
1368,NA1_4098927373
1369,NA1_4098858680
1370,NA1_4098842449
1371,NA1_4098766033
1372,NA1_4098713864
1373,NA1_4098556323
1374,NA1_4098570239
1375,NA1_4098216186
1376,NA1_4098231042
1377,NA1_4098143209
1378,NA1_4098075672
1379,NA1_4097999664
1380,NA1_4098012468
1381,NA1_4097953911
1382,NA1_4097865711
1383,NA1_4097890041
1384,NA1_4097794568
1385,NA1_4097779776
1386,NA1_4097732285
1387,NA1_4097201144
1388,NA1_4097128595
1389,NA1_4097113136
1390,NA1_4097067631
1391,NA1_4096938965
1392,NA1_4096424233
1393,NA1_4096108663
1394,NA1_4096103734
1395,NA1_4095599242
1396,NA1_4095478818
1397,NA1_4095489925
1398,NA1_4095430565
1399,NA1_4095333859
1400,NA1_4104258258
1401,NA1_4104250043
1402,NA1_4099841312
1403,NA1_4099810560
1404,NA1_4099777929
1405,NA1_4099776226
1406,NA1_4099735220
1407,NA1_4099761837
1408,NA1_4099698405
1409,NA1_4099706674
1410,NA1_4099695474
1411,NA1_4098962009
1412,NA1_4097751992
1413,NA1_4097649369
1414,NA1_4097670111
1415,NA1_4091434839
1416,NA1_4089528446
1417,NA1_4089217596
1418,NA1_4089242030
1419,NA1_4089149038
1420,NA1_4089139290
1421,NA1_4089100871
1422,NA1_4089018700
1423,NA1_4089059928
1424,NA1_4088699671
1425,NA1_4088685069
1426,NA1_4088679813
1427,NA1_4088179828
1428,NA1_4088080763
1429,NA1_4088060696
1430,NA1_4083997835
1431,NA1_4079493007
1432,NA1_4079025923
1433,NA1_4079002732
1434,NA1_4078918420
1435,NA1_4078865581
1436,NA1_4078892045
1437,NA1_4078786879
1438,NA1_4078606577
1439,NA1_4078574336
1440,NA1_4078590229
1441,NA1_4078049628
1442,NA1_4078052201
1443,NA1_4078006786
1444,NA1_4078000949
1445,NA1_4077823501
1446,NA1_4077737167
1447,NA1_4077719111
1448,NA1_4077479896
1449,NA1_4077387200
1450,NA1_4077383250
1451,NA1_4077339529
1452,NA1_4077321157
1453,NA1_4075692263
1454,NA1_4073907764
1455,NA1_4072793941
1456,NA1_4072467054
1457,NA1_4071026103
1458,NA1_4071040545
1459,NA1_4070718275
1460,NA1_4070714118
1461,NA1_4070285240
1462,NA1_4070272817
1463,NA1_4070205844
1464,NA1_4070147663
1465,NA1_4069143614
1466,NA1_4069039702
1467,NA1_4065875351
1468,NA1_4065901533
1469,NA1_4065236953
1470,NA1_4062626046
1471,NA1_4062641057
1472,NA1_4062499062
1473,NA1_4062457443
1474,NA1_4062261386
1475,NA1_4062250315
1476,NA1_4061322354
1477,NA1_4061117117
1478,NA1_4057619553
1479,NA1_4057618691
1480,NA1_4056532157
1481,NA1_4056559789
1482,NA1_4056530646
1483,NA1_4056154456
1484,NA1_4055575126
1485,NA1_4055573495
1486,NA1_4055327647
1487,NA1_4055195094
1488,NA1_4051251054
1489,NA1_4051168353
1490,NA1_4048448580
1491,NA1_4048435869
1492,NA1_4048461816
1493,NA1_4048399810
1494,NA1_4048335387
1495,NA1_4047930236
1496,NA1_4047886504
1497,NA1_4047893821
1498,NA1_4047891295
1499,NA1_4047809695
1500,NA1_4104720128
1501,NA1_4104636424
1502,NA1_4104472142
1503,NA1_4103726236
1504,NA1_4103665843
1505,NA1_4103401345
1506,NA1_4103318341
1507,NA1_4103324016
1508,NA1_4102804087
1509,NA1_4102678339
1510,NA1_4102561960
1511,NA1_4101179679
1512,NA1_4101162174
1513,NA1_4100991058
1514,NA1_4100906149
1515,NA1_4100132238
1516,NA1_4100078092
1517,NA1_4099933236
1518,NA1_4099890187
1519,NA1_4099807891
1520,NA1_4099853994
1521,NA1_4096408635
1522,NA1_4096408350
1523,NA1_4096408010
1524,NA1_4098579875
1525,NA1_4098510949
1526,NA1_4098407201
1527,NA1_4098462187
1528,NA1_4097965460
1529,NA1_4097941614
1530,NA1_4095978989
1531,NA1_4095958306
1532,NA1_4095173203
1533,NA1_4094922150
1534,NA1_4094848004
1535,NA1_4094871491
1536,NA1_4094823509
1537,NA1_4093928443
1538,NA1_4093963385
1539,NA1_4093871771
1540,NA1_4091303013
1541,NA1_4091280680
1542,NA1_4090760716
1543,NA1_4090687234
1544,NA1_4090324619
1545,NA1_4090322245
1546,NA1_4090219099
1547,NA1_4089350268
1548,NA1_4089324341
1549,NA1_4089148804
1550,NA1_4089201866
1551,NA1_4089089052
1552,NA1_4089049128
1553,NA1_4088176988
1554,NA1_4088164599
1555,NA1_4087497857
1556,NA1_4087310980
1557,NA1_4087177011
1558,NA1_4086630356
1559,NA1_4086557730
1560,NA1_4086499696
1561,NA1_4086513960
1562,NA1_4086456436
1563,NA1_4086432166
1564,NA1_4086419855
1565,NA1_4086376820
1566,NA1_4086360418
1567,NA1_4086286060
1568,NA1_4085686022
1569,NA1_4085524684
1570,NA1_4085559744
1571,NA1_4085443545
1572,NA1_4085460276
1573,NA1_4085406104
1574,NA1_4085384301
1575,NA1_4082730488
1576,NA1_4080965489
1577,NA1_4080669945
1578,NA1_4080547048
1579,NA1_4080544499
1580,NA1_4079809675
1581,NA1_4079786946
1582,NA1_4075709995
1583,NA1_4075657827
1584,NA1_4075558931
1585,NA1_4075127299
1586,NA1_4075181357
1587,NA1_4074951431
1588,NA1_4074869014
1589,NA1_4073068817
1590,NA1_4073052054
1591,NA1_4071025962
1592,NA1_4071012776
1593,NA1_4070314066
1594,NA1_4069602074
1595,NA1_4069576528
1596,NA1_4069572867
1597,NA1_4069507041
1598,NA1_4069455872
1599,NA1_4069473085
1600,NA1_4103100821
1601,NA1_4102907224
1602,NA1_4102923907
1603,NA1_4102891781
1604,NA1_4102877581
1605,NA1_4101782251
1606,NA1_4101686498
1607,NA1_4101684685
1608,NA1_4098904405
1609,NA1_4098849479
1610,NA1_4098884611
1611,NA1_4098851202
1612,NA1_4098817272
1613,NA1_4098763989
1614,NA1_4098709535
1615,NA1_4098725811
1616,NA1_4098703355
1617,NA1_4097863449
1618,NA1_4096781427
1619,NA1_4096646463
1620,NA1_4095625587
1621,NA1_4095499695
1622,NA1_4095235238
1623,NA1_4095192002
1624,NA1_4095149309
1625,NA1_4094510148
1626,NA1_4094424043
1627,NA1_4094237729
1628,NA1_4094254219
1629,NA1_4094185287
1630,NA1_4094190843
1631,NA1_4094109350
1632,NA1_4094105415
1633,NA1_4093197313
1634,NA1_4093234971
1635,NA1_4091897446
1636,NA1_4090752849
1637,NA1_4089427803
1638,NA1_4089481531
1639,NA1_4089397860
1640,NA1_4089262079
1641,NA1_4088373976
1642,NA1_4087944316
1643,NA1_4087900568
1644,NA1_4085877609
1645,NA1_4085182717
1646,NA1_4085181265
1647,NA1_4085064531
1648,NA1_4084046107
1649,NA1_4084035501
1650,NA1_4083954476
1651,NA1_4083940835
1652,NA1_4083561323
1653,NA1_4083497310
1654,NA1_4081240171
1655,NA1_4081187993
1656,NA1_4081224767
1657,NA1_4081184040
1658,NA1_4080223977
1659,NA1_4080178978
1660,NA1_4080152977
1661,NA1_4080069062
1662,NA1_4080084533
1663,NA1_4079735594
1664,NA1_4079702427
1665,NA1_4079687534
1666,NA1_4079625432
1667,NA1_4079470791
1668,NA1_4079410433
1669,NA1_4079388081
1670,NA1_4079396507
1671,NA1_4078668496
1672,NA1_4078519704
1673,NA1_4078536237
1674,NA1_4078340459
1675,NA1_4078289188
1676,NA1_4078268716
1677,NA1_4078277186
1678,NA1_4078275040
1679,NA1_4078251925
1680,NA1_4078217070
1681,NA1_4077806701
1682,NA1_4077844636
1683,NA1_4076925096
1684,NA1_4076287365
1685,NA1_4075951605
1686,NA1_4075878774
1687,NA1_4075824675
1688,NA1_4075789146
1689,NA1_4075786913
1690,NA1_4075551745
1691,NA1_4075326994
1692,NA1_4075304055
1693,NA1_4075270797
1694,NA1_4075213560
1695,NA1_4075039034
1696,NA1_4074853267
1697,NA1_4074607464
1698,NA1_4074183407
1699,NA1_4074150146
1700,NA1_4104185991
1701,NA1_4104200390
1702,NA1_4104096033
1703,NA1_4104092209
1704,NA1_4104036004
1705,NA1_4103986279
1706,NA1_4103931304
1707,NA1_4103866327
1708,NA1_4103828998
1709,NA1_4103505347
1710,NA1_4102955933
1711,NA1_4102960437
1712,NA1_4102925104
1713,NA1_4102920897
1714,NA1_4102862451
1715,NA1_4102754674
1716,NA1_4102717205
1717,NA1_4102700997
1718,NA1_4102636285
1719,NA1_4102578589
1720,NA1_4102555460
1721,NA1_4102236234
1722,NA1_4102310856
1723,NA1_4102068324
1724,NA1_4102054420
1725,NA1_4101711209
1726,NA1_4101636184
1727,NA1_4101621501
1728,NA1_4101592834
1729,NA1_4101527076
1730,NA1_4101459641
1731,NA1_4101378090
1732,NA1_4101384069
1733,NA1_4101071000
1734,NA1_4101026755
1735,NA1_4101004890
1736,NA1_4100975530
1737,NA1_4100560085
1738,NA1_4100435437
1739,NA1_4100388465
1740,NA1_4100393053
1741,NA1_4100316300
1742,NA1_4100284779
1743,NA1_4100075239
1744,NA1_4100060341
1745,NA1_4099985795
1746,NA1_4099991579
1747,NA1_4099888664
1748,NA1_4099885550
1749,NA1_4099890641
1750,NA1_4099217046
1751,NA1_4099211563
1752,NA1_4098473585
1753,NA1_4074439305
1754,NA1_4074382217
1755,NA1_4074350481
1756,NA1_4065016762
1757,NA1_4064253528
1758,NA1_4062177579
1759,NA1_4062136971
1760,NA1_4062123404
1761,NA1_4060381543
1762,NA1_3785828683
1763,NA1_4097490553
1764,NA1_4093808287
1765,NA1_4093833307
1766,NA1_4093768216
1767,NA1_4090629178
1768,NA1_4089188726
1769,NA1_4089193629
1770,NA1_4087693039
1771,NA1_4086556069
1772,NA1_4086590604
1773,NA1_4084361958
1774,NA1_4083414256
1775,NA1_4082611510
1776,NA1_4081631007
1777,NA1_4081546837
1778,NA1_4081544462
1779,NA1_4081540559
1780,NA1_4081477063
1781,NA1_4081473634
1782,NA1_4075675716
1783,NA1_4074848186
1784,NA1_4073994369
1785,NA1_4072859238
1786,NA1_4072121839
1787,NA1_4070973111
1788,NA1_4070346556
1789,NA1_4070303279
1790,NA1_4068352813
1791,NA1_4067434997
1792,NA1_4067481187
1793,NA1_4065502994
1794,NA1_4064903037
1795,NA1_4063909933
1796,NA1_4063806956
1797,NA1_4063804527
1798,NA1_4060769999
1799,NA1_4059488927
1800,NA1_4058667076
1801,NA1_4058108940
1802,NA1_4058043304
1803,NA1_4057987541
1804,NA1_4057967928
1805,NA1_4057925899
1806,NA1_4057922246
1807,NA1_4057876673
1808,NA1_4056211374
1809,NA1_4056115621
1810,NA1_4050914989
1811,NA1_4050848456
1812,NA1_4049134518
1813,NA1_4045697512
1814,NA1_4045447779
1815,NA1_4045393071
1816,NA1_4045362915
1817,NA1_4045307434
1818,NA1_4041624646
1819,NA1_4040933223
1820,NA1_4040898920
1821,NA1_4038348858
1822,NA1_4038355650
1823,NA1_4036742203
1824,NA1_4034580078
1825,NA1_4034395572
1826,NA1_4032830750
1827,NA1_4031550008
1828,NA1_4031485538
1829,NA1_4030770213
1830,NA1_4028823107
1831,NA1_4027721101
1832,NA1_4026530758
1833,NA1_4025991084
1834,NA1_4024875684
1835,NA1_4023894195
1836,NA1_4023279811
1837,NA1_4023243539
1838,NA1_4017421804
1839,NA1_4017387125
1840,NA1_4015795358
1841,NA1_4015776712
1842,NA1_4013378186
1843,NA1_4012357555
1844,NA1_4011335615
1845,NA1_4011320278
1846,NA1_4011283307
1847,NA1_4008159956
1848,NA1_4006779256
1849,NA1_4005912658
1850,NA1_4005031541
1851,NA1_4004917831
1852,NA1_4004839572
1853,NA1_4004861992
1854,NA1_4000902847
1855,NA1_4000863474
1856,NA1_4000779434
1857,NA1_4000751675
1858,NA1_3996308016
1859,NA1_3996321937
1860,NA1_3996219696
1861,NA1_3996225162
1862,NA1_3994988929
1863,NA1_4104561331
1864,NA1_4104498537
1865,NA1_4104504554
1866,NA1_4104531150
1867,NA1_4104439145
1868,NA1_4104484262
1869,NA1_4104422953
1870,NA1_4103830913
1871,NA1_4103762338
1872,NA1_4103675902
1873,NA1_4103619260
1874,NA1_4103489066
1875,NA1_4103494654
1876,NA1_4103393988
1877,NA1_4103308297
1878,NA1_4103333809
1879,NA1_4102124939
1880,NA1_4102054008
1881,NA1_4102028862
1882,NA1_4101987998
1883,NA1_4102022865
1884,NA1_4101989824
1885,NA1_4101906799
1886,NA1_4101135354
1887,NA1_4101131401
1888,NA1_4101124054
1889,NA1_4101020505
1890,NA1_4100967246
1891,NA1_4100953944
1892,NA1_4100896683
1893,NA1_4100903465
1894,NA1_4100197787
1895,NA1_4100200211
1896,NA1_4100114726
1897,NA1_4099937276
1898,NA1_4099871953
1899,NA1_4099818548
1900,NA1_4099844083
1901,NA1_4099739695
1902,NA1_4099775808
1903,NA1_4098567826
1904,NA1_4098584138
1905,NA1_4098471644
1906,NA1_4098428341
1907,NA1_4097512224
1908,NA1_4097487437
1909,NA1_4097425280
1910,NA1_4095057298
1911,NA1_4095092173
1912,NA1_4094878058
1913,NA1_4094883935
1914,NA1_4094769550
1915,NA1_4092611753
1916,NA1_4092546624
1917,NA1_4092522354
1918,NA1_4092477020
1919,NA1_4092429228
1920,NA1_4092394004
1921,NA1_4091620737
1922,NA1_4091594765
1923,NA1_4091478991
1924,NA1_4091533740
1925,NA1_4091499962
1926,NA1_4091405213
1927,NA1_4091349782
1928,NA1_4091296564
1929,NA1_4091264339
1930,NA1_4091258097
1931,NA1_4090292954
1932,NA1_4090311026
1933,NA1_4090219518
1934,NA1_4085292760
1935,NA1_4085300687
1936,NA1_4084549938
1937,NA1_4084407024
1938,NA1_4084393496
1939,NA1_4084263372
1940,NA1_4084290345
1941,NA1_4084217531
1942,NA1_4084175363
1943,NA1_4084170804
1944,NA1_4084166817
1945,NA1_4084165229
1946,NA1_4084114716
1947,NA1_4083301962
1948,NA1_4083300417
1949,NA1_4083248447
1950,NA1_4083225348
1951,NA1_4082483360
1952,NA1_4081366947
1953,NA1_4081315943
1954,NA1_4081343519
1955,NA1_4081341987
1956,NA1_4081265057
1957,NA1_4081253673
1958,NA1_4081241437
1959,NA1_4081169355
1960,NA1_4081205430
1961,NA1_4081211993
1962,NA1_4080390762
1963,NA1_4104460049
1964,NA1_4103685102
1965,NA1_4103504268
1966,NA1_4103451402
1967,NA1_4103170934
1968,NA1_4103137491
1969,NA1_4103135068
1970,NA1_4103141925
1971,NA1_4103058410
1972,NA1_4103075380
1973,NA1_4103032883
1974,NA1_4102987721
1975,NA1_4102993258
1976,NA1_4102942719
1977,NA1_4102839411
1978,NA1_4102813937
1979,NA1_4102805993
1980,NA1_4102686005
1981,NA1_4102629532
1982,NA1_4102661120
1983,NA1_4102536449
1984,NA1_4102531835
1985,NA1_4102455153
1986,NA1_4102029508
1987,NA1_4102016278
1988,NA1_4101714233
1989,NA1_4101668809
1990,NA1_4101670437
1991,NA1_4101553674
1992,NA1_4101550534
1993,NA1_4101532545
1994,NA1_4101392619
1995,NA1_4101196358
1996,NA1_4101162289
1997,NA1_4101122692
1998,NA1_4101058059
1999,NA1_4100995773
2000,NA1_4100990917
2001,NA1_4100974356
2002,NA1_4100101303
2003,NA1_4100056934
2004,NA1_4100032054
2005,NA1_4099968189
2006,NA1_4099937276
2007,NA1_4099904464
2008,NA1_4099931179
2009,NA1_4099836780
2010,NA1_4099814641
2011,NA1_4099840505
2012,NA1_4099110454
2013,NA1_4099094485
2014,NA1_4098968218
2015,NA1_4098899585
2016,NA1_4098663218
2017,NA1_4098545342
2018,NA1_4098590283
2019,NA1_4098489925
2020,NA1_4098423459
2021,NA1_4097900518
2022,NA1_4097833805
2023,NA1_4097768884
2024,NA1_4097735981
2025,NA1_4097711319
2026,NA1_4097635512
2027,NA1_4097548996
2028,NA1_4097507484
2029,NA1_4097523798
2030,NA1_4097488585
2031,NA1_4096217167
2032,NA1_4096193770
2033,NA1_4096108039
2034,NA1_4096114364
2035,NA1_4096077774
2036,NA1_4095985972
2037,NA1_4096011063
2038,NA1_4093515278
2039,NA1_4093345247
2040,NA1_4093315359
2041,NA1_4093244824
2042,NA1_4093434514
2043,NA1_4094411625
2044,NA1_4094357925
2045,NA1_4094345251
2046,NA1_4094361899
2047,NA1_4094317809
2048,NA1_4093945763
2049,NA1_4093932749
2050,NA1_4093875232
2051,NA1_4093180868
2052,NA1_4093180632
2053,NA1_4093180472
2054,NA1_4092820409
2055,NA1_4092774472
2056,NA1_4092679359
2057,NA1_4090147726
2058,NA1_4090147357
2059,NA1_4090177064
2060,NA1_4092418951
2061,NA1_4092385719
2062,NA1_4092401808
2063,NA1_4102122834
2064,NA1_4102036936
2065,NA1_4101517538
2066,NA1_4101531293
2067,NA1_4101119410
2068,NA1_4101114500
2069,NA1_4101039623
2070,NA1_4100114974
2071,NA1_4100120868
2072,NA1_4100027480
2073,NA1_4097926040
2074,NA1_4097756665
2075,NA1_4097731940
2076,NA1_4096785345
2077,NA1_4096102322
2078,NA1_4094213096
2079,NA1_4094154231
2080,NA1_4094030158
2081,NA1_4092896703
2082,NA1_4092754534
2083,NA1_4092389368
2084,NA1_4090910695
2085,NA1_4090877545
2086,NA1_4090864539
2087,NA1_4090890533
2088,NA1_4090807443
2089,NA1_4090784011
2090,NA1_4088487650
2091,NA1_4088490973
2092,NA1_4088417447
2093,NA1_4088414936
2094,NA1_4087850643
2095,NA1_4087748039
2096,NA1_4086821288
2097,NA1_4086562657
2098,NA1_4086454891
2099,NA1_4086407484
2100,NA1_4086371139
2101,NA1_4086287251
2102,NA1_4086331781
2103,NA1_4085304079
2104,NA1_4085049683
2105,NA1_4085017783
2106,NA1_4085044348
2107,NA1_4085049753
2108,NA1_4084944290
2109,NA1_4084940296
2110,NA1_4084252904
2111,NA1_4083943849
2112,NA1_4083939759
2113,NA1_4083855172
2114,NA1_4083850077
2115,NA1_4083638387
2116,NA1_4083661893
2117,NA1_4083094674
2118,NA1_4082910228
2119,NA1_4082176594
2120,NA1_4082171370
2121,NA1_4082114448
2122,NA1_4078372594
2123,NA1_4076071074
2124,NA1_4076045141
2125,NA1_4075939390
2126,NA1_4075905437
2127,NA1_4075823495
2128,NA1_4075816077
2129,NA1_4075793225
2130,NA1_4075709533
2131,NA1_4075346490
2132,NA1_4075363083
2133,NA1_4075266302
2134,NA1_4074486348
2135,NA1_4074058122
2136,NA1_4073431308
2137,NA1_4073316140
2138,NA1_4073320798
2139,NA1_4073262847
2140,NA1_4073214892
2141,NA1_4072484540
2142,NA1_4072500774
2143,NA1_4072429073
2144,NA1_4072396253
2145,NA1_4071669190
2146,NA1_4069924211
2147,NA1_4069807559
2148,NA1_4069800858
2149,NA1_4069748178
2150,NA1_4069794348
2151,NA1_4069067199
2152,NA1_4069071660
2153,NA1_4068456190
2154,NA1_4068454476
2155,NA1_4067661475
2156,NA1_4067134576
2157,NA1_4067083341
2158,NA1_4067071044
2159,NA1_4066980784
2160,NA1_4066295041
2161,NA1_4066273892
2162,NA1_4066232887
2163,NA1_4102584582
2164,NA1_4102541445
2165,NA1_4102436466
2166,NA1_4102402505
2167,NA1_4102430108
2168,NA1_4096301909
2169,NA1_4095229933
2170,NA1_4094124049
2171,NA1_4093995643
2172,NA1_4091001862
2173,NA1_4090963761
2174,NA1_4090477733
2175,NA1_4087459819
2176,NA1_4086459586
2177,NA1_4085207490
2178,NA1_4082636074
2179,NA1_4081479030
2180,NA1_4081496183
2181,NA1_4081492772
2182,NA1_4081500549
2183,NA1_4081398811
2184,NA1_4081376855
2185,NA1_4080500888
2186,NA1_4080216633
2187,NA1_4080240217
2188,NA1_4080059135
2189,NA1_4065192322
2190,NA1_4065181473
2191,NA1_4065190401
2192,NA1_4065178301
2193,NA1_4065127453
2194,NA1_4065115264
2195,NA1_4063873080
2196,NA1_4063734508
2197,NA1_4063771517
2198,NA1_4061918499
2199,NA1_4061934029
2200,NA1_4061910314
2201,NA1_4061885426
2202,NA1_4061841799
2203,NA1_4060293264
2204,NA1_4058887496
2205,NA1_4058882624
2206,NA1_4058859867
2207,NA1_4058804682
2208,NA1_4058772389
2209,NA1_4058689000
2210,NA1_4058732187
2211,NA1_4058659152
2212,NA1_4058628333
2213,NA1_4058383313
2214,NA1_4058305276
2215,NA1_4058314357
2216,NA1_4058290865
2217,NA1_4057659899
2218,NA1_4057556239
2219,NA1_4057583750
2220,NA1_4057552415
2221,NA1_4056496147
2222,NA1_4054503554
2223,NA1_4053311223
2224,NA1_4053257275
2225,NA1_4053232948
2226,NA1_4053218681
2227,NA1_4051988405
2228,NA1_4052031941
2229,NA1_4051250455
2230,NA1_4051167735
2231,NA1_4051135226
2232,NA1_4051119385
2233,NA1_4050870521
2234,NA1_4050786648
2235,NA1_4050133407
2236,NA1_4049192544
2237,NA1_4049158713
2238,NA1_4049136514
2239,NA1_4049089958
2240,NA1_4048996155
2241,NA1_4048972913
2242,NA1_4048947157
2243,NA1_4048941908
2244,NA1_4048520832
2245,NA1_4048468258
2246,NA1_4048418298
2247,NA1_4048406760
2248,NA1_4044733824
2249,NA1_4041030814
2250,NA1_4039867041
2251,NA1_4036673950
2252,NA1_4036646489
2253,NA1_4036641282
2254,NA1_4036448673
2255,NA1_4036445783
2256,NA1_4036491466
2257,NA1_4036046850
2258,NA1_4036070186
2259,NA1_4036007006
2260,NA1_4035984238
2261,NA1_4035972577
2262,NA1_4035928391
2263,NA1_4100342563
2264,NA1_4099836474
2265,NA1_4099035763
2266,NA1_4099026091
2267,NA1_4098838015
2268,NA1_4098809829
2269,NA1_4098600328
2270,NA1_4097454441
2271,NA1_4096093821
2272,NA1_4096023245
2273,NA1_4095286730
2274,NA1_4095203336
2275,NA1_4095156688
2276,NA1_4094769462
2277,NA1_4094816987
2278,NA1_4094785383
2279,NA1_4094293838
2280,NA1_4094058262
2281,NA1_4092458512
2282,NA1_4091980027
2283,NA1_4091926974
2284,NA1_4091911735
2285,NA1_4091876561
2286,NA1_4091665239
2287,NA1_4091577199
2288,NA1_4091537114
2289,NA1_4090895404
2290,NA1_4090842036
2291,NA1_4090703134
2292,NA1_4089507985
2293,NA1_4089524266
2294,NA1_4089511765
2295,NA1_4089129242
2296,NA1_4088310192
2297,NA1_4088247822
2298,NA1_4087883597
2299,NA1_4087612434
2300,NA1_4087402201
2301,NA1_4087348361
2302,NA1_4087315695
2303,NA1_4087360114
2304,NA1_4086781504
2305,NA1_4086746653
2306,NA1_4086731961
2307,NA1_4086645788
2308,NA1_4086588420
2309,NA1_4086554926
2310,NA1_4086501509
2311,NA1_4086374205
2312,NA1_4086308375
2313,NA1_4086293856
2314,NA1_4086280724
2315,NA1_4086216126
2316,NA1_4086233210
2317,NA1_4086240154
2318,NA1_4086156894
2319,NA1_4085856326
2320,NA1_4085881910
2321,NA1_4085797455
2322,NA1_4085792682
2323,NA1_4085486149
2324,NA1_4085381515
2325,NA1_4085339085
2326,NA1_4085336528
2327,NA1_4085099340
2328,NA1_4085135790
2329,NA1_4085131987
2330,NA1_4085075804
2331,NA1_4085052428
2332,NA1_4084948234
2333,NA1_4084974127
2334,NA1_4084935141
2335,NA1_4084829774
2336,NA1_4084725265
2337,NA1_4084518558
2338,NA1_4084515280
2339,NA1_4084559876
2340,NA1_4084367471
2341,NA1_4084329930
2342,NA1_4084305634
2343,NA1_4084311295
2344,NA1_4083872371
2345,NA1_4083796922
2346,NA1_4083105593
2347,NA1_4082891599
2348,NA1_4082602413
2349,NA1_4082256469
2350,NA1_4082213396
2351,NA1_4082204489
2352,NA1_4082017513
2353,NA1_4082061110
2354,NA1_4081635575
2355,NA1_4081566451
2356,NA1_4081222267
2357,NA1_4081147547
2358,NA1_4081020619
2359,NA1_4081004665
2360,NA1_4080971554
2361,NA1_4080908233
2362,NA1_4080170037
2363,NA1_4105441395
2364,NA1_4105319040
2365,NA1_4105295909
2366,NA1_4104629557
2367,NA1_4104626966
2368,NA1_4104562621
2369,NA1_4104498542
2370,NA1_4104534782
2371,NA1_4104503754
2372,NA1_4104476056
2373,NA1_4104463295
2374,NA1_4104440582
2375,NA1_4104429748
2376,NA1_4104367919
2377,NA1_4104188711
2378,NA1_4104177090
2379,NA1_4104153970
2380,NA1_4104140168
2381,NA1_4104122765
2382,NA1_4104019192
2383,NA1_4104034666
2384,NA1_4104031069
2385,NA1_4103877130
2386,NA1_4103741437
2387,NA1_4103685281
2388,NA1_4103680431
2389,NA1_4103602474
2390,NA1_4103468783
2391,NA1_4103484463
2392,NA1_4103500811
2393,NA1_4103412095
2394,NA1_4103370313
2395,NA1_4103335973
2396,NA1_4102696972
2397,NA1_4102730387
2398,NA1_4102606947
2399,NA1_4102601567
2400,NA1_4102596334
2401,NA1_4099043405
2402,NA1_4098962009
2403,NA1_4098923318
2404,NA1_4098826745
2405,NA1_4097963396
2406,NA1_4097896532
2407,NA1_4097819206
2408,NA1_4097813510
2409,NA1_4097726086
2410,NA1_4097719818
2411,NA1_4097674150
2412,NA1_4097629791
2413,NA1_4097614590
