,assistsplayer_1,assistsplayer_2,assistsplayer_3,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,assistsplayer_10,currentGold_1,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,currentGold_10,deathsplayer_1,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_8,deathsplayer_9,dragon_team200,gameMode,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,inhibs_lost_team100,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_1,killsplayer_10,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,riftherald_team200,riftherald_team300,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_0,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,assistsplayer_4,baron_team200,deathsplayer_10,deathsplayer_7,dragon_team100,inhibs_lost_team200,riftherald_team100,baron_team100,killsplayer_0,team_deathsplayer_100,team_deathsplayer_200,team_goldPerSecond_100,team_goldPerSecond_200,team_jungleMinionsKilled_100,team_jungleMinionsKilled_200,team_killsplayer_100,team_killsplayer_200,team_level_100,team_level_200,team_magicDamageDoneToChampions_100,team_magicDamageDoneToChampions_200,team_minionsKilled_100,team_minionsKilled_200,team_physicalDamageDoneToChampions_100,team_physicalDamageDoneToChampions_200,team_timeEnemySpentControlled_100,team_timeEnemySpentControlled_200,team_totalDamageDoneToChampions_100,team_totalDamageDoneToChampions_200,team_totalGold_100,team_totalGold_200,team_trueDamageDoneToChampions_100,team_trueDamageDoneToChampions_200,team_ward_player_100,team_ward_player_200,team_assistsplayer_100,team_assistsplayer_200,team_xp_100,team_xp_200
554,3,9,3,11,4,2,1,0,3,890,1740,1271,1344,471,459,395,919,142,335,2,0,2,5,2,6,6,4,1,CLASSIC,MATCHED_GAME,11.22.406.3587,0,30,0,0,0,30,0,0,0,0,0,10,0,93,9,4,0,0,112,7,0,8,0,5,4,1,3,0,4,1,6,12,9,12,13,11,9,11,12,12,10,533,1607,664,363,201,3575,1848,4732,7328,377,141,22,18,169,142,6,118,51,120,144,12866,1190,6009,7089,6669,635,6067,843,774,9210,0,0,118370,101336,275154,60834,166499,158312,119164,438086,98322,82910,1200224,13477,3088,7053,7886,7721,4449,7916,5971,8427,9587,10105,4370,8730,9231,7344,6621,6159,7995,5749,8562,2,10,78,290,380,434,850,238,0,395,324,0,0,10,25,4,11,5,33,7,4,1,4,100,9770,5056,8624,10254,7794,5778,8141,9932,8680,6863,5,0,5,0,3,2,2,1,0,11,21,30,30,116,119,21,11,57,54,5336,15892,476,455,33268,18084,779169,839818,40586,34989,42031,32835,1980,1009,63,41,31,10,42220,38672
555,0,6,1,6,7,4,5,5,9,156,539,858,233,711,1565,288,498,152,1626,4,4,3,7,4,4,5,5,1,CLASSIC,MATCHED_GAME,11.21.403.3002,0,30,0,0,0,30,0,0,0,0,0,4,0,115,5,0,0,9,70,0,1,3,6,5,13,3,2,7,1,0,8,12,11,13,13,10,9,13,10,11,11,270,0,436,15444,1173,4059,1331,832,9490,509,135,17,30,118,115,17,113,10,143,113,5236,4454,9073,2298,10100,1019,11112,6531,936,10981,0,1,116033,68405,484070,231427,48215,158294,93536,38846,316792,81555,1200365,7614,6378,10717,17960,11273,5499,13210,7600,10426,11491,8714,10401,10529,10722,7098,6281,8760,5328,6408,8762,0,11,2107,1924,1208,218,0,420,766,236,0,0,0,12,47,6,5,10,35,9,0,12,11,100,9812,7377,10654,10825,6334,5789,10094,6410,8248,8261,3,0,3,9,2,3,1,1,0,22,26,30,30,124,80,26,22,57,56,21382,12162,415,396,27726,34014,1038039,599134,53063,49105,43344,39659,3953,2926,68,79,16,30,43414,40390
556,1,6,5,15,5,3,6,3,4,368,2402,655,941,631,326,1272,736,443,686,8,2,3,5,1,5,5,4,3,CLASSIC,MATCHED_GAME,11.22.406.3587,0,20,0,0,0,30,0,0,0,0,0,1,0,80,7,1,0,6,0,100,8,3,3,14,7,4,1,3,4,3,6,11,8,12,12,11,10,11,11,11,13,0,5650,13714,1710,10036,3865,1253,981,750,11982,96,21,18,123,100,10,127,111,13,136,6829,784,1437,6279,582,881,10270,9532,6252,3382,0,0,78681,167296,192167,56645,134990,97495,78735,74121,204849,203463,1200342,6829,7051,16653,9562,11489,5160,11523,11130,7496,15887,6103,4676,10842,8450,7331,5816,7296,6832,7736,10108,4,7,0,616,1501,1572,870,414,0,616,493,523,0,8,15,17,4,6,27,9,4,2,63,100,7935,4753,9476,9774,7641,6574,8046,8183,7916,10684,13,0,7,9,1,1,2,2,1,19,30,30,20,89,114,29,19,56,54,29325,20616,347,408,16008,30220,559978,728464,49693,53087,38542,36648,4357,2248,62,93,40,21,41400,39582
557,1,3,3,3,0,1,4,2,2,318,1707,191,998,971,621,13,353,448,51,1,6,0,1,2,2,2,2,3,CLASSIC,MATCHED_GAME,11.22.406.3587,0,30,0,0,0,30,0,0,0,0,1,4,0,106,2,2,0,0,134,8,1,2,2,5,1,0,0,1,4,1,2,12,9,11,13,11,8,12,12,12,10,1374,5099,348,6151,2529,1422,0,0,5144,961,166,13,6,186,156,29,157,15,161,154,9067,263,9670,523,278,507,3418,5591,652,7514,1,0,71284,104527,209279,34070,141459,33369,84226,195935,101552,825,1200386,10441,5789,10727,6674,2808,2324,3767,6630,6007,8476,7633,5431,8122,7641,6323,4256,7086,7653,8088,7073,6,6,0,426,708,0,0,394,349,1038,210,0,0,15,51,9,15,12,44,14,10,14,21,200,8977,5808,8139,10569,8086,4967,9650,8940,9503,6880,0,0,0,2,2,1,1,2,0,10,8,30,30,114,143,8,10,55,55,11824,11204,543,500,20045,17438,489461,487065,32974,30669,33975,35331,1102,2023,95,110,10,9,40738,40781
558,8,4,6,7,5,7,7,3,10,920,650,438,776,791,309,128,1370,1581,395,2,3,2,5,5,8,2,1,3,CLASSIC,MATCHED_GAME,11.20.400.7328,0,30,0,0,0,30,0,0,0,0,0,0,0,96,8,8,0,4,86,16,4,1,2,13,3,2,0,5,2,0,8,11,8,12,12,10,8,11,10,12,11,2332,2211,0,2968,3326,2511,7534,4686,1350,942,117,4,21,165,117,22,102,21,127,158,2902,570,8633,5089,271,1509,964,453,6405,7310,1,0,244301,63183,230687,46015,22298,76868,15027,267856,199999,24703,1200375,5493,3248,12050,8058,3597,4409,8499,5724,8433,8969,6820,5880,10490,9608,6311,4341,7139,6313,7473,10366,4,9,258,466,3417,0,0,388,0,584,678,716,1,156,36,3,14,3,33,4,2,9,12,100,8521,4796,9080,9663,7137,4715,7904,7076,9714,7998,2,2,3,6,2,1,0,0,1,17,20,30,30,112,110,19,17,53,52,11137,16723,442,412,18404,15702,620169,570768,33607,34873,37570,37171,4063,2444,209,63,27,32,39116,37488
559,1,4,2,6,6,5,3,6,8,488,944,484,1190,323,207,405,1144,708,194,5,4,3,6,4,2,3,5,4,CLASSIC,MATCHED_GAME,11.22.406.3587,0,30,0,0,0,30,0,0,0,0,1,4,0,89,8,0,0,12,140,8,0,4,1,6,0,4,1,2,6,7,6,11,10,13,12,11,9,13,12,14,12,0,2335,477,4511,0,5317,1959,12268,292,1209,92,31,36,164,150,22,155,18,155,140,8172,1400,9283,526,8385,604,8272,76,8704,6935,1,0,105424,124109,347253,432989,43270,59389,192435,105790,53705,353381,1200335,9935,4105,10436,5352,8385,5921,11384,13141,9750,8145,7313,4794,8729,6574,8500,5348,8890,9430,8869,8029,9,5,1763,370,676,314,0,0,1152,796,753,0,0,12,46,8,10,11,409,16,3,6,4,200,8207,6197,10239,9937,7842,5773,10435,9702,11444,8796,6,1,2,3,1,1,1,1,0,22,15,30,30,101,160,15,22,56,61,10305,18063,464,499,26970,25387,988325,829420,40029,46525,36464,40012,2753,3071,450,75,19,28,41998,46574
560,9,12,4,19,5,3,4,4,7,463,513,706,733,1105,248,471,128,1191,226,4,4,3,5,1,5,4,5,1,CLASSIC,MATCHED_GAME,11.20.400.7328,0,30,0,0,0,30,0,0,0,0,0,0,0,92,0,16,0,0,125,4,11,2,0,5,7,11,2,3,8,3,3,11,9,11,12,11,11,11,12,12,11,3910,0,1134,10053,3628,3809,523,15550,5270,522,76,8,8,128,148,15,125,23,123,158,4235,6468,7568,1956,11690,764,7766,338,860,9917,1,1,305277,28933,263363,302124,36171,148514,118146,98460,251261,185654,1200360,8874,6468,9080,12385,16671,4863,10334,17047,6758,10660,5903,5676,8053,8386,9983,6580,7588,9211,7713,8416,2,5,728,0,378,375,1351,288,2045,1158,626,220,8,102,21,3,10,5,36,7,3,10,12,100,8351,5865,8367,9146,8247,8016,8038,9327,9361,8052,6,0,9,4,2,0,0,1,0,17,27,30,30,108,140,27,17,56,55,22534,21865,375,437,26213,25349,1055449,682454,51873,51267,38905,38604,3120,4049,156,53,50,23,42127,40643
561,1,4,6,9,2,2,4,6,12,157,1222,681,333,226,1417,96,64,77,1147,4,4,1,7,3,4,5,6,3,CLASSIC,MATCHED_GAME,11.21.403.3002,0,30,0,0,0,30,0,0,0,0,2,132,0,0,4,4,0,4,121,0,0,4,2,5,5,6,0,4,6,3,4,12,10,13,13,10,10,13,12,12,11,1141,4086,1860,1737,2530,3705,10900,628,11236,2524,13,9,121,147,117,7,144,19,132,145,5466,1183,9619,16032,10461,725,3287,7903,1216,6923,0,0,97461,144706,140437,97607,1618,151298,633372,164144,446115,106978,1200322,7196,5270,16056,17883,15107,4575,14187,9048,12453,10004,8747,6047,7822,10206,7793,5211,7287,8411,6754,8112,9,4,588,0,4576,114,2115,144,0,516,0,555,11,2,39,11,13,15,38,10,118,12,28,200,9204,6638,10204,10514,6331,6417,10046,8796,8714,7781,1,2,2,3,2,0,2,0,0,19,20,30,30,140,125,20,19,58,58,10973,29374,405,449,42303,20512,488421,1495315,60817,50962,39779,36611,7537,1071,79,207,21,26,42670,41975
562,2,2,4,4,1,10,2,5,12,555,2212,714,540,197,358,181,255,248,22,0,4,3,5,8,3,5,3,1,CLASSIC,MATCHED_GAME,11.18.395.7538,0,30,0,0,0,30,0,0,0,0,0,0,0,123,7,4,0,0,86,0,0,2,1,5,5,4,3,1,3,8,7,13,10,13,13,12,9,12,12,11,11,7926,2780,5371,790,1129,3520,0,8702,361,2717,172,33,31,156,146,30,161,39,114,165,5794,1505,1244,11299,9756,1476,8887,168,11517,8091,0,1,895255,110633,372285,146066,51808,142624,33561,548368,69825,15622,1200398,13721,4866,7191,12116,10923,5621,9776,9604,12857,10808,7495,5582,8547,9539,8265,5422,6558,7181,7810,9388,4,10,0,581,576,26,38,624,888,733,978,0,92,15,153,8,11,55,64,17,3,4,18,100,11124,6667,10334,10305,8634,5662,9305,8703,8271,8438,4,2,2,6,5,3,1,0,0,20,19,30,30,134,86,19,20,60,56,18736,14560,535,512,29569,30168,1608038,778009,49572,47911,39268,36519,1264,3180,153,195,16,30,46059,41384
563,0,5,5,7,0,5,2,2,4,1495,1360,700,526,850,92,654,295,-62,248,3,2,3,2,1,1,4,2,3,CLASSIC,MATCHED_GAME,11.20.400.7328,0,30,0,0,0,30,0,0,0,0,1,4,8,105,12,0,1,4,128,11,8,3,1,3,2,2,0,4,0,4,2,12,9,12,12,9,9,12,11,12,10,757,9965,2065,9501,3073,4194,1277,175,445,1716,168,24,46,148,98,4,124,4,147,155,5392,219,4615,818,259,665,7548,3061,6936,6162,1,0,84292,31809,496720,51926,199613,35112,14040,336120,160624,0,1200317,8542,10322,7105,10320,3332,4860,9236,3434,7449,8108,7595,5438,7895,7160,5526,4585,7017,6819,8815,7288,5,9,2393,137,424,0,0,0,410,197,67,230,0,6,48,4,10,13,38,6,3,11,7,100,9797,5917,9048,9322,6058,5343,9093,8012,9548,7055,3,1,1,2,2,1,1,0,0,11,10,30,30,122,159,10,11,54,54,19590,13578,464,454,11749,23926,867663,542593,34159,38549,32761,35377,2817,1041,71,75,20,13,39568,39625
564,2,6,3,10,4,4,2,3,8,263,796,681,265,197,1556,281,1621,1680,856,2,5,3,4,4,0,2,4,1,CLASSIC,MATCHED_GAME,11.21.403.3002,0,30,0,0,0,30,0,0,0,0,0,21,2,100,8,4,0,6,84,5,4,4,2,4,3,2,2,2,3,9,2,12,9,11,11,11,9,12,10,13,11,8449,6765,605,5470,410,7257,8785,4918,1366,739,121,16,11,113,160,11,139,10,133,162,1332,607,8705,569,6150,294,1163,375,13837,7338,1,0,69462,170067,123485,99995,73739,88525,309843,202356,68007,73337,1200288,9781,7373,10138,6108,6561,7552,9948,7634,15750,8078,7603,5956,8161,7206,7880,6342,7281,6756,9316,7930,9,3,0,0,828,68,0,0,0,2340,546,0,0,8,35,10,11,13,23,9,4,2,13,200,9376,5956,7543,7961,7697,6067,9429,6872,10513,8054,7,1,3,6,3,0,1,0,0,18,15,30,30,133,101,15,18,54,55,22191,22573,416,460,17050,23320,455206,823610,40140,48783,37192,37239,896,2886,65,63,28,21,38644,40824
565,2,1,3,2,1,10,4,5,11,830,319,435,875,1248,1196,1916,575,890,718,2,7,6,7,3,4,1,2,3,CLASSIC,MATCHED_GAME,11.22.406.3587,0,30,0,0,0,30,0,0,0,0,1,12,4,100,8,0,0,8,73,8,8,4,5,2,2,2,1,1,9,5,5,13,11,10,12,10,9,12,12,13,12,0,67,3139,382,8482,1391,175,11307,7716,197,172,19,25,142,107,36,136,11,153,176,11316,10877,451,6241,566,348,3324,1501,866,7370,0,0,107872,160060,350298,136332,199037,17321,62404,105253,55075,36730,1200438,12585,11964,5658,7725,9133,2074,5188,13349,8582,7648,9950,9243,6954,7670,6075,4773,7046,8651,9085,9840,7,2,1268,1019,2067,1102,84,334,1687,539,0,80,0,6,17,6,6,5,15,5,4,11,7,200,10816,7995,7135,9222,6397,5944,9230,8649,11144,8610,2,0,1,3,0,0,2,0,0,25,11,30,30,120,101,11,25,54,60,13394,19462,482,495,18922,23938,810860,419522,37175,46731,35422,43865,4855,3325,38,44,10,31,39514,45628
566,9,5,8,10,4,6,3,1,5,563,414,467,495,352,175,898,857,149,167,1,1,4,3,4,9,6,3,0,CLASSIC,MATCHED_GAME,11.20.400.7328,0,30,0,0,0,30,0,0,0,0,0,13,0,115,0,16,0,0,89,0,0,2,1,15,4,6,1,2,1,1,8,12,10,13,12,11,10,11,11,12,11,0,2982,1108,9505,612,3098,0,1941,7447,1912,141,12,33,115,125,29,87,21,126,136,4299,1190,13082,257,9894,730,10255,4925,289,6552,0,0,44761,117481,289521,54920,69792,46568,72369,282027,237708,10633,1200322,4850,4173,14295,9863,11397,4592,11027,7408,7737,8465,9956,4792,12304,7547,8790,5662,5500,6523,6657,9173,0,10,550,0,104,99,890,762,772,542,0,0,50,8,65,4,6,9,12,7,3,6,5,100,9944,6200,10745,9021,8238,6122,7777,8199,8821,8445,5,1,4,6,3,2,2,0,0,13,28,30,30,144,89,28,13,58,55,14323,14282,443,382,28262,23211,505562,720218,44997,38810,44259,32645,2405,1314,39,86,37,19,44070,39442
567,2,3,8,7,4,7,4,2,7,956,163,845,825,558,948,616,169,766,778,3,6,3,2,1,2,3,1,3,CLASSIC,MATCHED_GAME,11.22.406.3587,0,30,0,0,0,30,0,0,0,0,2,8,0,100,1,5,0,20,113,9,2,3,0,6,1,2,0,3,4,6,2,13,9,11,12,11,9,13,11,13,11,935,2283,650,4789,481,2535,63,1554,10110,1764,161,10,17,128,167,14,143,24,157,163,7285,192,3932,97,9980,682,8454,10922,652,6042,2,0,53354,142462,145924,29738,121147,65226,134828,149650,221250,9280,1200349,8807,2475,5008,4886,10706,3832,8517,14290,10819,7807,8856,4588,7786,6990,8140,4683,8682,8506,8994,7841,8,4,586,0,426,0,243,614,0,1812,56,0,0,10,52,16,12,13,45,8,5,14,10,200,10278,5897,7797,8851,8220,5930,10019,8426,10429,8129,4,1,2,4,3,0,0,1,0,15,12,30,30,114,144,12,15,56,57,9390,15774,487,497,21976,26262,415389,657470,33239,43908,36455,38611,1869,1868,96,89,24,24,41076,42900
568,2,4,0,8,3,1,5,2,7,144,716,548,1247,617,290,521,525,810,3,1,3,4,3,5,5,2,2,1,CLASSIC,MATCHED_GAME,11.20.400.7328,0,30,0,0,0,30,0,0,0,0,0,0,0,130,0,4,0,4,113,4,4,4,0,6,3,2,2,0,8,3,5,12,8,12,11,11,9,11,12,12,11,504,2850,0,7221,185,0,2502,291,583,7804,150,16,20,163,170,30,97,48,130,136,5992,353,9211,1061,5145,3667,2332,10458,5338,796,1,0,149295,94331,160491,479883,16317,52709,193364,205604,19522,74126,1200428,8963,3611,9896,8283,5428,4267,4834,11448,6167,8601,9054,4988,8966,7603,8222,6162,5655,10231,7205,8589,2,9,2466,408,684,0,96,599,0,698,246,0,1,12,31,7,11,9,63,117,14,9,8,100,9569,4990,9385,8469,8219,5851,7808,9389,8630,8470,6,0,6,2,3,1,1,1,0,16,17,30,30,134,125,17,16,55,54,7910,14030,533,427,25076,19277,858695,586947,36837,34661,40007,36668,3845,1352,102,179,20,18,41493,39287
569,1,0,0,1,2,5,3,4,4,358,1097,1011,1084,267,1500,1337,1276,678,900,1,2,4,1,1,0,0,0,4,CLASSIC,MATCHED_GAME,11.22.406.3587,0,30,0,0,0,30,0,0,0,0,0,5,0,143,4,0,0,10,136,0,0,0,1,1,0,0,0,3,2,3,0,12,9,12,12,10,10,12,11,13,10,1676,2324,1863,10,106,1294,0,4449,224,3975,167,18,20,170,204,8,153,13,179,151,1500,718,0,3686,3402,506,4100,296,12872,448,1,1,277520,140942,190833,47408,12083,15488,116158,501076,43597,361149,1200320,3176,3121,1947,3745,3508,1800,4811,5414,13482,4423,6708,4550,7162,6506,7334,4217,7700,7202,7546,6278,5,11,0,78,84,48,0,0,711,669,386,0,0,16,56,16,13,12,44,23,4,6,26,100,9802,5777,8684,9079,7048,6546,9591,8539,11094,7156,0,1,0,1,3,3,0,1,0,9,1,30,30,152,146,1,9,56,55,4949,10972,569,514,9094,18434,543332,1162922,14176,31251,31927,33276,132,1844,101,115,2,18,41159,42157
570,4,6,4,6,4,7,3,1,7,297,67,68,943,413,388,536,91,1352,737,4,6,9,4,3,3,5,2,3,CLASSIC,MATCHED_GAME,11.22.406.3587,0,30,0,0,0,30,0,0,0,0,1,0,0,94,0,6,0,4,116,12,20,3,3,6,2,2,3,4,4,7,8,12,10,12,11,10,10,12,13,13,13,718,0,11888,1241,347,2559,610,4841,359,1756,133,26,35,110,141,18,121,29,119,168,8219,4620,659,7898,4234,970,8864,585,12057,10921,2,0,149417,68823,286238,97268,22623,164247,74311,214501,80690,71204,1200378,12354,5458,13050,10090,5449,3689,9694,7250,13246,12777,7217,7987,8132,6213,6993,5922,8913,8126,8846,10876,9,0,3417,838,503,950,867,160,220,1823,830,98,0,6,28,7,15,7,17,13,5,2,10,200,9124,6969,9598,7977,7084,7050,9622,10156,10797,10211,2,0,4,2,0,0,0,0,0,26,16,30,30,100,152,16,26,55,61,16753,7566,437,463,21980,37047,719793,509529,44632,48425,34477,44748,5897,3809,52,58,22,22,40833,47755
571,0,7,3,5,2,1,3,6,12,547,59,493,428,403,215,2510,820,1052,1828,4,4,4,6,5,3,4,3,2,CLASSIC,MATCHED_GAME,11.21.403.3002,0,30,0,0,0,30,0,0,0,0,0,0,0,115,4,0,0,4,100,0,4,2,2,3,3,3,2,4,13,2,2,12,11,12,13,10,9,13,13,12,11,8481,2550,418,2912,6526,5447,4962,524,6909,1491,144,0,30,170,139,9,154,46,151,148,1133,564,7966,7874,240,593,2425,14291,230,4573,0,1,76469,31776,293864,39116,104552,95337,119674,154792,190377,163061,1200332,10141,3309,9428,10786,6766,6633,7387,15520,7140,6064,7057,6463,8259,8473,6813,5528,8385,10775,7080,7652,3,1,526,194,1044,0,0,591,0,704,0,0,0,6,11,5,7,8,17,155,2,8,11,200,9610,7351,9632,10840,6977,6027,10474,10686,9301,7508,3,0,0,3,1,0,0,0,0,23,13,30,30,119,108,13,23,56,60,23784,16436,492,499,17806,22083,609338,659680,43754,39420,36130,40355,2161,898,43,187,18,24,43086,45320
572,2,4,2,7,6,5,1,4,4,221,14,1524,590,398,459,392,821,976,614,5,4,1,3,5,1,3,2,2,CLASSIC,MATCHED_GAME,11.21.403.3002,0,30,0,0,0,30,0,0,0,0,0,0,0,112,20,8,0,11,105,0,8,3,3,1,5,2,1,2,7,4,2,11,10,11,13,11,10,13,12,12,12,8339,10138,320,3334,380,3260,5999,290,4897,112,115,22,31,160,148,8,156,7,144,185,2204,666,5492,3822,3984,768,955,8091,779,5791,1,0,186189,86742,300470,150654,29426,131330,35708,159191,3666,35272,1200313,11530,11331,6029,7349,4650,4089,6954,8555,6176,6414,7141,6379,7199,9284,6950,5148,8124,8842,7371,9136,7,7,986,526,216,192,285,60,0,174,500,510,0,76,27,3,13,16,20,6,1,11,15,100,8321,6232,8355,10692,7731,6581,10534,8758,8686,9461,3,1,3,3,4,1,1,1,0,18,12,30,30,140,124,12,18,56,59,15633,21436,462,514,16270,16282,798069,320579,33647,39430,35722,39852,1739,1710,128,60,18,20,41680,43671
573,4,5,1,8,3,4,3,3,4,1056,107,1029,865,353,2019,105,768,1033,488,4,5,4,1,2,3,5,3,2,CLASSIC,MATCHED_GAME,11.22.406.3587,0,30,0,0,0,30,0,0,0,0,2,0,0,84,8,0,0,8,71,0,0,2,3,7,3,4,1,1,10,1,1,12,10,11,12,11,9,13,11,12,10,2039,3640,7678,634,1271,2484,518,1878,381,6435,119,10,19,137,139,6,150,13,137,121,9666,772,1206,8795,8622,336,6326,14496,5183,1814,0,0,77860,27445,120482,8717,134239,153028,126020,99650,80205,127975,1200415,11706,4627,9136,9429,10265,2821,6845,17377,6079,8659,6306,5763,8922,7014,7690,5303,7144,9265,6883,5883,11,3,0,214,251,0,371,0,0,1002,514,410,0,10,29,3,8,64,41,12,1,3,11,200,9056,6573,8106,9292,7384,5807,10082,8359,9212,6882,3,2,2,5,1,0,1,0,1,16,18,30,30,92,79,17,16,55,56,14106,12852,420,431,28625,28591,494326,461295,43357,43587,35235,34938,622,2140,126,56,21,17,39645,41108
574,2,12,3,8,3,7,4,5,13,1532,831,612,1592,1175,326,556,580,168,1138,4,3,3,6,5,4,6,3,2,CLASSIC,MATCHED_GAME,11.22.406.3587,0,30,0,0,0,30,0,0,0,0,0,4,0,79,0,3,1,12,105,4,9,5,1,1,4,5,2,4,6,3,7,13,10,12,12,12,10,13,12,12,11,8937,4931,3416,11089,337,3981,2181,10998,11466,3739,174,15,16,149,136,14,164,27,128,163,3584,1061,1523,1179,13237,1652,7713,0,385,11596,0,1,98719,50182,228082,190498,78592,98436,102703,507994,258711,8058,1200356,12973,5993,5692,13153,13575,6371,10995,11771,11852,15466,9822,6162,6906,8822,8142,5850,8666,8356,7150,10242,3,10,451,0,752,884,0,738,1100,773,0,130,60,10,28,3,2,6,110,10,9,1,10,100,10990,7044,8631,9300,8757,6303,10375,9598,9171,8530,3,0,3,1,1,2,1,1,0,21,17,30,30,87,130,17,21,59,58,27760,33315,489,497,21175,20755,694327,927648,51764,56077,39542,40576,2825,2003,131,58,28,32,43981,44718
575,7,2,3,5,2,11,2,4,14,884,1020,1086,456,343,227,186,378,698,214,2,4,7,7,6,4,4,3,3,CLASSIC,MATCHED_GAME,11.22.406.3587,0,30,0,0,0,30,0,0,0,0,0,0,0,7,89,0,0,0,99,8,7,2,2,4,8,1,1,2,6,5,11,12,9,12,11,10,9,12,11,11,12,7684,4423,2289,0,2783,4012,146,1595,13167,315,121,9,117,10,149,2,146,18,135,157,1929,691,7065,8839,5308,760,5657,9798,1498,17413,1,0,265347,130031,49709,235180,0,29722,44128,340401,311528,94728,1200404,9614,5791,9354,12362,8092,5276,8169,12373,14966,17933,6709,6389,7790,9201,6851,4578,6817,8486,7738,11888,4,5,0,676,0,3523,0,504,2366,978,300,205,0,9,37,9,4,10,18,12,6,7,7,100,9183,5338,9409,8160,6718,5877,9187,8417,8507,9609,3,0,3,2,1,1,0,1,0,26,16,30,30,96,114,16,26,54,55,16768,19646,399,465,23901,35057,579958,920816,44698,59232,35129,41318,4027,4525,50,69,20,33,39347,41058
576,3,2,2,7,4,10,4,5,11,872,1009,890,299,237,-200,1398,431,350,553,7,4,5,9,4,4,5,3,2,CLASSIC,MATCHED_GAME,11.20.400.7328,0,30,0,0,0,30,0,0,0,0,1,8,0,105,8,7,0,8,104,0,0,4,2,7,5,1,1,4,10,6,7,12,10,12,13,10,10,13,12,12,11,658,4036,9954,1228,516,1724,1478,2394,10450,1795,136,9,21,153,116,28,134,16,137,144,14567,750,1627,11725,9503,480,7693,12714,486,11098,1,1,157710,104565,271866,105468,18727,109018,177619,198984,258256,825,1200325,15226,5328,12238,13801,14163,2205,11779,15771,10937,12894,8032,6208,7999,9045,6549,4847,8700,11197,8446,8725,7,7,0,541,656,847,4144,0,2606,662,0,0,10,9,45,3,21,17,33,10,4,13,11,100,8684,7032,9338,10330,6731,6285,10333,9929,9926,8077,4,1,5,1,3,1,0,1,0,29,18,30,30,128,112,18,29,57,58,14080,20153,454,440,37902,32741,662789,740249,57633,56709,36472,43276,5647,3809,83,83,18,34,41368,45297
