,assistsplayer_1,assistsplayer_10,assistsplayer_2,assistsplayer_3,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,gameMode,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,inhibs_lost_team200,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_1,killsplayer_10,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_7,killsplayer_8,killsplayer_9,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,riftherald_team100,riftherald_team300,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,assistsplayer_4,baron_team100,killsplayer_6,riftherald_team200,dragon_team200,killsplayer_0,baron_team200,inhibs_lost_team100,ward_player_0,team_deathsplayer_100,team_deathsplayer_200,team_goldPerSecond_100,team_goldPerSecond_200,team_jungleMinionsKilled_100,team_jungleMinionsKilled_200,team_killsplayer_100,team_killsplayer_200,team_level_100,team_level_200,team_magicDamageDoneToChampions_100,team_magicDamageDoneToChampions_200,team_minionsKilled_100,team_minionsKilled_200,team_physicalDamageDoneToChampions_100,team_physicalDamageDoneToChampions_200,team_timeEnemySpentControlled_100,team_timeEnemySpentControlled_200,team_totalDamageDoneToChampions_100,team_totalDamageDoneToChampions_200,team_totalGold_100,team_totalGold_200,team_trueDamageDoneToChampions_100,team_trueDamageDoneToChampions_200,team_ward_player_100,team_ward_player_200,team_assistsplayer_100,team_assistsplayer_200,team_xp_100,team_xp_200
183,0.0,2.0,4.0,8.0,2.0,0.0,1.0,3.0,5.0,166.0,1144.0,202.0,248.0,450.0,450.0,261.0,2207.0,942.0,1014.0,7.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,8.0,87.0,8.0,0.0,92.0,0.0,0.0,0.0,12.0,0.0,3.0,1.0,3.0,2.0,5.0,3.0,7.0,2.0,3.0,11.0,10.0,10.0,10.0,11.0,12.0,12.0,13.0,9.0,10.0,0.0,3987.0,2234.0,3870.0,892.0,3722.0,743.0,880.0,596.0,3800.0,112.0,3.0,131.0,22.0,21.0,97.0,116.0,161.0,104.0,7.0,7978.0,198.0,6206.0,972.0,8649.0,762.0,11698.0,12033.0,3701.0,679.0,0.0,0.0,20317.0,205662.0,0.0,56187.0,207169.0,214754.0,62961.0,27088.0,73459.0,22593.0,1200369.0,9801.0,4242.0,8440.0,5217.0,10252.0,4485.0,12870.0,12914.0,4298.0,5247.0,6616.0,5644.0,7360.0,5473.0,7245.0,6120.0,6821.0,10132.0,6367.0,5499.0,3.0,8.0,1823.0,56.0,0.0,374.0,710.0,0.0,428.0,0.0,0.0,768.0,10.0,10.0,8.0,9.0,2.0,10.0,10.0,11.0,13.0,22.0,100.0,7974.0,6537.0,6752.0,6430.0,7304.0,9029.0,9095.0,10344.0,6107.0,6278.0,2.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,17,16,30,30,108,99,16,17,54,54,10718,10006,383,391,24567,28309,498427,391763,38195,39571,32814,34463,2907,1252,39,66,16,11,37489,38361
184,2.0,11.0,2.0,1.0,8.0,4.0,1.0,4.0,4.0,488.0,235.0,425.0,731.0,218.0,265.0,594.0,370.0,356.0,663.0,3.0,2.0,1.0,7.0,2.0,7.0,2.0,2.0,4.0,5.0,3.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,90.0,0.0,0.0,0.0,8.0,119.0,8.0,0.0,0.0,0.0,5.0,4.0,6.0,0.0,11.0,5.0,4.0,11.0,10.0,11.0,12.0,11.0,9.0,12.0,12.0,12.0,11.0,0.0,2960.0,1713.0,10931.0,618.0,5586.0,257.0,896.0,8424.0,1684.0,130.0,9.0,19.0,122.0,159.0,17.0,156.0,1.0,111.0,129.0,5567.0,471.0,3929.0,1645.0,11385.0,975.0,8240.0,11945.0,3182.0,8634.0,1.0,0.0,66878.0,136695.0,571571.0,79469.0,125904.0,88229.0,132362.0,66881.0,187444.0,13343.0,1200345.0,5567.0,3431.0,6685.0,13135.0,12005.0,7002.0,8498.0,13336.0,12379.0,10318.0,6188.0,5205.0,7875.0,7546.0,8968.0,5500.0,7819.0,8785.0,7956.0,7148.0,2.0,5.0,0.0,0.0,1043.0,558.0,1.0,440.0,0.0,495.0,772.0,0.0,10.0,25.0,6.0,9.0,40.0,38.0,16.0,6.0,20.0,21.0,100.0,8221.0,6203.0,7804.0,9537.0,8107.0,5885.0,9704.0,8976.0,9266.0,7329.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,20,15,30,30,94,135,15,20,54,57,18848,14221,447,406,23501,32472,932051,536725,44394,47962,36077,36913,2042,1267,103,88,16,24,39554,41478
185,0.0,7.0,1.0,3.0,3.0,2.0,7.0,5.0,1.0,1088.0,548.0,679.0,343.0,437.0,108.0,58.0,292.0,1866.0,718.0,7.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,126.0,0.0,0.0,4.0,102.0,12.0,4.0,8.0,1.0,0.0,1.0,1.0,0.0,6.0,3.0,5.0,13.0,10.0,12.0,12.0,10.0,9.0,12.0,12.0,12.0,11.0,1237.0,2155.0,3771.0,13113.0,361.0,1248.0,8389.0,952.0,608.0,432.0,111.0,26.0,121.0,39.0,143.0,27.0,121.0,24.0,155.0,155.0,14361.0,1266.0,1232.0,199.0,4589.0,382.0,2482.0,7815.0,8637.0,8212.0,0.0,0.0,68958.0,61932.0,20410.0,150730.0,13375.0,105954.0,46716.0,362049.0,114468.0,129560.0,1200299.0,15780.0,3707.0,5004.0,13888.0,6152.0,1630.0,10871.0,9211.0,9714.0,8780.0,8988.0,5298.0,5269.0,7093.0,6412.0,4283.0,7163.0,8457.0,8011.0,8793.0,8.0,1.0,182.0,285.0,0.0,574.0,1201.0,0.0,0.0,443.0,468.0,136.0,7.0,24.0,16.0,3.0,10.0,37.0,10.0,19.0,25.0,9.0,200.0,10112.0,6250.0,8642.0,9504.0,6877.0,5285.0,9523.0,9898.0,9768.0,7838.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,6.0,17,10,30,30,134,122,10,17,56,57,19730,12536,441,481,20763,28412,359427,714725,42454,42283,32045,37722,1957,1332,73,87,8,22,40420,43277
186,2.0,4.0,5.0,4.0,6.0,1.0,3.0,2.0,3.0,671.0,848.0,285.0,193.0,1233.0,34.0,3358.0,2170.0,615.0,718.0,5.0,6.0,2.0,2.0,1.0,3.0,5.0,5.0,6.0,1.0,4.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,129.0,0.0,4.0,0.0,5.0,98.0,4.0,0.0,6.0,0.0,6.0,5.0,4.0,2.0,5.0,1.0,1.0,13.0,9.0,12.0,13.0,11.0,9.0,13.0,12.0,11.0,11.0,9846.0,4704.0,1170.0,556.0,1711.0,3537.0,9087.0,7839.0,278.0,0.0,137.0,20.0,8.0,144.0,167.0,41.0,142.0,18.0,137.0,151.0,4582.0,726.0,9295.0,11667.0,5376.0,909.0,2991.0,1506.0,6584.0,4954.0,1.0,0.0,56878.0,145767.0,396501.0,81452.0,0.0,37324.0,968015.0,396526.0,15425.0,61229.0,1200383.0,14679.0,5431.0,11155.0,12737.0,7460.0,5209.0,13092.0,9793.0,7353.0,4954.0,8086.0,4773.0,8514.0,7983.0,8433.0,5458.0,10058.0,8055.0,6415.0,7018.0,2.0,9.0,250.0,0.0,689.0,513.0,372.0,762.0,1014.0,448.0,490.0,0.0,11.0,31.0,14.0,10.0,11.0,28.0,9.0,7.0,10.0,44.0,100.0,9996.0,5462.0,9535.0,10841.0,8514.0,5879.0,10873.0,8877.0,7959.0,7577.0,3.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,13,23,30,30,133,107,23,13,58,56,16820,21908,497,468,31829,16761,572155,1586962,51240,40623,38474,36319,2586,1952,74,101,20,13,44765,40748
187,3.0,3.0,3.0,4.0,7.0,1.0,2.0,0.0,0.0,21.0,247.0,286.0,1175.0,392.0,239.0,655.0,267.0,1502.0,495.0,6.0,4.0,1.0,3.0,0.0,1.0,6.0,1.0,4.0,3.0,3.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,90.0,1.0,7.0,0.0,0.0,124.0,12.0,8.0,4.0,0.0,7.0,3.0,3.0,1.0,1.0,2.0,4.0,13.0,9.0,11.0,12.0,11.0,10.0,13.0,12.0,13.0,11.0,10062.0,1778.0,1595.0,12084.0,109.0,3079.0,7028.0,0.0,426.0,2249.0,148.0,37.0,19.0,154.0,176.0,26.0,158.0,13.0,154.0,139.0,4473.0,447.0,6652.0,203.0,7867.0,937.0,185.0,4903.0,8128.0,3659.0,0.0,0.0,207266.0,58558.0,361815.0,74318.0,158613.0,101993.0,417423.0,232290.0,136228.0,293503.0,1200252.0,15282.0,2696.0,8792.0,12287.0,8073.0,4016.0,8672.0,5349.0,9211.0,8648.0,7856.0,4697.0,7901.0,7235.0,8467.0,5104.0,7860.0,6857.0,7897.0,8250.0,3.0,7.0,746.0,470.0,545.0,0.0,96.0,0.0,1459.0,446.0,656.0,2739.0,60.0,24.0,18.0,11.0,54.0,35.0,4.0,5.0,13.0,5.0,100.0,11320.0,5412.0,8468.0,9501.0,8415.0,6498.0,10771.0,9415.0,10036.0,8268.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,11,18,30,30,106,144,18,11,57,58,26929,11481,523,501,20132,17322,904005,1138002,48450,34576,36563,35561,1387,5770,178,51,20,6,44202,43902
188,0.0,12.0,4.0,3.0,4.0,0.0,2.0,4.0,7.0,638.0,464.0,4.0,231.0,146.0,440.0,17.0,1064.0,162.0,1506.0,3.0,1.0,3.0,5.0,4.0,6.0,1.0,1.0,5.0,3.0,1.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,113.0,4.0,0.0,0.0,12.0,120.0,6.0,6.0,0.0,2.0,3.0,5.0,2.0,1.0,3.0,6.0,5.0,12.0,10.0,12.0,13.0,9.0,8.0,12.0,12.0,13.0,11.0,3266.0,3900.0,4140.0,308.0,301.0,1684.0,186.0,904.0,8420.0,1128.0,170.0,5.0,27.0,130.0,109.0,33.0,136.0,17.0,125.0,152.0,2910.0,1428.0,843.0,7317.0,8052.0,705.0,3263.0,3639.0,1808.0,8899.0,0.0,0.0,162188.0,330897.0,659831.0,59193.0,72183.0,38583.0,35742.0,379487.0,21605.0,84113.0,1200450.0,6284.0,5328.0,5765.0,8056.0,8353.0,2780.0,3449.0,4638.0,10465.0,10099.0,6878.0,6114.0,7944.0,7746.0,5871.0,4625.0,9067.0,7289.0,8027.0,8741.0,9.0,1.0,107.0,0.0,781.0,430.0,0.0,389.0,0.0,94.0,236.0,72.0,7.0,26.0,4.0,9.0,50.0,21.0,10.0,18.0,10.0,12.0,200.0,9711.0,6629.0,8785.0,10497.0,5846.0,4955.0,8699.0,9111.0,10349.0,8108.0,2.0,0.0,5.0,1.0,3.0,0.0,1.0,1.0,0.0,21,11,30,30,120,144,11,21,54,58,9699,14538,469,435,19827,19037,991978,851844,31238,33979,33064,39238,1707,402,91,76,13,25,39794,42896
189,2.0,5.0,3.0,0.0,7.0,5.0,5.0,7.0,5.0,157.0,705.0,1653.0,365.0,333.0,197.0,215.0,263.0,300.0,857.0,3.0,6.0,5.0,5.0,3.0,2.0,3.0,1.0,2.0,4.0,3.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,112.0,1.0,0.0,0.0,4.0,108.0,0.0,0.0,3.0,2.0,2.0,3.0,5.0,3.0,8.0,4.0,3.0,13.0,9.0,12.0,12.0,11.0,10.0,13.0,12.0,13.0,10.0,203.0,2698.0,53.0,5885.0,1424.0,1862.0,1428.0,803.0,10835.0,324.0,149.0,27.0,32.0,144.0,158.0,33.0,176.0,12.0,135.0,123.0,6256.0,1337.0,3303.0,657.0,10060.0,1532.0,8507.0,7366.0,780.0,9311.0,0.0,0.0,28638.0,68062.0,154552.0,24219.0,64968.0,58119.0,146364.0,458181.0,139400.0,5947.0,1200496.0,6507.0,4802.0,4798.0,9274.0,11485.0,4133.0,11622.0,8692.0,11719.0,9635.0,7532.0,5050.0,7028.0,7050.0,8473.0,6886.0,9068.0,8818.0,7915.0,7217.0,9.0,5.0,48.0,767.0,1441.0,2731.0,0.0,738.0,1686.0,522.0,104.0,0.0,12.0,68.0,2.0,6.0,3.0,41.0,6.0,23.0,20.0,21.0,200.0,10053.0,5739.0,8628.0,9922.0,8098.0,6364.0,10511.0,8826.0,10575.0,6753.0,5.0,0.0,1.0,1.0,4.0,0.0,2.0,2.0,0.0,18,16,30,30,121,112,16,18,58,57,9427,16088,516,473,21808,27301,330496,817954,36197,46470,36969,38068,4958,3079,64,138,17,27,43065,42404
190,1.0,5.0,5.0,1.0,7.0,3.0,4.0,3.0,2.0,181.0,203.0,772.0,408.0,4.0,427.0,700.0,408.0,282.0,151.0,3.0,1.0,2.0,3.0,1.0,4.0,2.0,5.0,3.0,2.0,3.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,114.0,0.0,8.0,0.0,4.0,83.0,0.0,0.0,2.0,1.0,2.0,4.0,4.0,1.0,2.0,5.0,4.0,12.0,9.0,11.0,12.0,11.0,9.0,11.0,10.0,12.0,11.0,0.0,3127.0,1006.0,7623.0,2903.0,3693.0,6931.0,520.0,7538.0,1101.0,128.0,4.0,8.0,135.0,138.0,11.0,122.0,15.0,137.0,186.0,5898.0,204.0,7030.0,1066.0,5373.0,688.0,2278.0,6078.0,756.0,6588.0,1.0,0.0,58703.0,65702.0,498524.0,49187.0,40925.0,14802.0,18599.0,208032.0,24671.0,19788.0,1200466.0,7218.0,3397.0,8946.0,8690.0,8364.0,4381.0,9209.0,6692.0,8592.0,7690.0,6761.0,5028.0,7322.0,7333.0,7582.0,5377.0,6085.0,6333.0,8147.0,8621.0,3.0,11.0,1320.0,66.0,909.0,0.0,88.0,0.0,0.0,94.0,298.0,0.0,10.0,33.0,26.0,15.0,15.0,71.0,11.0,4.0,6.0,14.0,100.0,9634.0,5433.0,8060.0,8652.0,7496.0,5849.0,8268.0,7021.0,9674.0,7924.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,13,13,30,30,124,87,13,13,55,53,15225,19217,420,464,20055,15904,662141,336792,37599,35580,34375,34214,2317,458,137,68,17,17,39691,38320
191,2.0,4.0,2.0,1.0,8.0,1.0,1.0,7.0,2.0,862.0,259.0,794.0,456.0,977.0,576.0,792.0,745.0,49.0,1101.0,1.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,120.0,15.0,4.0,0.0,0.0,117.0,5.0,4.0,10.0,0.0,2.0,0.0,3.0,1.0,8.0,4.0,1.0,12.0,9.0,12.0,13.0,13.0,10.0,13.0,12.0,12.0,11.0,0.0,1583.0,308.0,575.0,5902.0,3102.0,10845.0,863.0,10071.0,120.0,165.0,6.0,31.0,181.0,119.0,39.0,136.0,12.0,133.0,120.0,15090.0,511.0,4674.0,2818.0,5613.0,1440.0,1364.0,9945.0,974.0,3152.0,0.0,1.0,39117.0,72104.0,211541.0,34154.0,168803.0,138855.0,42417.0,167889.0,218647.0,3864.0,1200417.0,15324.0,2095.0,5288.0,3393.0,11515.0,5239.0,12210.0,11874.0,11145.0,4436.0,11597.0,4884.0,7404.0,7996.0,6447.0,6251.0,7067.0,9005.0,8439.0,6511.0,2.0,7.0,234.0,0.0,305.0,0.0,0.0,696.0,0.0,1065.0,100.0,1163.0,10.0,42.0,10.0,8.0,132.0,29.0,6.0,11.0,10.0,10.0,100.0,9278.0,5180.0,9080.0,10097.0,10702.0,6803.0,10948.0,9658.0,9777.0,7567.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,17,16,30,30,158,126,16,17,60,57,9887,23482,535,407,29635,15946,592470,504921,40759,41760,39695,35906,1235,2328,189,79,15,15,45960,43130
192,3.0,4.0,4.0,5.0,6.0,3.0,6.0,2.0,4.0,83.0,101.0,1059.0,955.0,17.0,332.0,514.0,170.0,824.0,207.0,8.0,6.0,3.0,0.0,2.0,1.0,6.0,3.0,3.0,6.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,116.0,8.0,0.0,0.0,0.0,92.0,4.0,0.0,9.0,1.0,7.0,2.0,5.0,1.0,6.0,3.0,0.0,13.0,8.0,13.0,11.0,10.0,10.0,12.0,11.0,12.0,10.0,5459.0,3102.0,426.0,7223.0,825.0,3887.0,3916.0,2070.0,9977.0,1102.0,136.0,5.0,42.0,111.0,134.0,30.0,121.0,29.0,134.0,124.0,16012.0,547.0,10408.0,1498.0,7452.0,1917.0,9394.0,10446.0,997.0,6922.0,2.0,0.0,75054.0,135513.0,289776.0,54998.0,64364.0,55687.0,77600.0,419209.0,66078.0,402091.0,1200371.0,21888.0,4035.0,11304.0,9248.0,8277.0,6263.0,13311.0,13375.0,11435.0,8024.0,9708.0,4276.0,9909.0,6665.0,7837.0,5307.0,6824.0,9520.0,7089.0,5732.0,7.0,5.0,416.0,386.0,469.0,526.0,0.0,458.0,0.0,859.0,460.0,0.0,11.0,31.0,6.0,2.0,49.0,37.0,8.0,20.0,18.0,14.0,200.0,10968.0,4655.0,10671.0,8414.0,6808.0,6440.0,9477.0,8494.0,9377.0,6290.0,2.0,1.0,4.0,0.0,3.0,0.0,1.0,1.0,8.0,14,24,30,30,125,96,24,14,57,53,17820,20167,453,413,37287,28306,539879,1100491,56980,50180,39426,33441,1869,1705,105,91,20,19,43301,38293
387,4.0,10.0,3.0,3.0,6.0,4.0,6.0,8.0,6.0,365.0,78.0,29.0,208.0,90.0,516.0,1057.0,3834.0,1204.0,749.0,4.0,6.0,4.0,2.0,6.0,5.0,4.0,2.0,1.0,8.0,1.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,12.0,8.0,0.0,0.0,136.0,0.0,0.0,1.0,3.0,7.0,1.0,3.0,7.0,7.0,4.0,5.0,12.0,10.0,10.0,12.0,11.0,10.0,12.0,12.0,12.0,11.0,0.0,6722.0,1138.0,7958.0,1451.0,0.0,1990.0,345.0,8565.0,0.0,125.0,12.0,20.0,143.0,95.0,27.0,140.0,32.0,121.0,129.0,8954.0,624.0,5797.0,744.0,11433.0,5835.0,3574.0,7669.0,722.0,13239.0,1.0,0.0,72292.0,60899.0,148072.0,46124.0,24043.0,62386.0,641079.0,365684.0,8125.0,6406.0,1200313.0,9794.0,8126.0,7123.0,8703.0,13325.0,7638.0,5565.0,9585.0,9716.0,16084.0,6215.0,6253.0,7664.0,6878.0,7965.0,8941.0,7402.0,9884.0,7669.0,8599.0,9.0,1.0,840.0,780.0,187.0,0.0,440.0,1802.0,0.0,1570.0,428.0,2844.0,14.0,38.0,11.0,13.0,5.0,25.0,9.0,5.0,11.0,6.0,200.0,9441.0,6270.0,6688.0,8934.0,7462.0,7241.0,9908.0,9935.0,9071.0,7814.0,13.0,0.0,2.0,1.0,3.0,2.0,1.0,2.0,0.0,21,21,30,30,101,136,19,21,55,57,10547,17622,410,434,32763,25828,352917,1082193,46583,49076,37663,39807,3269,5622,68,69,29,34,39766,42998
388,4.0,6.0,5.0,4.0,8.0,4.0,6.0,2.0,2.0,671.0,391.0,1176.0,1315.0,256.0,215.0,727.0,679.0,279.0,433.0,4.0,3.0,5.0,6.0,3.0,4.0,3.0,3.0,2.0,7.0,1.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,92.0,0.0,8.0,0.0,4.0,123.0,0.0,4.0,1.0,1.0,5.0,4.0,8.0,0.0,7.0,5.0,1.0,11.0,9.0,12.0,12.0,12.0,8.0,12.0,12.0,12.0,10.0,1885.0,3302.0,6719.0,4125.0,897.0,2565.0,1063.0,1046.0,6896.0,1010.0,121.0,19.0,16.0,113.0,152.0,12.0,134.0,9.0,128.0,119.0,5357.0,930.0,681.0,888.0,12386.0,241.0,8997.0,11855.0,987.0,3807.0,1.0,0.0,109562.0,124523.0,108175.0,84257.0,62096.0,78539.0,72976.0,322769.0,27509.0,825.0,1200437.0,7243.0,4351.0,8066.0,5331.0,13564.0,2806.0,10846.0,13476.0,7883.0,5417.0,7521.0,5241.0,8701.0,7481.0,9681.0,4915.0,10567.0,9319.0,7804.0,6018.0,9.0,4.0,0.0,119.0,665.0,317.0,280.0,0.0,785.0,574.0,0.0,600.0,15.0,61.0,3.0,8.0,15.0,35.0,26.0,1.0,6.0,9.0,200.0,8084.0,5788.0,8910.0,8803.0,8626.0,4934.0,9443.0,9141.0,8929.0,6598.0,2.0,0.0,8.0,1.0,4.0,0.0,2.0,4.0,0.0,22,18,30,30,112,131,18,22,55,55,16191,13317,414,409,19553,26576,442629,548602,37010,41973,38299,38949,1262,2078,76,103,23,20,39357,39899
389,8.0,8.0,5.0,5.0,14.0,0.0,5.0,3.0,3.0,397.0,727.0,3904.0,2015.0,490.0,1510.0,891.0,476.0,594.0,603.0,2.0,5.0,2.0,2.0,4.0,3.0,7.0,4.0,3.0,4.0,3.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,108.0,4.0,4.0,0.0,0.0,68.0,0.0,20.0,2.0,1.0,9.0,5.0,3.0,4.0,1.0,3.0,6.0,13.0,9.0,13.0,12.0,11.0,10.0,12.0,10.0,12.0,11.0,449.0,4698.0,867.0,10589.0,808.0,2978.0,185.0,3902.0,12647.0,865.0,148.0,17.0,15.0,128.0,146.0,11.0,131.0,16.0,132.0,146.0,11249.0,923.0,11369.0,245.0,7177.0,722.0,11268.0,1392.0,383.0,7282.0,1.0,0.0,117597.0,99125.0,263656.0,66969.0,32150.0,207024.0,81044.0,262375.0,67729.0,146508.0,1200340.0,12705.0,6090.0,12588.0,11360.0,8364.0,4258.0,12046.0,5701.0,13619.0,8301.0,9046.0,5662.0,9489.0,8625.0,7810.0,7059.0,6571.0,5551.0,7144.0,9543.0,2.0,9.0,1006.0,468.0,352.0,526.0,377.0,558.0,592.0,406.0,588.0,154.0,14.0,35.0,3.0,7.0,5.0,25.0,6.0,5.0,6.0,14.0,100.0,10410.0,5987.0,10128.0,9834.0,7525.0,7168.0,8757.0,7105.0,9559.0,8476.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13,23,30,30,116,88,23,13,59,54,15691,22297,448,442,30762,21248,687396,656781,49275,45757,42029,34471,2819,2208,54,66,38,19,45065,39884
